Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID|Date Recevied|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Report Start Date|Report End Date|Nature of Committee|Field 1|Field 2A|Field 2B|Field 2C|Field 2D|Field 3|Field 4|Field 5|Field 6|Field 7|Field 8|Field 9|Field 10|Field 11A|Field 11B|Field 11C|Field 11D|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 24|Field 25|Field 26|Description
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|04/16/2002|04/22/2002|TERII   |04/15/2002|6380204|05/14/2002|P|30|01/01/2002|04/09/2002||0|1216.88|0|.75|1217.63|0|0|1217.63|0|0|1217.63|1217.63|0|2400|0|0|2400|0|2400|0|0|2400|2400|2509.38|0|1217.63|3727.01|2400|1327.01|0|0|1327.01|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|05/06/2002|05/13/2002|TERII   |05/04/2002|6400119|05/14/2002|P|10|04/10/2002|04/29/2002||1217.63|564.57|0|0|564.57|0|0|564.57|0|0|564.57|1782.2|2400|0|0|0|0|0|0|0|0|0|2400|1327.01|0|564.57|1891.58|0|1891.58|0|0|1891.58|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|06/24/2002|10/18/2002|DAVIDH  |06/22/2002|6420125|05/14/2002|P|40|04/30/2002|06/18/2002||1782.2|702.94|0|.27|703.21|0|0|703.21|0|0|703.21|2485.41|2400|600|0|0|600|0|600|0|0|600|3000|1891.58|0|703.21|2594.79|600|1994.79|0|0|1994.79|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|10/08/2002|10/18/2002|DAVIDH  |10/07/2002|6450013|11/05/2002|G|30|06/19/2002|10/01/2002||2485.41|1195.07|0|.34|1195.41|0|0|1195.41|0|0|1195.41|3680.82|3000|1900|0|0|1900|0|1900|0|0|1900|4900|1994.79|0|1195.41|3190.2|1900|1290.2|0|0|1290.2|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|10/28/2002|11/26/2002|DAVIDH  |10/25/2002|6460166|11/05/2002|G|10|10/02/2002|10/21/2002||3680.82|312.85|0|0|312.85|0|0|312.85|0|0|312.85|3993.67|4900|300|0|0|300|0|300|0|0|300|5200|1290.2|0|312.85|1603.05|300|1303.05|0|0|1303.05|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|01/15/2003|01/15/2003|DAVIDH  |01/14/2003||11/05/2002|G|70|10/22/2002|12/31/2002||3993.67|592.73|0|.34|593.07|0|0|593.07|0|0|593.07|4586.74|5200|400|0|0|400|0|400|0|0|400|5600|1303.05|0|593.07|1896.12|400|1496.12|0|0|1496.12|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|02/02/2004|02/03/2004|SERENAD |01/31/2004||01/01/2001|A||01/01/2003|12/31/2003||0|4424.44|0|1.69|4426.13|0|0|4426.13|0|0|4426.13|4426.13|0|3550|0|0|3550|0|3550|0|0|3550|3550|1496.12|0|4426.13|5922.25|3550|2372.25|0|0|2372.25|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|04/13/2004|04/21/2004|CHERYLD |04/10/2004|6780139|05/11/2004|P|30|01/01/2004|04/06/2004||0|2062.8|0|.71|2063.51|0|0|2063.51|0|0|2063.51|2063.51|0|1203.86|0|0|1203.86|0|1203.86|0|0|1203.86|1203.86|2372.25|0|2063.51|4435.76|1203.86|3231.9|0|0|3231.9|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|05/04/2004|05/11/2004|CHERYLD |05/03/2004|6790241|05/11/2004|P|10|04/07/2004|04/26/2004||2063.51|580.56|0|0|580.56|0|0|580.56|0|0|580.56|2644.07|1203.86|453.21|0|0|453.21|0|453.21|0|0|453.21|1657.07|3231.9|0|580.56|3812.46|453.21|3359.25|0|0|3359.25|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|06/22/2004|06/28/2004|CHERYLD |06/21/2004|6820115|05/11/2004|P|40|04/27/2004|06/15/2004||2644.07|1152.97|0|.55|1153.52|0|0|1153.52|0|0|1153.52|3797.59|1657.07|955.83|0|0|955.83|0|955.83|0|0|955.83|2612.9|3359.25|0|1153.52|4512.77|955.83|3556.94|0|0|3556.94|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|10/05/2004|10/12/2004|CORIEJ  |10/04/2004|6850171|11/02/2004|G|30|06/16/2004|09/28/2004||3797.59|2007.62|0|1.01|2008.63|0|0|2008.63|0|0|2008.63|5806.22|2612.9|700|0|0|700|0|700|0|0|700|3312.9|3556.94|0|2008.63|5565.57|700|4865.57|0|0|4865.57|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|10/25/2004|11/01/2004|CORIEJ  |10/22/2004|6870021|11/02/2004|G|10|09/29/2004|10/18/2004||5806.22|277.68|0|.41|278.09|0|0|278.09|0|0|278.09|6084.31|3312.9|400|0|0|400|0|400|0|0|400|3712.9|4865.57|0|278.09|5143.66|400|4743.66|0|0|4743.66|
CENTURYLINK NEBRASKA PAC|1314 DOUGLAS-ON-THE-MALL, 13TH F,|S|OMAHA|NE|68102|99PAC00087|01/11/2005|01/18/2005|CORIEJ  |01/12/2005|6900150|11/02/2004|G|70|10/19/2004|12/31/2004||6084.31|1344.52|0|1.34|1345.86|0|0|1345.86|0|0|1345.86|7430.17|3712.9|0|0|0|0|0|0|0|0|0|3712.9|4743.66|0|1345.86|6089.52|0|6089.52|0|0|6089.52|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|01/31/2000|02/02/2000|KIMH    |01/28/2000||11/03/1998|A||01/01/1999|12/31/1999||0|1950|0|0|1950|0|0|1950|0|0|1950|1950|0|250|8000|63.25|8313.25|0|8313.25|0|0|8313.25|8313.25|6861.23|0|1950|8811.23|8313.25|497.98|0|0|497.98|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|04/13/2000|04/17/2000|SERENAD |04/10/2000||05/09/2000|P|30|01/01/2000|04/04/2000||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|497.98|0|0|497.98|0|497.98|0|0|497.98|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|05/01/2000|05/03/2000|KIMH    |04/28/2000||05/09/2000|P|10|04/05/2000|04/24/2000||||||||||||||||||||||||||||||||||
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|06/20/2000|06/20/2000|SERENAD |06/19/2000||05/09/2000|P|40|04/25/2000|06/13/2000||0|8295|0|0|8295|0|0|8295|0|5572|13867|13867|0|0|7000|0|7000|0|7000|0|0|7000|7000|497.98|0|8295|8792.98|7000|1792.98|0|0|1792.98|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|10/10/2000|12/27/2000|KAREN   |10/06/2000|5990012|11/07/2000|G|30|06/14/2000|10/03/2000||13867.2|1000|0|0|1000|0|0|1000|0|0|1000|14867.2|7000|0|4000|0|4000|0|4000|0|0|4000|11000|1792.98|3148.44|1000|5941.42|4000|1941.42|0|0|1941.42|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|10/26/2000|12/27/2000|KAREN   |10/25/2000|5990163|11/07/2000|G|10|10/04/2000|10/23/2000||14867.2|0|0|0|0|0|0|0|0|1100|1100|15967.2|11000|0|0|0|0|0|0|0|0|0|11000|1941.42|0|0|1941.42|0|1941.42|0|0|1941.42|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|01/09/2001|01/16/2001|SERENAD |01/08/2001||11/07/2000|G|70|10/24/2000|12/31/2000||15967.2|0|0|0|0|0|0|0|0|0|0|15967.2|11000|0|0|0|0|0|0|0|0|0|11000|1941.42|1438.62|0|3380.04|0|3380.04|0|0|3380.04|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|03/06/2001|03/09/2001|KAREN   |03/02/2001|0      |04/03/2001|P|30|01/01/2001|02/27/2001||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3380.04|844.14|0|4224.18|0|4224.18|0|0|4224.18|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|03/27/2001|03/27/2001|KAREN   |03/23/2001|0      |04/03/2001|P|10|02/28/2001|03/19/2001||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4224.18|588.32|0|4812.5|0|4812.5|0|0|4812.5|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|05/07/2001|05/16/2001|PATTIEV |05/04/2001|6170227|05/15/2001|G|10|03/20/2001|04/30/2001||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4812.5|652.64|0|5465.14|0|5465.14|0|0|5465.14|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|06/25/2001|06/27/2001|PATTIEV |06/22/2001||05/15/2001|G|70|05/01/2001|06/19/2001||0|0|0|0|0|0|0|0|0|0|0|0|0|0|2500|0|2500|0|2500|0|0|2500|2500|5465.14|0|0|5465.14|2500|2965.14|0|0|2965.14|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|01/30/2002|05/20/2003|JIMS    |01/29/2002|6260233|01/30/2001|A||06/20/2001|12/31/2001||0|0|0|0|0|0|0|0|0|0|0|0|0|0|2000|0|2000|0|2000|0|0|2000|2000|2965.18|0|0|2965.18|2000|965.18|0|0|965.18|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|04/15/2002|04/22/2002|TERII   |04/12/2002|6380205|05/14/2002|P|30|01/01/2002|04/09/2002||0|12000|0|0|12000|0|0|12000|0|0|12000|12000|0|0|3750|0|3750|0|3750|0|0|3750|3750|965.18|0|12000|12965.18|3750|9215.18|0|0|9215.18|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|05/07/2002|05/13/2002|TERII   |05/06/2002|6400122|05/14/2002|P|10|04/10/2002|04/29/2002||12000|800|0|0|800|0|0|800|0|5032.5|5832.5|17832.5|3750|0|0|0|0|0|0|0|0|0|3750|9215.18|0|800|10015.18|0|10015.18|0|0|10015.18|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|06/26/2002|07/05/2002|JIMS    |06/24/2002|6420127|05/14/2002|P|40|04/30/2002|06/18/2002||17832.5|7500|0|0|7500|0|0|7500|0|1700|9200|27032.5|3750|0|0|0|0|0|0|0|0|0|3750|10015.18|0|7500|17515.18|0|17515.18|0|0|17515.18|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|10/08/2002|10/15/2002|TERII   |10/07/2002|6450015|11/05/2002|G|30|06/19/2002|10/01/2002||27032.5|0|0|0|0|0|0|0|0|0|0|27032.5|3750|0|0|0|0|0|0|0|0|0|3750|17515.18|3994.6|0|21509.78|0|21509.78|0|0|21509.78|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|10/29/2002|11/08/2002|JIMS    |10/28/2002|6460167|11/05/2002|G|10|10/02/2002|10/21/2002||27032.5|0|0|0|0|0|0|0|0|0|0|27032.5|3750|0|0|0|0|0|0|0|0|0|3750|21509.78|222.96|0|21732.74|0|21732.74|0|0|21732.74|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|01/15/2003|01/23/2003|JIMS    |01/13/2003|6490219|11/05/2002|G|70|10/22/2002|12/31/2002||27032.5|0|0|0|0|0|0|0|0|0|0|27032.5|3750|0|0|0|0|0|0|0|0|0|3750|21732.74|1083.1|0|22815.84|0|22815.84|0|0|22815.84|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|01/28/2004|02/23/2004|JIMS    |01/26/2004|6670049|11/05/2002|A||01/01/2003|12/31/2003||0|0|0|0|0|0|0|0|0|0|0|0|0|0|6500|0|6500|0|6500|0|0|6500|6500|22815.84|1431.84|0|24247.68|6500|17747.68|0|0|17747.68|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|04/09/2004|05/18/2004|JIMS    |04/08/2004|6770193|05/11/2004|P|30|01/01/2004|04/06/2004||0|1231|0|0|1231|0|0|1231|0|3480|4711|4711|0|0|6000|0|6000|0|6000|0|0|6000|6000|17747.68|0|1231|18978.68|6000|12978.68|0|0|12978.68|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|05/04/2004|05/11/2004|CHERYLD |04/29/2004|6790244|05/11/2004|P|10|04/07/2004|04/26/2004||4711|15450.97|0|0|15450.97|0|0|15450.97|0|5834.03|21285|25996|6000|0|1000|0|1000|0|1000|0|0|1000|7000|12978.68|459.57|15450.97|28889.22|1000|27889.22|0|0|27889.22|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|06/22/2004|06/28/2004|CHERYLD |06/18/2004|6820120|05/11/2004|P|40|04/27/2004|06/15/2004||25996|3320|0|0|3320|0|0|3320|0|230|3550|29546|7000|0|500|0|500|0|500|0|0|500|7500|27889.22|3193.32|3320|34402.54|500|33902.54|0|0|33902.54|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|10/01/2004|10/06/2004|SERENAD |09/30/2004|6850027|11/02/2004|G|30|06/16/2004|09/28/2004||29546|875|0|0|875|0|0|875|0|625|1500|31046|7500|0|6000|0|6000|0|6000|0|0|6000|13500|33902.54|2718.17|875|37495.71|6000|31495.71|0|0|31495.71|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|10/22/2004|10/25/2004|JIMS    |10/21/2004|6860117|11/02/2004|G|10|09/29/2004|10/18/2004||31046|0|0|0|0|0|0|0|0|0|0|31046|13500|0|0|0|0|0|0|0|0|0|13500|31495.71|353.47|0|31849.18|0|31849.18|0|0|31849.18|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|01/11/2005|01/18/2005|CORIEJ  |01/10/2005|6900153|11/02/2004|G|70|10/19/2004|12/31/2004||31046|0|0|0|0|0|0|0|0|0|0|31046|13500|0|500|0|500|0|500|0|0|500|14000|31849.18|1847.48|0|33696.66|500|33196.66|0|0|33196.66|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|03/08/2005|03/14/2005|nadc06|03/07/2005|6950174|04/05/2005|P|30|01/01/2005|03/01/2005|S|0|0|0|0|0|0|0|0|0|0|0|0|0|0|500|0|500|0|500|0|0|500|500|33196.66|923.21|0|34119.87|500|33619.87|0|0|33619.87|
PIM PAC/NE|1700 HWY 36 WEST, SUITE 510|S|ROSEVILLE|MN|55113|99PAC00089|12/22/1999|12/27/1999|KIMH    |12/20/1999|5770112|05/09/2000|A||01/01/1999|12/31/1999||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|124.91|124.91|0|124.91|0|0|124.91|124.91|1416.89|0|0|1416.89|124.91|1291.98|0|0|1291.98|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|05/06/2002|05/13/2002|TERII   |05/03/2002|6400098|05/14/2002|P|10|04/10/2002|04/29/2002||800|0|0|0|0|0|0|0|0|0|0|800|1700|100|0|0|100|0|100|0|0|100|1800|357.25|0|0|357.25|100|257.25|0|0|257.25|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|06/20/2002|06/24/2002|TERII   |06/14/2002|6401204|05/14/2002|P|40|04/30/2002|06/18/2002||800|672|0|0|672|0|0|672|0|0|672|1472|1800|0|0|0|0|0|0|0|0|0|1800|257.25|0|672|929.25|0|929.25|0|0|929.25|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|10/07/2002|10/15/2002|TERII   |10/04/2002|6440248|11/05/2002|G|30|06/19/2002|10/01/2002||1472|0|0|0|0|0|0|0|0|0|0|1472|1800|200|0|0|200|0|200|0|0|200|2000|929.25|0|0|929.25|200|729.25|0|0|729.25|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|10/22/2002|11/05/2002|JIMS    |10/21/2002|6450188|11/05/2002|G|10|10/02/2002|10/21/2002||1472|0|0|0|0|0|0|0|0|0|0|1472|2000|300|0|0|300|0|300|0|0|300|2300|729.25|0|0|729.25|300|429.25|0|0|429.25|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|01/14/2003|01/24/2003|JIMS    |01/13/2003|6490194|11/05/2002|G|70|10/22/2002|12/31/2002||1472|745|0|0|745|0|0|745|0|0|745|2217|2300|400|0|0|400|0|400|0|0|400|2700|429.25|0|745|1174.25|400|774.25|0|0|774.25|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|01/20/2004|02/05/2004|JIMS    |01/19/2004|6660100|11/05/2002|A||01/01/2003|12/31/2003||0|6218|0|0|6218|0|0|6218|0|0|6218|6218|0|2650|0|11.3|2661.3|0|2661.3|0|0|2661.3|2661.3|774.25|0|6218|6992.25|2661.3|4330.95|0|0|4330.95|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|04/06/2004|11/08/2004|JIMS    |04/02/2004|6770176|05/11/2004|P|30|01/01/2004|04/06/2004||0|150|0|0|150|0|0|150|0|0|150|150|0|0|850|0|850|0|850|0|0|850|850|4330.95|0|150|4480.95|850|3630.95|0|0|3630.95|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|04/28/2004|05/07/2004|CHERYLD |04/27/2004|6790062|05/11/2004|P|10|04/07/2004|04/26/2004||150|0|0|0|0|0|0|0|0|0|0|150|850|250|0|0|250|0|250|0|0|250|1100|3630.95|0|0|3630.95|250|3380.95|0|0|3380.95|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|06/17/2004|06/24/2004|CHERYLD |06/16/2004|6810221|11/05/2004|P|40|04/27/2004|06/15/2004||150|0|0|0|0|0|0|0|0|0|0|150|1100|0|0|0|0|0|0|0|0|0|1100|3380.95|0|0|3380.95|0|3380.95|0|0|3380.95|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|09/30/2004|10/27/2004|JIMS    |09/30/2004|6850009|11/02/2004|G|30|06/16/2004|09/28/2004||150|0|0|0|0|0|0|0|0|0|0|150|1100|300|0|0|300|0|300|0|0|300|1400|3380.95|0|0|3380.95|300|3080.95|0|0|3080.95|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|10/26/2004|10/26/2004|PATTIEV |10/26/2004||11/02/2004|G|10|09/29/2004|10/18/2004||150|278|0|0|278|0|0|278|0|0|278|428|1400|0|0|0|0|0|0|0|0|0|1400|3080.95|0|278|3358.95|0|3358.95|0|0|3358.95|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|01/10/2005|01/18/2005|CORIEJ  |01/10/2005|6900120|11/02/2004|G|70|10/19/2004|12/31/2004||428|0|0|0|0|0|0|0|0|0|0|428|1400|100|0|0|100|0|100|0|0|100|1500|3358.95|0|0|3358.95|100|3258.95|0|0|3258.95|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|03/01/2005|03/07/2005|CORIEJ  |03/01/2005|6930231|04/05/2005|P|30|01/01/2005|03/01/2005||0|0|0|0|0|0|0|0|0|0|0|0|0|800|0|0|800|0|800|0|0|800|800|3258.95|0|0|3258.95|800|2458.95|0|0|2458.95|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|01/10/2000|04/03/2001|SERENAD |01/07/2000|5780116|05/04/2000|A||01/19/2009|12/31/1999||0|7711|0|0|7711|0|0|7711|0|0|7711|7711|0|5200|0|2705.79|7905.79|0|7905.79|0|0|7905.79|7905.79|7806.59|0|7711|15517.59|7905.79|7611.8|0|0|7611.8|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|04/10/2000|04/13/2000|SERENAD |04/10/2000||05/09/2000|P|30|01/01/2000|04/04/2000||0|4567|0|0|4567|0|0|4567|0|0|4567|4567|0|1700|0|62.9|1762.9|0|1762.9|0|0|1762.9|1762.9|7611.8|0|4567|12178.8|1762.9|10415.9|0|0|10415.9|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|04/26/2000|04/26/2000|KIMH    |04/25/2000||05/09/2000|P|10|04/05/2000|04/24/2000||4567|0|0|0|0|0|0|0|0|0|0|4567|1762.9|300|0|0|300|0|300|0|0|300|2062.9|10415.9|0|0|10415.9|300|10115.9|0|0|10115.9|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|06/15/2000|06/15/2000|SERENAD |06/14/2000||05/09/2000|P|40|04/25/2000|06/13/2000||4567|0|0|0|0|0|0|0|0|0|0|4567|2062.9|1175|0|0|1175|0|1175|0|0|1175|3237.9|10115.9|0|0|10115.9|1175|8940.9|0|0|8940.9|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|10/10/2000|10/24/2000|KAREN   |10/06/2000|5980227|11/07/2000|G|30|06/14/2000|10/03/2000||4567|664.5|0|0|664.5|0|0|664.5|0|0|664.5|5231.5|3237.9|1400|0|0|1400|0|1400|0|0|1400|4637.9|8940.9|0|664.5|9605.4|1400|8205.4|0|0|8205.4|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|10/30/2000|12/27/2000|KAREN   |10/30/2000|6000069|11/07/2000|G|10|10/04/2000|10/23/2000||||||||||||||||||||||||||||||||||
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|01/11/2001|01/16/2001|SERENAD |01/10/2001||11/07/2000|G|70|10/24/2000|12/31/2000||5231.5|3337|0|0|3337|0|0|3337|0|0|3337|8568.5|4637.9|950|0|1412.9|2362.9|0|2362.9|0|0|2362.9|7000.8|8205|0|3337|11542|2362.9|9179.1|0|0|9179.1|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|01/09/2002|02/19/2002|DAVIDH  |01/08/2002|6230204|11/04/2002|A||01/01/2001|12/31/2001||0|9181.5|0|0|9181.5|0|0|9181.5|0|0|9181.5|9181.5|0|6375|0|1528.25|7903.25|0|7903.25|0|0|7903.25|7903.25|9179.1|0|9181.5|18360.6|7903.25|10457.35|0|0|10457.35|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|04/15/2002|05/19/2003|DAVIDH  |04/15/2002|6380188|05/14/2002|P|30|01/01/2002|04/09/2002||0|4793|0|0|4793|0|0|4793|0|0|4793|4793|0|4675|0|0|4675|0|4675|0|0|4675|4675|10457.35|0|4793|15250.35|4675|10575.35|0|0|10575.35|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|05/21/2002|05/28/2002|TERII   |05/20/2002|6410023|11/05/2002|P|10|04/10/2002|04/29/2002||4793|0|0|0|0|0|0|0|0|0|0|4793|4675|200|0|0|200|0|200|0|0|200|4875|10575.35|0|0|10575.35|200|10375.35|0|0|10375.35|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|06/21/2002|06/24/2002|TERII   |06/20/2002|6401203|05/14/2002|P|40|04/30/2002|06/18/2002||4793|0|0|0|0|0|0|0|0|0|0|4793|4875|0|0|0|0|0|0|0|0|0|4875|10375.75|0|0|10375.75|0|10375.75|0|0|10375.75|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|10/04/2002|10/07/2002|TERII   |10/04/2002|6440076|11/05/2002|G|30|06/19/2002|10/01/2002||4793|1179.5|0|0|1179.5|0|0|1179.5|0|0|1179.5|5972.5|4875|1700|0|0|1700|0|1700|0|0|1700|6575|10375.75|0|1179.5|11555.25|1700|9855.25|0|0|9855.25|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|10/25/2002|05/19/2003|DAVIDH  |10/25/2002||11/05/2002|G|10|10/02/2002|10/21/2002||5972.5|213|0|0|213|0|0|213|0|0|213|6185.5|6575|2375|0|0|2375|0|2375|0|0|2375|8950|9855.25|0|213|10068.25|2375|7693.25|0|0|7693.25|
