Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID Number|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Additional Ballot Question|Report Start Date|Report End Date|Field 1|Field 2A|Field 2B|Field 2C|Field 3|Field 4A|Field 4B|Field 5|Field 6|Field 7A|Field 7B|Field 7C|Field 7D|Field 8A|Field 8B|Field 8C|Field 8D|Field 9|Field 10|Field 11|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 23|Field 24|Field 25|Field 26|Field 27|Adjustment|Total Unitemized Bills|Total Unpaid Bills|Total All Bills
PEDERSON FOR LEGISLATURE COMMITTEE|411 SANDPIPER WAY|C|NORTH PLATTE|NE|69101|99CAC00080|02/16/2007|nadc03|01/18/2006|01/18/2006||11/05/2002|A|||01/01/2005|12/31/2005|0|0|0|2500|0|0|2500|0|2500|0|0|0|0|0|0|0|0|2500|2500|0|0|0|8299.11|0|8299.11|8299.11|14345.13|0|2500|16845.13|8299.11|8546.02|0|8546.02|0|8546.02|||||3546
BARBARA BAIER FOR SCHOOL BOARD|P.O. BOX 81485|C|Lincoln|NE|68501|99CAC00718|02/16/2007|nadc03|01/19/2006|01/19/2006||05/03/2006|A|||06/08/2005|12/31/2005|0|0|25|0|0|0|25|0|25|0|0|0|0|0|0|0|0|25|25|0|0|0|19|0|19|19|1738.03|639.54|25|2402.57|19|2383.57|0|2383.57|0|2383.57|||||3547
NEWMAN FOR COUNCIL|935 ROBERT RD|C|LINCOLN|NE|68510|99CAC00639|02/16/2007|nadc03|01/19/2006|01/18/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|10|0|0|0|0|10|0|10|0|0|0|0|0|0|0|0|10|10|0|0|0|0|0|0|0|993.2|0|10|1003.2|0|1003.2|0|1003.2|0|1003.2|||||3548
SCOTT MOORE COMMITTEE|664 NORTH 56TH STREET|C|OMAHA|NE|68132|99CAC00236|02/16/2007|nadc03|01/19/2006|01/16/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|0|0|0|0|.05|.05|0|.05|0|0|0|0|0|0|0|0|.05|.05|0|0|0|0|0|0|0|64.84|0|.05|64.89|0|64.89|0|64.89|0|64.89|||||3549
TOM CARLSON FOR LEGISLATURE|1112 BROWN ST|C|HOLDREGE|NE|68949|05CAC00733|10/12/2007|nadc04|01/20/2006|01/19/2006||05/09/2006|P|30||05/01/2005|12/31/2005|0|0|1475|6800|2000|0|10275|0|10275|0|0|0|0|0|0|0|0|10275|10275|0|0|0|1215.89|0|1215.89|1215.89|0|0|10275|10275|1215.89|9059.11|0|9059.11|0|9059.11|||||3550
DON BLANK FOR REGENT|811 Norris,|C|MCCOOK|NE|69001|99CAC00030|02/16/2007|nadc03|01/20/2006|01/19/2006||11/02/2004|A|FS||01/01/2005|12/31/2005|0|0|7750|0|0|0|7750|8000|-250|806|0|0|806|0|0|0|0|556|556|0|0|0|110.34|806|916.34|916.34|361.24|0|-250|111.24|110.34|.9|-.9|0|0|0|||||3551
THE COMMITTEE TO ELECT CHUCK SIGERSON|P.O. BOX 34388|C|OMAHA|NE|68134|99CAC00547|08/21/2009|nadc04|01/23/2006|01/20/2006||05/12/2009|A|||06/15/2005|12/31/2005|74891.22|0|2200|1050|0|0|3250|0|3250|0|0|1600|1600|0|0|0|0|4850|79741.22|0|0|129754.38|0|1600|1600|131354.38|4184.62|0|3250|7434.62|0|7434.62|0|7434.62|8136.07|15570.69|||||3552
MCCLURG FOR REGENT|2030 SURFSIDE DRIVE|C|LINCOLN|NE|68528|05CAC00736|02/16/2007|nadc03|01/23/2006|01/23/2006||05/09/2006|A|||01/01/2005|06/30/2005|0|0|0|0|0|0|0|0|0|73.83|0|0|73.83|0|0|0|0|73.83|73.83|0|0|0|0|73.83|73.83|73.83|0|0|0|0|0|0|0|0|0|0|||||3553
MIKE FLOOD FOR LEGISLATURE|214 N,. 7TH ST, STE. 1|C|Norfolk|NE|68701|99CAC00647|08/04/2009|nadc04|01/24/2006|01/23/2006||05/06/2008|A|||01/01/2005|12/31/2005|0|0|1200|13450|0|0|14650|0|14650|0|198|677|875|0|0|0|0|15525|15525|0|0|0|5176|875|6051|6051|8190|0|14650|22840|5176|17664|0|17664|0|17664|||||3554
BRUCE LEAR FOR CITY COUNCIL|4803 AVE L PLACE|C|KEARNEY|NE|68847|99CAC00706|02/16/2007|nadc03|01/24/2006|01/23/2006||11/02/2004|A|||01/01/2005|12/31/2005|0|0|0|0|0|77.48|77.48|0|77.48|0|0|0|0|0|0|0|0|77.48|77.48|0|0|0|0|0|0|0|1480.53|0|77.48|1558.01|0|1558.01|0|1558.01|0|1558.01|||||3555
ED SCHROCK FOR LEGISLATURE|74274 K ROAD|C|ELM CREEK|NE|68836|99CAC00107|02/16/2007|nadc03|01/25/2006|01/24/2006||11/05/2002|A|||01/01/2005|12/31/2005|0|0|0|6300|0|0|6300|0|6300|0|0|757.55|757.55|0|0|0|0|7057.55|7057.55|0|0|0|7285.28|757.55|8042.83|8042.83|2037.13|0|6300|8337.13|7285.28|1051.85|0|1051.85|0|1051.85|||||3556
COMMITTEE TO RETAIN LEE POLIKOV COUNTY ATTORNEY|1246 GOLDEN GATE DR|C|PAPILLION|NE|68046|99CAC00570|02/10/2010|nadc01|01/25/2006|01/24/2006||05/09/2006|A|||01/01/2005|12/31/2005|0|0|10161|7548|0|0|17709|0|17709|0|250|0|250|0|0|0|0|17959|17959|0|0|0|10165.89|250|10415.89|10415.89|22646.77|0|17709|40355.77|10165.89|30189.88|0|30189.88|0|30189.88|||||3557
COMMITTEE TO ELECT THOMAS RILEY|353 North 41st Street,|C|Omaha|NE|68131|99CAC00300|02/16/2007|nadc03|01/25/2006|01/25/2006||05/09/2006|A|||01/01/2005|12/31/2005|0|0|0|18.8|0|0|18.8|0|18.8|0|0|0|0|0|0|0|0|18.8|18.8|0|0|0|2550|0|2550|2550|6448.16|0|18.8|6466.96|2550|3916.96|0|3916.96|0|3916.96|||||3558
SCHWOPE FOR NRD|1015 PARKWAY DR|C|BELLEVUE|NE|68005|99CAC00694|02/16/2007|nadc03|01/25/2006|01/25/2006||11/02/2004|A|||01/01/2005|12/31/2005|0|0|0|0|0|1.64|1.64|0|1.64|0|0|0|0|0|0|0|0|1.64|1.64|0|0|0|103.96|0|103.96|103.96|102.32|0|1.64|103.96|103.96|0|0|0|0|0|||||3559
PAPILLION-LAVISTA SCHOOL BOND COMMITTEE|311 INGLEWOOD DRIVE|B|PAPILLION|NE|68133|99BQC00024|02/16/2007|nadc03|01/26/2006|01/25/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4889.78|0|0|4889.78|0|4889.78|0|4889.78|0|4889.78|||||3560
NEW ERA IN HEALTH CARE COMMITTEE (DISSOLVED)|551 N LINDEN STREET PO BOX 277|B|WAHOO|NE|68066|05BQC00107|02/16/2007|nadc03|01/27/2006|01/26/2006||06/14/2005|A|FS||07/19/2005|12/31/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4147.26|0|4147.26|4147.26|4147.26|0|0|4147.26|4147.26|0|0|0|0|0||0|||3561
TIM LONERGAN FOR CITY COUNCIL # 7|9641 RUGGLES ST|C|OMAHA|NE|68134|99CAC00699|02/16/2007|nadc03|01/27/2006|01/26/2006|7130220|05/10/2005|A|FS||06/20/2005|12/31/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1500|0|130.51|0|130.51|130.51|130.51|0|0|130.51|130.51|0|0|0|0|0|||||3562
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|215 MAIN STREET|C|Steinauer|NE|68441|99CAC00686|07/01/2008|nadc05|01/27/2006|01/26/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|0|850|13300|0|0|14150|11300|2850|0|0|0|0|0|0|0|0|2850|2850|0|0|0|5293.15|0|5293.15|5293.15|4113.57|0|2850|6963.57|5293.15|1670.42|0|1670.42|0|1670.42|||||3563
CITIZENS FOR BEUTLER |7021 FERNHILL PL.; PO BOX 95086|C|LINCOLN|NE|68516|05CAC00724|02/16/2007|nadc03|01/30/2006|01/30/2006||12/31/2005|A|||05/10/2005|12/31/2005|0|0|200|6100|0|0|6300|0|6300|0|1062.38|0|1062.38|0|0|0|0|7362.38|7362.38|0|0|0|16.95|1062.38|1079.33|1079.33|0|0|6300|6300|16.95|6283.05|0|6283.05|0|6283.05|||||3564
BEUTLER FOR GOVERNOR|7021 FERNHILL ROAD, LINCOLN, NE|C|LINCOLN|NE|68516|99CAC00145|02/16/2007|nadc03|01/30/2006|01/30/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|0|0|1050|0|0|1050|500|550|0|0|0|0|0|0|0|0|550|550|0|0|0|300|0|300|300|10546|0|550|11096|300|10796|0|10796|0|10796|||||3565
CURT BROMM LEGISLATIVE COMMITTEE|551 N. Linden, P.O. Box 277|C|WAHOO|NE|68066|99CAC00150|02/16/2007|nadc03|01/30/2006|01/27/2006|7140245|12/31/2005|O|FS||01/01/2005|12/31/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7227.81|0|7227.81|7227.81|7227.81|0|0|7227.81|7227.81|0|0|0|0|0|||||3566
JON CAMP FOR CITY COUNCIL COMMITTEE|2220 SOUTH 66TH, PO BOX 82307|C|LINCOLN|NE|68506|99CAC00011|03/09/2010|nadc05|01/30/2006|01/30/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|0|100|0|0|557.52|657.52|0|657.52|0|0|0|0|0|0|0|0|657.52|657.52|0|0|0|1310|0|1310|1310|24315.78|0|657.52|24973.3|1310|23663.3|0|23663.3|0|23663.3|||||3567
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|01/30/2006|01/30/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7497.44|0|0|7497.44|0|7497.44|0|7497.44|0|7497.44|||||3568
TAKECHI FOR REGISTER OF DEEDS|2580 S 90TH ST|C|OMAHA|NE|68124|99CAC00335|08/10/2007|nadc04|01/30/2006|01/26/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|2054.4|0|0|0|0|2054.4|0|2054.4|0|0|0|0|0|0|0|0|2054.4|2054.4|0|0|0|2054.4|0|2054.4|2054.4|309.16|0|2054.4|2363.56|2054.4|309.16|0|309.16|0|309.16|||||3569
RONALD A. RUFF FOR LEGISLATURE|101 SOUTH CHESTNUT, P.O. BOX 1269|C|NORTH PLATTE|NE|69103|05CAC00748|10/18/2007|nadc04|01/30/2006|01/26/2006||05/09/2006|P|30||09/15/2005|12/31/2005|0|0|1120|4050|0|0|5170|0|5170|0|0|0|0|0|0|0|0|5170|5170|0|0|0|73.57|0|73.57|73.57|0|0|5170|5170|73.57|5096.43|0|5096.43|0|5096.43|||||3570
NEBRASKANS FOR NABITY|9850 NICHOLAS STREET, SUITE 305|C|OMAHA|NE|68114|99CAC00651|03/11/2008|nadc04|01/30/2006|01/30/2006||05/09/2006|A|||01/01/2005|12/31/2005|0|200|83545.8|30775|41.91|0|114562.71|0|114562.71|0|0|32684.37|32684.37|0|5325|0|5325|152572.08|152572.08|0|0|0|114202.91|32684.37|146887.28|146887.28|4512.9|5225|114562.71|124300.61|114202.91|10097.7|0|10097.7|0|10097.7|||||3571
ROD JOHNSON FOR PSC|210 West Ridge, P.O. Box 727|C|SUTTON |NE|68979|99CAC00209|02/16/2007|nadc03|01/31/2006|01/31/2006||12/31/2005|A|||01/01/2005|12/31/2005|0|0|1950|2249|0|27.12|4226.12|0|4226.12|0|0|635|635|0|0|0|0|4861.12|4861.12|0|0|0|7023.21|635|7658.21|7658.21|12659.54|0|4226.12|16885.66|7023.21|9862.45|0|9862.45|0|9862.45|||||3572
BECK FOR CITY COUNCIL|524 SAILSIDE DR|C|LINCOLN|NE|68528|99CAC00641|02/16/2007|nadc03|01/31/2006|01/31/2006||05/06/2003|A|||01/01/2005|12/31/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|149|0|149|149|1554.64|0|0|1554.64|149|1405.64|0|1405.64|0|1405.64|||||3573
FRIENDS FOR COMBS|PO BOX 306|C|MILLIGAN|NE|68406|99CAC00602|04/04/2011|nadc01|01/31/2006|01/31/2006||05/09/2006|P|30||01/01/2005|12/31/2005|0|0|1820|23655.62|0|0|25475.62|0|25475.62|0|0|1157.58|1157.58|0|0|0|0|26633.2|26633.2|0|0|0|19847.09|1157.58|21004.67|21004.67|3662.61|0|25475.62|29138.23|19847.09|9291.14|0|9291.14|0|9291.14|||||3574
COMMITTEE TO ELECT ALLEN C. JOHNSON|955 N. 28TH AVE|C|Omaha|NE|68131|99CAC00680|02/16/2007|nadc03|07/27/2004|07/26/2004|6820088|05/11/2004|P|40| |04/27/2004|07/26/2004|8991|5695.51|555|0|0|0|6250.51|4000|2250.51|300|230|0|530|0|0|0|0|2780.51|11771.51|4000|1000|8913.51|2328|530|2858|11771.51|77.49|0|2250.51|2328|2328|0|0|0|0|0||0|0|0|3575
MARK DRAPER FOR SCHOOL BOARD|1316 S. 98TH STREET|C|OMAHA|NE|68124|99CAC00682|02/16/2007|nadc03|05/03/2004|05/03/2004|6790133|05/11/2004|P|10| |01/01/2004|04/26/2004|0|300|5300|0|0|0|5600|0|5600|0|0|0|0|0|0|0|0|5600|5600|0|0|0|1660.8|0|1660.8|1660.8|0|0|5600|5600|1660.8|3939.2|0|3939.2|0|3939.2||0|0|0|3581
MARK DRAPER FOR SCHOOL BOARD|1316 S. 98TH STREET|C|OMAHA|NE|68124|99CAC00682|02/16/2007|nadc03|06/09/2004|06/08/2004|6810089|05/11/2004|P|40||04/27/2004|06/15/2004|5600|0|355|0|0|0|355|0|355|0|0|0|0|0|0|0|0|355|5955|0|0|1660.8|4294.2|0|4294.2|5955|3939.2|0|355|4294.2|4294.2|0|0|0|0|0||0|0|0|3582
JIM HALFERTY FOR STATE BOARD OF EDUCATION|84471  558TH AVENUE|C|Norfolk|NE|68701|99CAC00683|02/16/2007|nadc03|06/21/2004|06/21/2004|6820036|05/11/2004|P|40||04/27/2004|06/15/2004|0|100|840|10000|0|2.52|10942.52|0|10942.52|0|0|2131.07|2131.07|0|0|0|0|13073.59|13073.59|0|0|0|9269.35|2131.07|11400.42|11400.42|0|0|10942.52|10942.52|9269.35|1673.17|0|1673.17|0|1673.17||0|0|0|3583
JIM HALFERTY FOR STATE BOARD OF EDUCATION|84471  558TH AVENUE|C|Norfolk|NE|68701|99CAC00683|02/16/2007|nadc03|10/05/2004|10/04/2004|6850074|11/02/2004|G|30| |06/16/2004|09/28/2004|13073.59|0|290|0|0|6.97|296.97|0|296.97|0|0|0|0|0|0|5000|5000|5296.97|18370.56|0|0|11400.42|726.26|0|726.26|12126.68|1673.17|0|296.97|1970.14|726.26|1243.88|0|1243.88|0|1243.88|||||3584
JIM HALFERTY FOR STATE BOARD OF EDUCATION|84471  558TH AVENUE|C|Norfolk|NE|68701|99CAC00683|02/16/2007|nadc03|10/25/2004|10/22/2004|6860179|11/02/2004|G|10| |09/29/2004|10/18/2004|18370.56|0|0|1000|0|0|1000|0|1000|0|0|0|0|0|0|0|0|1000|19370.56|0|0|12126.68|3710.47|0|3710.47|15837.15|1243.88|5000|1000|7243.88|3710.47|3533.41|0|3533.41|0|3533.41||0|0|0|3585
JIM HALFERTY FOR STATE BOARD OF EDUCATION|84471  558TH AVENUE|C|Norfolk|NE|68701|99CAC00683|02/16/2007|nadc03|01/06/2005|01/05/2005|6890101|11/02/2004|G|70| |10/19/2004|12/31/2004|19370.56|0|0|5000|0|9.65|5009.65|0|5009.65|0|0|0|0|0|0|0|0|5009.65|24380.21|0|0|15837.15|8543.06|0|8543.06|24380.21|3533.41|0|5009.65|8543.06|8543.06|0|0|0|0|0||0|0|0|3586
SCHEER FOR STATE BOARD OF EDUCATION|P.O. BOX 16|C|NORFOLK|NE|68702|99CAC00684|02/16/2007|nadc03|05/06/2004|05/05/2004|6790176|05/11/2004|P|10||02/01/2004|04/29/2004|0|15000|400|0|0|0|15400|0|15400|0|0|0|0|0|0|0|0|15400|15400|0|0|0|13454.42|0|13454.42|13454.42|0|0|15400|15400|13454.42|1945.58|0|1945.58|0|1945.58||0|0|0|3587
SCHEER FOR STATE BOARD OF EDUCATION|P.O. BOX 16|C|NORFOLK|NE|68702|99CAC00684|02/16/2007|nadc03|06/17/2004|06/14/2004|6810166|05/11/2004|P|40||04/30/2004|06/15/2004|15400|5500|500|0|0|0|6000|0|6000|0|0|0|0|0|0|0|0|6000|21400|0|0|13454.42|7830.76|0|7830.76|21285.18|1945.58|0|6000|7945.58|7830.76|114.82|0|114.82|0|114.82||0|0|0|3588
SCHEER FOR STATE BOARD OF EDUCATION|P.O. BOX 16|C|NORFOLK|NE|68702|99CAC00684|02/16/2007|nadc03|10/05/2004|10/04/2004|6850102|11/02/2004|G|30||06/15/2004|10/20/2004|21400|3300|0|0|0|0|3300|0|3300|0|0|0|0|0|0|0|0|3300|24700|0|0|21285.18|3300|0|3300|24585.18|114.82|0|3300|3414.82|3300|114.82|0|114.82|0|114.82||0|0|0|3589
SCHEER FOR STATE BOARD OF EDUCATION|P.O. BOX 16|C|NORFOLK|NE|68702|99CAC00684|02/16/2007|nadc03|10/22/2004|10/21/2004|6860069|11/02/2004|G|10| |09/29/2004|10/18/2004|24700|13000|0|0|0|0|13000|0|13000|0|0|0|0|0|0|0|0|13000|37700|0|0|24585.18|0|0|0|24585.18|114.82|0|13000|13114.82|0|13114.82|0|13114.82|0|13114.82|||||3590
SCHEER FOR STATE BOARD OF EDUCATION|P.O. BOX 16|C|NORFOLK|NE|68702|99CAC00684|02/16/2007|nadc03|01/11/2005|01/10/2005|6900055|11/02/2004|G|70||10/19/2004|12/31/2004|37700|5000|250|0|0|0|5250|0|5250|0|0|0|0|0|0|0|0|5250|42950|0|0|24585.18|18363.07|0|18363.07|42948.25|13114.82|0|5250|18364.82|18363.07|1.75|0|1.75|0|1.75||0|0|0|3591
RICK ERDEI FOR COUNTY BOARD|4635 N. 78TH AVENUE|C|OMAHA|NE|68134|99CAC00685|02/16/2007|nadc03|05/12/2004|05/11/2004|6800067|05/11/2004|P|10| |03/15/2004|05/11/2004|0|2375|2876|0|0|1.19|5252.19|0|5252.19|0|0|0|0|0|0|0|0|5252.19|5252.19|0|0|0|5094.86|0|5094.86|5094.86|0|0|5252.19|5252.19|5094.86|157.33|0|157.33|0|157.33||0|500|500|3592
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|215 MAIN STREET|C|Steinauer|NE|68441|99CAC00686|02/16/2007|nadc03|06/21/2004|06/18/2004|6820037|05/11/2004|P|40||03/25/2004|06/15/2004|0|0|50|0|4700|0|4750|0|4750|0|0|0|0|0|0|0|0|4750|4750|0|0|0|4725.55|0|4725.55|4725.55|0|0|4750|4750|4725.55|24.45|0|24.45|0|24.45||0|0|0|3593
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|215 MAIN STREET|C|Steinauer|NE|68441|99CAC00686|02/16/2007|nadc03|09/30/2004|09/29/2004|6840234|11/02/2004|G|30| |06/16/2004|09/28/2004|4750|700|1699|3850|3100|0|9349|0|9349|0|0|0|0|0|0|0|0|9349|14099|0|0|4725.55|6122.2|0|6122.2|10847.75|24.45|0|9349|9373.45|6122.2|3251.25|0|3251.25|0|3251.25||0|0|0|3594
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|215 MAIN STREET|C|Steinauer|NE|68441|99CAC00686|02/16/2007|nadc03|10/22/2004|10/21/2004|6860059|11/02/2004|G|10| |09/29/2004|10/18/2004|14099|0|3081|900|0|0|3981|0|3981|0|0|2196.48|2196.48|0|0|0|0|6177.48|20276.48|0|0|10847.75|4792.69|2196.48|6989.17|17836.92|3251.25|0|3981|7232.25|4792.69|2439.56|0|2439.56|0|2439.56||0|0|0|3595
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|215 MAIN STREET|C|Steinauer|NE|68441|99CAC00686|02/16/2007|nadc03|01/10/2005|01/10/2004|6900012|11/02/2004|G|70| |10/19/2004|12/31/2004|20276.48|0|970|7625|3500|0|12095|0|12095|0|0|0|0|0|0|0|0|12095|32371.48|0|0|17836.92|10420.99|0|10420.99|28257.91|2439.56|0|12095|14534.56|10420.99|4113.57|0|4113.57|0|4113.57||0|0|0|3596
KOPPLIN FOR LEGISLATURE|21760 HILLTOP AVENUE|C|GRETNA|NE|68028|99CAC00687|04/22/2008|nadc05|05/18/2004|05/07/2004|6800143|05/11/2004|P|10||03/01/2004|05/07/2004|0|100|3690|2500|0|0|6290|0|6290|0|270|0|270|0|0|0|0|6560|6560|0|0|0|5738.31|270|6008.31|6008.31|0|0|6290|6290|5738.31|551.69|0|551.69|0|551.69||0|2356.24|2356.24|3597
KOPPLIN FOR LEGISLATURE|21760 HILLTOP AVENUE|C|GRETNA|NE|68028|99CAC00687|04/22/2008|nadc05|06/17/2004|06/16/2004|6810158|05/11/2004|P|40||05/08/2004|06/15/2004|6560|0|750|2500|200|0|3450|0|3450|0|0|0|0|0|0|0|0|3450|10010|0|0|6008.31|3897.37|0|3897.37|9905.68|551.69|0|3450|4001.69|3897.37|104.32|0|104.32|0|104.32||0|0|0|3598
KOPPLIN FOR LEGISLATURE|21760 HILLTOP AVENUE|C|GRETNA|NE|68028|99CAC00687|04/22/2008|nadc05|10/01/2004|09/30/2004|6840238|11/02/2004|G|30||06/16/2004|09/28/2004|10010|0|2890|10825|0|0|13715|0|13715|0|447.3|0|447.3|0|0|0|0|14162.3|24172.3|0|0|9905.68|2245.11|447.3|2692.41|12598.09|104.32|0|13715|13819.32|2245.11|11574.21|0|11574.21|0|11574.21||0|0|0|3599
KOPPLIN FOR LEGISLATURE|21760 HILLTOP AVENUE|C|GRETNA|NE|68028|99CAC00687|02/16/2007|nadc03|10/22/2004|10/21/2004|6860063|11/02/2004|G|10| |09/29/2004|10/18/2004|24172.3|0|0|6300|0|0|6300|0|6300|0|0|0|0|0|0|0|0|6300|30472.3|0|0|12598.09|17185|0|17185|29783.09|11574.21|0|6300|17874.21|17185|689.21|0|689.21|0|689.21||0|0|0|3600
KOPPLIN FOR LEGISLATURE|21760 HILLTOP AVENUE|C|GRETNA|NE|68028|99CAC00687|02/16/2007|nadc03|01/11/2005|01/08/2005|6900028|11/02/2004|G|70| |10/19/2004|12/31/2004|30472.3|0|885|10025|0|0|10910|200|10710|0|0|119|119|0|0|0|0|10829|41301.3|0|0|29783.09|6915|119|7034|36817.09|689.21|0|10710|11399.21|6915|4484.21|0|4484.21|0|4484.21||0|0|0|3601
VIRGIL FROEHLICH FOR NPPD BOARD|1900 NORFOLK AVENUE|C|Norfolk|NE|68701|99CAC00688|05/24/2007|nadc05|06/21/2004|06/18/2004|6820031|05/11/2004|P|40||01/30/2004|06/15/2004|0|5450|5326|0|0|0|10776|0|10776|0|0|0|0|0|0|0|0|10776|10776|0|0|0|9859|0|9859|9859|0|0|10776|10776|9859|917|0|917|0|917||0|2064|2064|3602
VIRGIL FROEHLICH FOR NPPD BOARD|1900 NORFOLK AVENUE|C|Norfolk|NE|68701|99CAC00688|05/24/2007|nadc05|10/04/2004|10/01/2004|6850067|11/02/2004|G|30||06/16/2004|09/28/2004|10776|4000|1920|0|0|0|5920|0|5920|0|0|200|200|0|0|0|0|6120|16896|0|0|9859|6262|200|6462|16321|917|0|5920|6837|6262|575|0|575|0|575||0|977|977|3603
VIRGIL FROEHLICH FOR NPPD BOARD|1900 NORFOLK AVENUE|C|Norfolk|NE|68701|99CAC00688|05/24/2007|nadc05|10/21/2004|10/20/2004|6860055|11/02/2004|G|10||09/29/2004|10/18/2004|16896|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16896|0|0|16321|63|0|63|16384|575|0|0|575|63|512|0|512|0|512||0|3748|3748|3604
VIRGIL FROEHLICH FOR NPPD BOARD|1900 NORFOLK AVENUE|C|Norfolk|NE|68701|99CAC00688|05/24/2007|nadc05|01/04/2005|01/03/2005|6890096|11/02/2004|G|70||10/19/2004|12/31/2004|16896|3836|1175|0|0|0|5011|0|5011|0|0|0|0|0|0|0|0|5011|21907|0|0|16384|5523|0|5523|21907|512|0|5011|5523|5523|0|0|0|0|0||0|1073|1073|3605
COMMITTEE TO ELECT ED MAY|412 N. 85TH STREET|C|OMAHA|NE|68114|99CAC00689|02/16/2007|nadc03|07/09/2004|07/08/2004|6820193|05/11/2004|P|40| |01/01/2004|07/08/2004|0|6000|0|0|0|0|6000|0|6000|0|0|0|0|0|0|0|0|6000|6000|0|0|0|6000|0|6000|6000|0|0|6000|6000|6000|0|0|0|0|0||0|0|0|3606
COMMITTEE TO ELECT ED MAY|412 N. 85TH STREET|C|OMAHA|NE|68114|99CAC00689|02/16/2007|nadc03|01/05/2005|01/05/2005|6890108|11/02/2004|O|FS||07/09/2004|12/31/2004|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||3607
FRIEND FOR MAYOR|P.O. BOX 241278|C|OMAHA|NE|68124|99CAC00690|02/16/2007|nadc03|06/01/2004|05/28/2004|6810027|04/05/2005|A|  | |05/20/2004|05/25/2004|0|0|4025|1172|0|0|5197|0|5197|0|0|0|0|0|0|0|0|5197|5197|0|0|0|1100|0|1100|1100|0|0|5197|5197|1100|4097|0|4097|0|4097||0|0|0|3608
COMMITTEE TO ELECT JIM VOKAL|8815 F STREET|C|OMAHA|NE|68127|99CAC00544|02/16/2007|nadc03|03/08/2005|03/04/2005|6950148|05/10/2005|P|30||01/01/2005|03/01/2005|0|0|6500|6100|0|0|12600|0|12600|0|0|0|0|0|0|0|0|12600|12600|0|0|0|24483.82|0|24483.82|24483.82|82009.6|0|12600|94609.6|24483.82|70125.78|0|70125.78|0|70125.78|||||3609
ANNE BOYLE FOR CITY COUNCIL|307 SOUTH 57TH ST.|C|OMAHA|NE|68132|99CAC00691|08/02/2007|nadc05|03/10/2005|03/07/2005|6950124|04/05/2005|P|30||01/01/2005|03/01/2005|0|0|10758.96|8173|0|73.91|19005.87|0|19005.87|0|65.38|2120.75|2186.13|0|0|0|0|21192|21192|0|0|0|37251.74|2186.13|39437.87|39437.87|90499.69|0|19005.87|109505.56|37251.74|72253.82|0|72253.82|0|72253.82||35|||3610
GAFFNEY FOR LEGISLATION|313 BROTHERTON AVE|C|MERNA|NE|68856|99CAC00657|02/16/2007|nadc03|03/11/2005|03/10/2005|6950131|11/02/2004|G|70||06/22/2004|03/08/2005|4181.2|552.8|0|0|0|0|552.8|200|352.8|0|0|449.37|449.37|0|0|0|0|802.17|4983.37|0|0|3968.7|484.81|449.37|934.18|4902.88|212.5|0|352.8|565.3|484.81|80.49|-80.49|0|0|0|||||3611
CITIZENS FOR SHOECRAFT|3207 N 3 ST|C|LINCOLN|NE|68521|99CAC00331|02/16/2007|nadc03|04/11/2005|04/11/2005|7020224|04/08/2003|A|||05/13/2003|04/11/2005|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1491|0|1491|1491|1491|0|0|1491|1491|0|0|0|0|0|||||3612
