Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee ID|Date Received|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature Of Filing|Report Start Date|Report End Date|Financial Activity
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|03/05/2007|03/05/2007|nadc01|03/02/2007||01/01/1900|A||01/01/2006|01/01/2007|
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|01/23/2008|01/23/2008|nadc04|01/22/2008||12/31/2007|A||01/01/2007|12/31/2007|
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|01/25/2000|02/13/2001|KAREN     |01/24/2000|5790208|11/03/1998|A||01/01/1999|01/01/2000|1
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|01/25/2001|02/13/2001|KAREN     |01/24/2001|6040051|01/01/1998|A||01/01/2000|01/01/2001|0
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|02/13/2002|02/19/2002|TERII     |02/12/2002|6280169|01/01/2001|A||01/01/2001|01/01/2002|0
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|02/18/2003|03/03/2003|JIMS      |02/14/2003|6510147|05/04/2004|A||01/01/2002|12/31/2002|0
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|01/31/2004|02/24/2004|JIMS      |01/29/2004|6670018|01/01/2001|A||01/01/2003|12/31/2003|0
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|01/18/2005|02/23/2005|CORIEJ    |01/14/2005|6910021|05/06/2006|A||01/01/2004|12/31/2004|0
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|02/28/2011|02/28/2011|nadc06|02/28/2011||01/01/2010|A||01/01/2010|12/31/2010|1
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|01/17/2012|01/24/2012|nadc01|01/17/2012|8510244|01/01/2011|A||01/01/2011|12/31/2011|
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|02/05/2010|02/10/2010|nadc06|02/05/2010||01/01/2009|A||01/01/2009|12/31/2009|1
BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE|2051 COUNTY ROAD N|OAKLAND|NE|68045|99PPC00009|02/26/2009|03/17/2009|nadc04|02/25/2009||01/01/2008|A||01/01/2008|12/31/2008|1
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/20/2006|01/20/2006|nadc04|01/19/2006||05/10/2005|A||01/01/2005|12/31/2005|
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/08/2007|01/08/2007|nadc01|01/05/2007||01/01/1900|A||01/01/2006|12/31/2006|
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/23/2008|01/23/2008|nadc04|01/22/2008||12/31/2007|A||01/01/2007|12/31/2007|
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/12/2000|02/13/2001|KAREN     |01/11/2000|5780110|12/27/1999|A||01/01/1999|12/31/1999|1
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/22/2001|02/13/2001|KAREN     |01/20/2001|6040052|01/01/1998|A||01/01/2000|12/31/2000|0
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/24/2002|01/28/2002|TERII     |01/23/2002|6250120|01/01/2001|A||01/01/2001|12/31/2001|0
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|11/18/2002|06/05/2003|JIMS      |11/16/2002|6470169|11/05/2002|G|10|01/01/2002|10/21/2002|0
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/23/2003|01/31/2003|JIMS      |01/23/2003|6500057|11/05/2002|G|70|01/01/2002|01/31/2002|0
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/28/2004|02/24/2004|JIMS      |01/27/2004|6670019|11/05/2002|A||01/01/2003|12/31/2003|0
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/21/2005|02/23/2005|CORIEJ    |01/20/2005|6910022|05/06/2006|A||01/01/2004|12/31/2004|0
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|12/21/2011|01/03/2012|nadc01|12/21/2011|8500133|01/01/1900|A||12/31/2010|12/31/2011|
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/05/2009|01/05/2009|nadc06|01/03/2009||01/01/2008|A||01/01/2008|12/31/2008|1
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/11/2010|01/19/2010|nadc06|01/09/2010|8070043|05/04/2010|A||01/01/2009|12/31/2009|1
CASS COUNTY REPUBLICAN CENTRAL COMMITTEE|9116 MONROE ROAD|PLATTSMOUTH|NE|68048|99PPC00011|01/04/2011|01/20/2011|nadc06|01/03/2011||01/01/2010|A||01/01/2010|12/31/2010|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|01/13/2006|11/30/2010|nadc01|01/12/2005||12/31/2005|A||01/01/2005|12/31/2005|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|06/02/2006|07/11/2006|nadc05|05/31/2006|7310152|05/09/2006|P|40|01/01/2006|06/19/2006|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|06/26/2006|07/03/2006|nadc06|06/23/2006|7330096|05/09/2006|P|40|04/25/2006|06/13/2006|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|10/12/2006|12/27/2006|nadc05|10/12/2006|7370016|11/07/2006|G|30|06/16/2006|10/07/2006|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|10/30/2006|11/01/2006|nadc01|10/28/2006||11/07/2006|G|10|10/08/2006|10/24/2006|1
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|01/16/2007|02/06/2007|nadc05|01/12/2007|7430154|11/07/2006|G|70|10/24/2006|12/31/2006|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|02/01/2000|11/30/2010|nadc01|01/31/2000||11/03/2000|A||01/01/1999|12/31/1999|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|01/18/2001|12/16/2010|nadc01|01/16/2001|6030170|11/07/2000|G|70|01/01/2000|12/31/2000|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|02/04/2002|03/21/2002|JIMS      |01/31/2002|6270193|01/01/2001|A||01/01/2001|12/31/2001|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|04/17/2002|11/17/2010|nadc01|04/15/2002|6380170|05/14/2002|P|30|01/01/2002|04/09/2002|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|05/07/2002|12/13/2002|DAVIDH    |05/06/2002|6400082|05/14/2002|P|10|04/10/2002|04/29/2002|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|06/25/2002|06/28/2002|TERII     |06/24/2002|6420092|05/14/2002|P|40|04/30/2002|06/18/2002|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|10/08/2002|12/13/2002|DAVIDH    |10/07/2002|6440223|11/05/2002|G|30|06/19/2002|10/01/2002|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|10/29/2002|02/26/2003|DAVIDH    |10/28/2002||11/05/2002|G|10|10/02/2002|10/21/2002|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|01/14/2003|05/19/2004|DAVIDH    |01/13/2003||11/05/2002|G|70|10/22/2002|12/31/2002|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|02/02/2004|04/05/2011|nadc01|02/02/2004||11/02/2004|A||01/01/2003|12/31/2003|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|05/03/2004|12/06/2004|DAVIDH    |04/30/2004|6790192|05/11/2004|P|10|01/01/2004|04/26/2004|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|06/17/2004|01/12/2005|DAVIDH    |06/16/2004|6810170|11/05/2004|P|30|04/27/2004|06/15/2004|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|09/28/2004|01/12/2005|DAVIDH    |09/28/2004|6840249|11/02/2004|G|30|06/16/2004|09/28/2004|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|10/26/2004|01/12/2005|DAVIDH    |10/25/2004|6860226|11/02/2004|G|10|09/29/2004|10/18/2004|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|01/12/2005|02/08/2005|DAVIDH    |01/11/2005|6900082|11/02/2004|G|70|10/19/2004|12/31/2004|0
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|02/02/2012|02/08/2012|nadc06|01/31/2012|8530192|05/15/2012|A||01/01/2011|12/31/2011|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|02/04/2008|03/06/2008|nadc01|02/01/2008|7640152|01/01/2007|A||01/01/2007|12/31/2007|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|07/14/2009|12/01/2010|nadc05|07/13/2009|8030027|05/12/2009|G|40|01/01/2009|05/18/2009|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|06/23/2008|11/19/2010|nadc05|06/23/2008|7790061|05/13/2008|P|40|01/01/2008|06/17/2008|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|02/01/2010|03/17/2011|nadc06|02/01/2010|8100069|12/31/2009|A||01/01/2009|12/31/2009|
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|02/24/2009|11/19/2010|nadc05|02/23/2009|7900218|01/01/2008|A||01/01/2008|12/31/2008|1
DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|99PPC00023|01/31/2011|04/08/2011|nadc05|01/26/2011|8350197|01/01/2010|A||01/01/2010|12/31/2010|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/24/2000|01/25/2000|KIMH      |01/22/2000||11/03/1998|A||01/01/1999|12/31/1999|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|04/11/2000|04/14/2000|KIMH      |04/10/2000||05/09/2000|P|30|01/01/2000|04/04/2000|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|05/02/2000|05/03/2000|SERENAD   |05/01/2000||05/09/2000|P|10|01/01/2000|05/01/2000|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|06/20/2000|06/21/2000|SERENAD   |06/19/2000||05/09/2000|P|40|01/01/2000|06/19/2000|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|10/10/2000|10/20/2000|KAREN     |10/07/2000|5980204|11/07/2000|G|30|01/01/2000|10/04/2000|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|10/31/2000|12/28/2000|KAREN     |10/30/2000|6000047|11/07/2000|G|10|10/03/2000|10/23/2000|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/10/2001|02/16/2001|KAREN     |01/09/2001|6020230|11/07/2000|G|70|10/23/2000|12/31/2000|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/18/2002|01/22/2002|TERII     |01/17/2002|6240179|01/01/2001|A||01/01/2001|12/31/2001|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|04/16/2002|08/20/2002|DAVIDH    |04/15/2002|6380174|05/14/2002|P|30|01/01/2002|04/15/2002|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|10/07/2002|12/17/2002|JIMS      |10/04/2002|6440227|11/05/2002|G|30|01/01/2002|10/01/2002|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/02/2003|06/06/2003|JIMS      |01/02/2003|6480074|11/05/2002|G|10|10/01/2002|10/28/2002|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/03/2003|01/08/2003|JIMS      |12/31/2002|6480075|11/05/2002|G|70|10/28/2002|12/31/2002|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/26/2004|02/24/2004|JIMS      |01/23/2004|6670023|11/05/2002|A||01/01/2003|12/31/2003|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|05/28/2004|02/07/2005|JIMS      |05/27/2004|6800218|11/05/2004|P|10|04/07/2004|04/26/2004|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|06/21/2004|06/28/2004|CHERYLD   |06/18/2004|6820074|11/05/2004|P|30|04/27/2004|06/15/2004|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|10/05/2004|10/12/2004|CORIEJ    |10/04/2004|6850125|11/02/2004|G|30|06/16/2004|09/28/2004|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|10/26/2004|11/01/2004|CORIEJ    |10/25/2004|6860233|11/02/2004|G|10|09/29/2004|10/18/2004|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/10/2005|01/18/2005|CORIEJ    |01/08/2005|6900091|11/02/2004|G|70|10/19/2004|12/31/2004|0
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/19/2006|02/16/2006|nadc06|01/18/2006|7120244|05/10/2005|A||01/01/2005|12/31/2005|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|04/07/2006|06/09/2006|nadc04|04/06/2006|7250181|05/09/2006|P||01/01/2006|04/04/2006|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|06/16/2006|06/19/2006|nadc06|06/15/2006|7320053|05/09/2006|P|40|04/25/2006|06/13/2006|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|06/13/2006|11/21/2006|nadc04|06/13/2006||05/09/2006|P|10|04/05/2006|04/24/2006|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|10/05/2006|10/10/2006|nadc06|10/04/2006|7360014|11/07/2006|G|30|06/14/2006|10/03/2006|1
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|10/18/2006|10/19/2006|nadc06|10/16/2006||11/07/2006|G|10|10/04/2006|10/23/2006|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/10/2007|01/10/2007|nadc01|01/09/2007||01/01/1900|G|70|10/24/2006|12/31/2006|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/17/2008|01/22/2008|nadc06|01/16/2008|7620080|01/01/2007|A||01/01/2007|12/31/2007|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/12/2010|01/19/2010|nadc06|01/11/2010|8070046|01/01/2009|A||01/01/2009|12/31/2009|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|12/08/2008|01/05/2009|nadc04|12/08/2008|7850061|11/04/2008|G|70|01/01/2008|12/31/2008|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/13/2011|01/27/2011|nadc06|01/12/2011|8330142|11/02/2010|A|70|01/01/2010|12/31/2010|
SARPY COUNTY REPUBLICAN PARTY|17406 RIVIERA DRVIE|OMAHA|NE|68136|99PPC00043|01/18/2012|02/15/2012|nadc06|01/17/2012|8510245|12/31/2011|A||01/01/2011|12/31/2011|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|03/07/2005|03/13/2006|nadc04|03/04/2005|6950154|04/05/2005|P|30|01/01/2005|03/01/2005|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|04/28/2005|03/13/2006|nadc04|04/27/2005|7030152|04/05/2005|G|10|03/02/2005|04/25/2005|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/31/2006|11/15/2010|nadc01|01/31/2006||06/14/2005|G|70|06/15/2005|12/31/2005|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|06/21/2005|03/13/2006|nadc04|05/20/2005|7060171|05/10/2005|G|70|04/26/2005|06/14/2005|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/17/2007|11/15/2010|nadc01|01/10/2007||11/07/2006|G|70|01/01/2006|12/31/2006|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/30/2008|03/19/2008|nadc04|01/30/2008|7640011|01/01/2007|A||01/01/2007|12/31/2007|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|02/01/2000|11/15/2010|nadc01|01/31/2000||05/04/2000|A||01/01/1999|12/31/1999|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|11/20/2000|08/13/2001|DAVIDH    |11/20/2000|6010139|05/09/2000|P|40|04/05/2000|04/24/2000|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|11/21/2000|08/13/2001|DAVIDH    |11/22/2000|6010140|05/09/2000|P|40|04/25/2000|06/13/2000|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|11/22/2000|08/13/2001|DAVIDH    |11/22/2000|6010139|11/07/2000|G|30|06/14/2000|10/03/2000|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|11/23/2000|08/13/2001|DAVIDH    |11/22/2000|6010142|11/07/2000|G|10|10/04/2000|10/23/2000|1
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/30/2001|03/14/2001|DAVIDH    |01/30/2001|6040225|11/11/2000|G|70|10/24/2000|12/31/2000|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|03/06/2001|04/03/2003|DAVIDH    |03/05/2001||04/03/2001|P|30|01/01/2001|02/27/2001|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|03/27/2001|03/04/2002|DAVIDH    |03/26/2001|0      |04/03/2001|P|10|02/28/2001|03/19/2001|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|05/08/2001|03/04/2002|DAVIDH    |05/07/2001|6170210|05/15/2001|G|10|03/20/2001|04/30/2001|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|06/26/2001|03/04/2002|DAVIDH    |06/25/2001||05/15/2001|G|70|05/01/2001|06/19/2001|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/30/2002|01/07/2003|DAVIDH    |01/29/2002|6260202|01/01/2001|A||06/20/2001|12/31/2001|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|04/16/2002|11/23/2010|nadc01|04/12/2002|6380171|05/14/2002|P|30|01/01/2002|04/09/2002|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|05/02/2002|05/06/2002|SERENAD   |05/01/2002|6390125|05/14/2002|P|10|04/10/2002|04/29/2002|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|06/21/2002|07/29/2002|DAVIDH    |06/20/2002|6410192|05/14/2002|P|40|04/30/2002|06/18/2002|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/04/2002|10/11/2002|DAVIDH    |10/03/2002|6440066|11/05/2002|G|30|06/19/2002|10/01/2002|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/25/2002|10/28/2002|SERENAD   |10/24/2002||11/05/2002|G|10|10/02/2002|10/21/2002|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/07/2003|11/23/2010|nadc01|01/06/2003||11/05/2002|G|70|10/22/2002|12/31/2002|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/23/2004|06/22/2004|JIMS      |01/22/2004|6690129|11/05/2002|A||01/01/2003|12/31/2003|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|04/09/2004|10/26/2004|SERENAD   |04/08/2004|6770164|05/11/2004|P|30|01/01/2004|04/06/2004|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|05/03/2004|10/05/2004|CORIEJ    |05/03/2004|6790193|05/11/2004|P|10|01/01/2004|04/26/2004|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|06/22/2004|08/26/2005|nadc04|06/18/2004|6820070|05/11/2004|P|30|04/27/2004|06/15/2004|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/05/2004|08/26/2005|nadc04|10/03/2004|6850121|11/02/2004|G|30|06/21/2004|09/29/2004|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/25/2004|01/12/2005|CORIEJ    |10/21/2004|6860227|11/02/2004|G|10|09/29/2004|10/18/2004|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/11/2005|01/25/2005|JIMS      |01/08/2005|6900084|11/02/2004|G|70|10/19/2004|12/31/2004|0
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/26/2010|11/04/2010|nadc06|10/25/2010|8300045|11/02/2010|G|10|09/29/2010|10/18/2010|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|02/15/2011|02/23/2011|nadc06|02/15/2010|8360150|11/02/2010|G|70|10/19/2010|12/31/2010|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|02/01/2012|02/08/2012|nadc06|01/31/2012|8530193|05/15/2012|A||01/01/2011|12/31/2011|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/06/2010|10/12/2010|nadc06|10/05/2010|8280115|11/02/2010|G|30|06/16/2010|10/02/2010|
