Committee Name|Committee ID|Date Received|Transaction Date|Amount|Nature of Transaction|Description|Expense Category
NE PETROLEUM PAC|99PAC00062|04/12/2006|02/02/2006|100|I|$100 office space Gale for Secretary|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|10/25/2006|10/20/2006|150.77|I|POSTCARD MAILED FOR MEET THE CANDIDATE E|
NE BANKERS STATE PAC|99PAC00041|04/26/2006|04/12/2006|500|C|lost check was reissued to Shane Osborn|
NE CHAMBER OF COMMERCE & INDUSTRY PAC|99PAC00097|04/27/2006|04/24/2006|500|C|Refund from Friends for Combs|
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/27/2006|04/05/2006|367.31|I|NFBF Inkind contribution for Senkbile |
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/27/2006|04/11/2006|28.05|I|Radcliffe & Asso for Sen McDonald|
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/27/2006|04/12/2006|18.95|I|NE Rural Elec PAC for Sen Loudon|
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/27/2006|04/24/2006|217.5|I|H Jack Moors and Asso Sen Stuthman lunch|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|04/10/2006|01/03/2006|22.56|P|committe meeting schlotzsky's deli|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|04/10/2006|03/01/2006|40.3|P|little kings committee meeting|
NAPE/AFSCME PEOPLE PAC|99PAC00035|06/19/2006|05/02/2006|5|A|bank service fee|
NAPE/AFSCME PEOPLE PAC|99PAC00035|06/19/2006|05/02/2006|79.09|A|purchase of supplies for mailing|
NAPE/AFSCME PEOPLE PAC|99PAC00035|06/19/2006|06/02/2006|5|A|bank service fee|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|06/19/2006|05/06/2006|426.64|P|receipts collected on be half of noa|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|06/19/2006|06/12/2006|920.77|P|receipts collected on behalf of noa|
NE MEDICAL PAC|99PAC00058|06/19/2006|05/31/2006|2532.72|C|refund from jean stothert campaign|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/20/2006|05/08/2006|4208.55|A|Collected on behalf of International PAC|
TRUCKERS PAC|99PAC00093|06/26/2006|06/01/2006|4730.8|A|correction of previous incorrect cash ba|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|10/05/2006|09/25/2006|20|A|bank service charge|
NE DENTAL PAC|99PAC00053|10/05/2006|10/03/2006|9|A|monthly bank service charge|
NE PETROLEUM PAC|99PAC00062|10/05/2006|07/01/2006|100|I|$100 office space to John Gale|
NE PETROLEUM PAC|99PAC00062|10/05/2006|08/01/2006|100|I|$100 office space to John Gale|
NE PETROLEUM PAC|99PAC00062|10/05/2006|09/01/2006|100|I|$100 office space to John Gale|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2006|06/30/2006|3|R|Peter Nielsen|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2006|06/30/2006|2.5|R|Justin Williamson|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2006|07/05/2006|5|A|bank service fee|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2006|08/02/2006|5|A|bank service fee|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2006|09/05/2006|5|A|bank service fee|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2006|09/16/2006|100|C|Hartnett for Mayor|
NE BANKERS STATE PAC|99PAC00041|10/06/2006|06/16/2006|1000|C|Bruning for Attorney General|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/10/2006|07/27/2006|500|R|mike friend for leg returned check|
NE TELECOMMUNICATIONS BUSINESS USERS CO (DISSOLVED|99PAC00114|10/05/2006|08/31/2006|548.98|A|unrecorded interest and bank fees|
NE COMMITTEE FOR MEDICAL EYE CARE|99PAC00048|06/15/2006|05/18/2006|100|R|refund on 1st general statement|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/11/2006|07/11/2006|4215.82|A|forward monies to international pac|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/11/2006|09/07/2006|4629.31|A|forward monies to international pac|
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|10/25/2006|10/12/2006|1000|C|MIKE MINES|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/19/2006|225|E|exp-KLIQ Radio ads for Regent J. McClurg|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/10/2006|09/13/2006|181|P|ne dept of revenue|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/30/2006|10/17/2006|500|C|Pete Pirsch|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/30/2006|10/17/2006|500|C|Steve Lathrop|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/30/2006|10/17/2006|500|C|Tom White|
NEBRASKA-PAC|99PAC00092|10/30/2006|10/05/2006|1000|C|Mick Mines|
NE COLLECTORS ASSOCIATION PAC|99PAC00047|10/30/2006|10/23/2006|500|C|Tom White|
NE RESEARCH PAC|05PAC00146|10/30/2006|10/11/2006|314.1|I|voter id|
NE RESEARCH PAC|05PAC00146|10/30/2006|10/11/2006|245.1|E|voter id|
NE RESEARCH PAC|05PAC00146|10/30/2006|10/15/2006|500|P|administrative Support - American Commun|
CENTURYLINK NEBRASKA PAC|99PAC00087|10/31/2006|10/11/2006|300|R|tim gay returned check|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/30/2006|10/04/2006|72.82|A|interest|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/19/2006|990|E|exp-KSYZ-radio ads for Can. G. Senkbile|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/19/2006|390|E|exp.-KWBE radio ads for Regent J. McClur|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/19/2006|610|E|exp-KGMT/KUTT radio Regent J. McClure|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/19/2006|180|E|exp-KAWL radio Regent J. McClurg|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/19/2006|225.5|E|exp-KTNC radio Regent J. McClurg|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/19/2006|151.8|E|exp-KNCY radio Regent J. McClurg|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/12/2007|12/13/2006|352.23|P|Funds Collected American Optometric Assn|
NE INSURANCE AND FINANCIAL ADVISORS PAC|99PAC00030|01/12/2007|11/30/2006|2000|C|Harms for Legislature|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/12/2007|11/10/2006|583.27|P|Fund Collected American Optometric Assn.|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/28/2008|10/20/2008|1581.47|P|amount collected on behalf of american |
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|08PAC00157|12/03/2008|11/02/2008|582|E|3rdparty TCN Robo Calls Haar/Kopplin/Had|
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|08PAC00157|12/03/2008|11/09/2008|3482.47|E|3rdParty All Needs mailing Haar/Kopplin|
HACCA PAC|09PAC00161|03/09/2009|02/25/2009|100|P|NE Accountability &amp; Disclosure Comm|
NE PROFESSIONAL FIREFIGHTERS PAC|99PAC00008|03/31/2009|03/16/2009|1000|C|howard for legislature|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|06/22/2009|05/01/2009|30|P|great western bank wire fees|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|06/22/2009|05/06/2009|240|P|elkhorn votes get out and vote|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/23/2009|05/07/2009|-3564.33|A|Money collected &amp; forwarded to  IU PAC|
STATE HEALTH PAC|99PAC00085|04/10/2006|01/04/2006|-100|C|Preister never cashed reported 8/18/2008|
NE PETROLEUM PAC|99PAC00062|02/02/2010|08/05/2009|500|A|CHECK OUT OF WRONG ACCOUNT TO NATIONAL WEIGTS AND MEASURES WILL BE REIMBURSED|999
NE COLLECTORS ASSOCIATION PAC|99PAC00047|01/12/2010|09/23/2009|13.95|P|Check Order Payment for Checking Account|
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|06/19/2002|01/09/2002|260|R|TO UTILICORP US PAC - MISSOURI EMPLOYEES|025
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/28/2004|12/31/2003|150|C|CK#1774 WITTEN ON 10/15/02 NEVER CASHED |025
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/06/2005|10/20/2004|250|C|CHECK RETURNED                          |025
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/06/2005|07/26/2004|250|C|CHECK RETURNED                          |025
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|10/30/2000|09/21/2000|100|C|RETURNED - TOM OSBORN FOR CONGRESS      |025
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/16/2001|10/01/2000|150|C|M AGUILAR FOR LEGISLATURE               |025
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/16/2001|10/01/2000|100|C|J BRUNING FOR LEGISLATURE               |025
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/16/2001|10/01/2000|100|C|M QUANDAHL F0R LEGISLATURE              |025
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/16/2001|10/01/2000|100|C|D PEDERSON FOR LEGISLATURE              |025
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|10/04/2004|06/24/2004|195|A|2004 LEGISLATIVE OUTING                 |025
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/10/2005|11/23/2004|100|A|CLERK OF LEGISLATURE                    |025
POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|99PAC00080|01/25/2000|12/31/1999|10.29|A|INTEREST EARNED                         |025
POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|99PAC00080|01/25/2000|12/31/1999|500| |CONTRIB. NOT PREVIOUSLY REPORTED        |025
POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|99PAC00080|10/07/2002|07/30/2002|200|C|WESTERN NEBRASKA FOR ADRIAN SMITH COMMIT|025
POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|99PAC00080|06/18/2004|05/04/2004|59.63|A|ADMINISTRATIVE EXPENSE CHECH PRINTING   |025
PROFESSIONAL  PAC|99PAC00081|06/14/1999|03/04/1999|140| |SWEENEY FOR CONGRESS, P.O. BOX 4698, NY |025
PROFESSIONAL  PAC|99PAC00081|01/13/2000|06/09/1999|2100| |FULTON FOR MAYOR                        |025
PROFESSIONAL  PAC|99PAC00081|06/15/2000|05/19/2000|1000| |BOB KERREY FOR U.S. SENATE COMMITTEE    |025
PROFESSIONAL  PAC|99PAC00081|10/10/2000|07/07/2000|750|C|TEAM 2000 UNDERWOOD                     |025
PROFESSIONAL  PAC|99PAC00081|10/26/2000|10/06/2000|20|A|FIRST NATIONAL BANK OF OMAHA - STOP PAYM|025
PROFESSIONAL  PAC|99PAC00081|01/10/2001|11/07/2000|250|C|MAYOR ALEX PENELAS RE-ELECT CAMP        |025
PROFESSIONAL  PAC|99PAC00081|01/10/2001|11/10/2000|32.93|C|LORI PARRISH CAMPAIGN FUND              |025
PROFESSIONAL  PAC|99PAC00081|04/12/2002|01/28/2002|500|C|MAJORITY 2002- REPUBLICANPARTYOFFLORIDA |025
PROFESSIONAL  PAC|99PAC00081|04/12/2002|03/08/2002|375|C|BRIAN AUNGUST  FORMAYOR(CLEARWATER FLORI|025
PROFESSIONAL  PAC|99PAC00081|06/24/2002|05/08/2002|500|C|COMMITTEE TO RE-ELECT TOM OSBORNE       |025
PROFESSIONAL  PAC|99PAC00081|01/08/2003|11/01/2002|300|C|ZIMMERMAN FOR ARLINGTON COUNTY BOARD    |025
PROFESSIONAL  PAC|99PAC00081|06/13/2003|05/06/2003|250|C|STOP PAYMENT - NORBY FOR SUPERVISOR     |025
PROFESSIONAL  PAC|99PAC00081|06/13/2003|05/06/2003|500|C|STOP PAYMENT - MICA FOR CONGRESS        |025
PROFESSIONAL  PAC|99PAC00081|06/13/2003|05/06/2003|250|C|STOP PAYMENT - PHYLLIS COLE CAMPAIGN    |025
PROFESSIONAL  PAC|99PAC00081|01/21/2004|09/26/2003|75.35|C|TOM GALLAGHER CAMPAIGN REFUND           |025
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2004|10/01/2003|181.06|F|PAID PATRICIA BULLOCK FOR DESSERTS SERVE|025
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2004|10/01/2003|42.18|F|PAID SHENENDOAH MEDICAL CENTER FOR DESSE|025
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2004|10/01/2003|150|F|PAID TERESA COCHRAN TO PAY 3 PERSONS $50|025
RETAIL PAC|99PAC00083|03/31/1999|02/16/1999|198.48|F|REPAC REIMBURSED NRF                    |025
RETAIL PAC|99PAC00083|01/11/2000|06/09/1999|20|P|NADC FINE LATE FEE FOR 2ND PRIMARY STATE|025
RETAIL PAC|99PAC00083|01/11/2000|08/09/1999|70|P|STATE OF NE LATE FEE                    |025
RETAIL PAC|99PAC00083|10/20/2000|07/31/2000|2.08|A|INTEREST EARNED                         |025
RETAIL PAC|99PAC00083|10/20/2000|08/31/2000|2.64|A|INTEREST EARNED                         |025
RETAIL PAC|99PAC00083|10/20/2000|09/30/2000|2.42|A|INTEREST EARNED                         |025
RETAIL PAC|99PAC00083|10/26/2000|10/06/2000|50|C|RETURNED CK -LYNCH FOR LEGISLATURE      |025
STATE HEALTH PAC|99PAC00085|06/15/2000|05/16/2000|100| |VOIDED CHECK PAYABLE TO DAN LYNCH       |025
STATE HEALTH PAC|99PAC00085|04/09/2004|03/31/2004|100|C|CHECK DATED 4/23/02 TO DEB SUTTLE VOIDED|025
CENTURYLINK NEBRASKA PAC|99PAC00087|10/31/2000|10/05/2000|19.69|P|BANK STAMP -- NAME CHANGE               |025
CENTURYLINK NEBRASKA PAC|99PAC00087|05/08/2001|01/30/2001|200|C|DAN LYNCH FOR LEGISLATURE               |025
CENTURYLINK NEBRASKA PAC|99PAC00087|01/30/2002|09/25/2001|100|C|CHECK VOIDED - THE PRICE IS RIGHT FOR LE|025
PIM PAC/NE|99PAC00089|12/22/1999|12/13/1999|124.91|A|EXPENDITURE FOR INDUSTRY RELATED LUNCHEO|025
PIM PAC/NE|99PAC00089|04/11/2000|01/31/2000|50|A|SERVICE PRESS CONTRIBUTION              |025
NEBRASKANS FOR PEACE PAC|99PAC00091|01/29/2001|12/31/2000|0|E|PROVIDED MAILING LIST TO: AGAINST 416   |025
NEBRASKA-PAC|99PAC00092|05/08/2001|04/30/2001|9300|P|PUBLIC OPINOIN STRATEGIES - POLLING     |025
NEBRASKA-PAC|99PAC00092|06/19/2001|05/31/2001|500|I|ADMINISTRATIVE SERV/GREATER OMAHA CHAMBR|025
NEBRASKA-PAC|99PAC00092|02/01/2002|12/31/2001|250|I|GREATER OMAHA CC FOR ADMIN SVCS         |025
NEBRASKA-PAC|99PAC00092|04/16/2002|04/09/2002|17.58|I|TO THE MCCALLISTER FOR CO BOARD -MAILING|025
NEBRASKA-PAC|99PAC00092|04/16/2002|03/18/2002|16.9|I|TO THE BRUNKEN FOR CO BOARD -MAILING    |025
NEBRASKA-PAC|99PAC00092|06/25/2002|06/18/2002|69.2|A|INKIND CONTRIBUTION - ADMINISTRATIVE SER|025
NEBRASKA-PAC|99PAC00092|10/07/2002|07/22/2002|38|P|REIMBURSED DACIA KRUSE FOR PO BOX RENTAL|025
NEBRASKA-PAC|99PAC00092|10/29/2002|10/21/2002|380.6|I|FOR ADMINISTRATIVE EXP. FROM GREATER OMA|025
NEBRASKA-PAC|99PAC00092|10/29/2002|10/21/2002|1744|P|GREATER OMAHA FOR CONSULTING TO CANDIDAT|025
NEBRASKA-PAC|99PAC00092|01/15/2003|10/21/2002|1744|P|GREATER OMAHA CHAMBER - CAND. CONSULTING|025
NEBRASKA-PAC|99PAC00092|02/02/2004|01/03/2003|85.75|A|REIMBURSE DACIA KRUSE PHONE CALLS       |025
NEBRASKA-PAC|99PAC00092|02/02/2004|07/03/2003|38|A|P O BOX RENEWAL                         |025
NEBRASKA-PAC|99PAC00092|01/12/2005|12/17/2004|148.8|P|REIMBURSE DACIA KRUSE PHONE BILL        |025
TRUCKERS PAC|99PAC00093|01/21/2000|09/30/1999|42.2|A|SEPT. INTEREST                          |025
TRUCKERS PAC|99PAC00093|01/21/2000|10/31/1999|43.42|A|OCT. INTEREST                           |025
TRUCKERS PAC|99PAC00093|01/21/2000|11/30/1999|64.68|A|NOV. INTEREST                           |025
TRUCKERS PAC|99PAC00093|01/21/2000|12/31/1999|96.24|A|DEC. INTEREST                           |025
TRUCKERS PAC|99PAC00093|01/21/2000|01/31/1999|51.16|A|JAN. INTEREST                           |025
TRUCKERS PAC|99PAC00093|01/21/2000|02/28/1999|42.08|A|FEB. INTEREST                           |025
TRUCKERS PAC|99PAC00093|01/21/2000|03/31/1999|50.55|A|MARCH INTEREST                          |025
TRUCKERS PAC|99PAC00093|01/21/2000|04/30/1999|46.51|A|APRIL INTEREST                          |025
TRUCKERS PAC|99PAC00093|01/21/2000|05/28/1999|43.92|A|MAY INTEREST                            |025
TRUCKERS PAC|99PAC00093|01/21/2000|06/30/1999|49.99|A|JUNE INTEREST                           |025
TRUCKERS PAC|99PAC00093|01/21/2000|07/30/1999|43.69|A|JULY INTEREST                           |025
TRUCKERS PAC|99PAC00093|01/21/2000|08/31/1999|45.08|A|AUG. INTEREST                           |025
TRUCKERS PAC|99PAC00093|04/10/2000|01/31/2000|97.28|A|JANUARY INTEREST                        |025
TRUCKERS PAC|99PAC00093|04/10/2000|02/29/2000|93.51|A|FEBRUARY INTEREST                       |025
TRUCKERS PAC|99PAC00093|04/10/2000|03/31/2000|102.29|A|MARCH INTEREST                          |025
TRUCKERS PAC|99PAC00093|06/19/2000|04/30/2000|90.3|A|INTEREST EARNED                         |025
TRUCKERS PAC|99PAC00093|06/19/2000|05/31/2000|116.64|A|INTEREST EARNED                         |025
TRUCKERS PAC|99PAC00093|10/10/2000|06/30/2000|104.74|A|JUNE INTEREST EARNED                    |025
TRUCKERS PAC|99PAC00093|10/10/2000|07/31/2000|111.06|A|JULY INTEREST EARNED                    |025
TRUCKERS PAC|99PAC00093|10/10/2000|08/31/2000|113.62|A|AUGUST INTEREST EARNED                  |025
TRUCKERS PAC|99PAC00093|10/10/2000|09/30/2000|107.15|A|SEPTEMBER INTEREST EARNED               |025
TRUCKERS PAC|99PAC00093|10/10/2000|08/09/2000|16.34|A|DEPOSIT FROM DISSOLUTION OF FRIENDS HWY |025
TRUCKERS PAC|99PAC00093|01/09/2001|12/31/2000|98.97|A|DECEMBER RECEIPT-INTEREST EARNED        |025
TRUCKERS PAC|99PAC00093|01/09/2001|12/22/2000|320.22|P|TAXES DUE ON FORM 1120 POL INT EARNED BY|025
TRUCKERS PAC|99PAC00093|01/09/2001|10/31/2000|119.07|A|OCTOBER RECEIPT-INTEREST EARNED         |025
TRUCKERS PAC|99PAC00093|01/09/2001|11/30/2000|105.81|A|NOVEMBER RECEIPT-INTEREST EARNED        |025
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|220|R|refund contribution gordon t brown|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|25|R|refund contribution jane e brunckhorst|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|75|R|refund contribution lindy l hoelting|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|220|R|refund contribution glendell e johnson|
NE CABLE COMMUNICATIONS PAC|99PAC00140|10/05/2006|09/01/2006|100|C|paul hartnett|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/15/2008|04/13/2007|100|C|Erdman voided check 4/18/02|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/06/2006|07/07/2006|10.78|A|interest income|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/06/2006|08/07/2006|19.95|A|interest income|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/06/2006|09/07/2006|35.14|A|interest income|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/10/2006|09/12/2006|2747.31|P|Receipts Collected on Behalf of AOA.|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|10/16/2006|09/15/2006|42.76|P|Ofice Depot invited|
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|10/25/2006|10/12/2006|500|C|STEVE GUITTAR|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/26/2006|10/05/2006|250|C|Lincoln Chamber of Commerce PAC|
COMMERCIAL FEDERAL PAC|99PAC00019|05/11/2007|01/19/2006|5000|A|Contribution to Nebraska PAC|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/26/2006|10/04/2006|500|C|John N. Harms for Legislature|
NE CABLE COMMUNICATIONS PAC|99PAC00140|10/27/2006|10/09/2006|500|C|TIM GAY RETURNED CHECK; REACHED LIMIT |
MUTUAL OF OMAHA COMPANIES PAC (IMPAC)|99PAC00034|10/27/2006|10/20/2006|250|R|REFUND OF CONTRIBUTION- LORI NELSON|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/26/2006|10/05/2006|5|A|bank service fee|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/10/2006|09/29/2006|40|P|great western bank|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/30/2006|10/07/2006|30.77|A|interest income|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/31/2006|10/17/2006|732.23|P|Receipts Collected on Behalf of AOA.|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|10/31/2006|10/18/2006|1000|C|Stothert for Legislature|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|10/31/2006|10/18/2006|1000|C|Hansen for Legislature|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|10/31/2006|10/18/2006|1000|C|John N. Harms for Legislature|
NE DENTAL PAC|99PAC00053|10/05/2006|10/03/2006|250|C|Jean Stothert|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|01/03/2007|11/07/2006|35.19|A|Interest Income|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|01/03/2007|12/07/2006|32.37|A|Interest Income|
COMMERCIAL FEDERAL PAC|99PAC00019|05/11/2007|03/17/2006|10000|A|Transfer to affiliated PAC-BancWest Corp|
COMMERCIAL FEDERAL PAC|99PAC00019|05/11/2007|06/08/2006|1000|C|Kramer for Senate|
WELLS FARGO STATE PAC|99PAC00075|01/03/2007|12/06/2006|22|R|Refund to Laura Lasher |
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/12/2007|12/31/2006|593.27|P|Funds Collected American Optometric Assn|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|01/12/2007|11/02/2006|500|C|Kent Rogert for Legislature|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|01/12/2007|12/15/2006|250|C|Mark Christensen reissue check|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|01/12/2007|12/30/2006|45.6|C|Nebraskans for Shoemaker|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|01/16/2007|10/24/2006|5|A|bank sevice charges|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|01/16/2007|11/22/2006|5|A|bank service chasrges|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|01/16/2007|12/22/2006|5|A|bank service charges|
NEBRASKANS FOR PEACE PAC|99PAC00091|01/16/2007|11/01/2006|143.26|I|postcard mailing|
NE PETROLEUM PAC|99PAC00062|01/16/2007|11/01/2006|100|I|gale for sec of state office space|
NEBRASKA-PAC|99PAC00092|01/16/2007|10/27/2006|5606.22|E|usps postage|
NEBRASKA-PAC|99PAC00092|01/16/2007|10/27/2006|3718.25|E|creative reservoir|
NEBRASKA-PAC|99PAC00092|01/16/2007|10/30/2006|1103.17|E|united enterprises|
NEBRASKA-PAC|99PAC00092|01/16/2007|11/08/2006|2880.76|E|cardinal communication(john Nelson)|
NEBRASKA-PAC|99PAC00092|01/16/2007|12/21/2006|100|P|cornhusker marriott reception|
NE DENTAL PAC|99PAC00053|01/17/2007|12/30/2006|9|A|bank charges oct,nov dec|
NE VOTER EDUCATION PROJECT|99PAC00137|01/17/2007|10/25/2006|43.31|A|kenneth winston|
NE VOTER EDUCATION PROJECT|99PAC00137|01/17/2007|10/25/2006|50.06|A|contribution|
NE VOTER EDUCATION PROJECT|99PAC00137|01/17/2007|12/31/2006|90|A|bank charges|
NE VOTER EDUCATION PROJECT|99PAC00137|01/17/2007|12/31/2006|36.59|A|checking printing|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2007|10/27/2006|-3094.83|A|forward monies to international pac|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2007|11/10/2006|-2977.36|A|forward monies to international pac|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2007|12/26/2006|-3171.75|A|forward monies to international pac|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2007|10/24/2006|6452.61|A|deposit|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2007|10/24/2006|7188.2|A|deposit|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/17/2007|10/24/2006|577.18|A|deposit|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|02/06/2007|12/31/2006|30|P|Wire Transfer Fees,Oct-Dec|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/18/2007|12/31/2006|3000|C|White for legislature|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/18/2007|12/31/2006|3000|C|brad ashford for legislature|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|01/18/2007|12/31/2006|3000|C|mike friend for legislature|
COMMERCIAL FEDERAL PAC|99PAC00019|05/11/2007|06/12/2006|1440.07|A|Transfer to affiliated PAC-BancWest Corp|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/07/2007|04/17/2007|2000|C|Return contribution from Ne Insur. Fed. |
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|03/05/2007|01/24/2007|5|A|bank service charge|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|10/31/2006|10/16/2006|300|I|NE Public Safety United Hall Rental|
LOCAL UNION 1140 PAC FUND|05PAC00143|02/01/2007|11/03/2006|200|C|Nantkes for Legislature|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|03/05/2007|02/23/2007|5|A|bank service charge|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/06/2007|01/30/2007|2000|C|nif pac contribution|
NAPE/AFSCME PEOPLE PAC|99PAC00035|03/09/2007|01/04/2007|5|E|bank fee|
