Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
08PPC00060|JOHNSON COUNTY DEMOCRATS (NOT REGISTERED)|72482 610 AVE|CRAB ORCHARD|NE|68332|T|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|G||
08PPC00062|JOHNSON COUNTY GOP (NOT REGISTERED)|PO BOX 321|TECUMSEH|NE|68450|T|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
99CAC00002|JOHNSON FOR MAYOR|4710 NORTH 25TH STREET|LINCOLN|NE|68521|C|01/20/1999|01/19/1999|I||0|I|12/04/2098|       |          |||||||06/07/2001|04/03/2003|P|0|1
99CAC00490|JOHNSON FOR REGENT|4582 PIONEER RD|BLAIR|NE|68008|C|06/01/2000|05/31/2000|I||0|I|05/25/2000||99IRC00137||||||R|02/02/2001|11/07/2000|G|0|1
99CAC00011|JON CAMP FOR CITY COUNCIL COMMITTEE|2220 SOUTH 66TH, PO BOX 82307|LINCOLN|NE|68506|C|02/17/1999|02/17/1999|I||0|I|02/10/1999|       |          |||||||01/01/1900|04/06/2003|P|0|0
99CAC00545|JON CARLSON FOR CITY COUNCIL|1445 S 20TH STREET|LINCOLN|NE|68502|C|01/29/2001|01/29/2001|I||0|I|01/29/2001||99IRC00218||||||R|01/01/1900|05/01/2001|G|0|1
08CAC01279|JON OTT FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00248|JONATHAN COOK FOR COUNCIL (AT LARGE)|5926 FIELDCREST WAY|LINCOLN|NE|68512|C|02/28/1997|02/28/1997|I||0|I|02/28/1997|       |          |||||||01/01/1900|04/03/2001|P|1|1
99CAC00273|JONES FOR LEGISLATURE|945 South D, P.O. Box 688|BROKEN BOW|NE|68822|C|09/04/1992|09/04/1992|I||0|I|09/04/1992|       |          |||||||01/04/2005|11/02/2000|P|0|0
08CAC01203|JOSEPH WHISTER FOR CITY COUNCIL (NOT REGISTERED)|712 NEBRASKA STREET|PERU|NE|68421|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|G||
09CAC01378|JOSH EICKMEIER FOR MAYOR|1620 RAINBOW AVENUE|SEWARD|NE|68434|C|08/28/2009|08/28/2009|I||||08/21/2009||||||||||05/11/2010|P||
06CAC00979|JOSH FRIESEN FOR MRNRD BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|10/19/2006|10/19/2006|I||||12/31/9999|||||||||||||
08CAC01201|JULIE BREWER FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68132|C|01/01/1900|01/01/1900|I||||09/30/2008||||||||||11/04/2008|G||
99CAC00045|JULIE HANEY FOR COUNTY TREASURER|1306 WESTERN HILLS DR.|PAPILLION|NE|60046|C|10/04/1993|10/04/1993|I||0|I|10/04/1993|||||||||01/13/2011|11/07/2006|G|1|1
10CAC01400|JULIE JOHNSON FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|Omaha|NE|68117|C|01/01/0001||||||12/31/9999|||||||||||||
08CAC01228|JULIE KANNAS FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68135|C|01/01/1900|01/01/1900|I||||10/27/2008||||||||||11/04/2008|G||
10CAC01488|JUSTIN COOK FOR SAUNDERS COUNTY ATTORNEY|509 COUNTY ROAD 13|CERESCO|NE|68017|C|10/04/2010|10/01/2010|I||||10/04/2010|||||||||03/29/2011|11/02/2010|G||
08CAC01174|JUSTIN LARSEN FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
10CAC01521|JUSTIN WAYNE FOR LEARNING COMM. (NR)|NOT A REGISTERED COMMITTEE|Lincoln|NE|68509|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
08CAC01209|JUSTIN WAYNE FOR OPS BOARD|8937 NORTH 56TH AVE CIR.|OMAHA|NE|68152|C|10/08/2008|10/07/2008|I||||10/04/2008||||||||||11/04/2008|G||
06CAC00989|KARL REEDER FOR CITY COUNCIL (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|10/26/2006|10/26/2006|I||||12/31/9999||||||||||11/07/2006|G||
05CAC00745|KASCHKE FOR LEGISLATURE (NOW KASCHKE FOR MAYOR)|414 N. ALLEN AVE|NORTH PLATTE|NE|69101|C|10/31/2005|10/31/2005|I||||10/26/2005|||||||||02/05/2008|05/09/2006|P||
08CAC01086|KASCHKE FOR MAYOR|3921 SEQUOIA DRIVE|NORTH PLATTE|NE|69101|C|02/05/2008|02/05/2008|I||||10/26/2005||||||||||05/13/2008|P||
99CAC00420|KATHLEEN KANKOUSKY FOR CITY COUNCIL|123 ANYWHERE|LINCOLN|NE|68521|C|01/24/2000|01/24/2000|I||0|I|01/01/2000||99IRC00059||||||R|01/01/1978|01/01/2000|P|0|0
99CAC00344|KATHLEEN WITEK FOR LEGISLATURE|5179 South 147th Circle,|OMAHA|NE|68137|C|05/06/1992|05/06/1992|I||0| |05/06/1992|       |          |||||||02/01/1999|11/04/1996|G|0|0
99CAC00379|KATHRYN PILLER CAMPAIGN|16429 Holmes St.,|OMAHA|NE|68135|C|11/13/1998|11/12/1998|I||0|I|11/13/1998|       |          |||||||10/13/1999|11/04/1998|G|0|0
99CAC00024|KATHY BAASCH FOR REGISTER OF DEEDS|11762 W 1 R Road,|CAIRO|NE|68824|C|10/27/1994|10/27/1994|I||0|I|10/27/1994|       |          |||||||10/28/1999|05/04/1998|P|0|0
99CAC00487|KATHY BRADLEY FOR SCHOOL BOARD|330 SOUTH 93RD STREET|OMAHA|NE|68114|C|05/16/2000|05/15/2000|I||0|I|05/05/2000||||||||||11/07/2006|P||
07CAC01062|KATHY CAMPBELL FOR LEGISLATURE|6111 CHARTWELL LANE|LINCOLN|NE|68516|C|12/20/2007|12/20/2007|I||||12/17/2007||||||||||05/04/2012|P||
99CAC00293|KATHY O\'CONNOR FOR CITY COUNCIL|3815 Davenport Street,|Omaha|NE|68131|C|04/04/1997|04/04/1997|I||0|I|04/04/1997|       |          |||||||01/01/1900|04/03/1999|G|0|0
08CAC01275|KATHY SANIUK FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
06CAC00927|KATHY WILMOT FOR LEGISLATURE #44 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|BEAVER CITY|NE|68926|C|05/16/2006||||||12/31/9999|||||||||||||
99CAC00373|KATHY WILMOT FOR STATE BOARD OF EDUCATION|P.O. Box 165, 121 10th Street,|BEAVER CITY|NE|68926|C|10/28/1998|10/27/1998|I||0|I|10/28/1998|       |          |||||||02/02/2000|11/04/1998|G|0|0
99CAC00622|KATHY WILMOT FOR STATE BOARD OF EDUCATION (2002)|PO BOX 305      607 DANIELS|HAYES CENTER|NE|69032|C|09/20/2002|09/18/2002|I||0|I|09/12/2002||99IRC00311||||||R|03/08/2004|11/05/2002|G|0|1
11CAC01572|KATIE FOR LPS|600 LAKEWOOD DRIVE|LINCOLN|NE|68510|C|03/21/2011|03/21/2011|I||||03/18/2011||||||||||04/05/2011|P||
99CAC00388|KATT FOR SCHOOL BOARD|1045 LINCOLN MALL SUITE 200|LINCOLN|NE|68508|C|03/29/1999|03/29/1999|I||0|I|03/26/1999|       |          |||||||06/15/2001|04/03/2001|P|0|0
11BQC00295|KEARNEY COUNTY HOSPITAL IMPROVEMENT COMMITTEE (NR)|PO BOX 338|MINDEN|NE|68959|B|01/01/1999|01/01/1999|I||0||01/01/1999|||||||||||||
99BQC00068|KEARNEY TOMORROW FINANCE COMMITTEE|1007 2ND AVE PO BOX 607|||688480607|B|09/07/2001|09/05/2001|I|1/2 CENT MUNIC. SALES TAX INCREASE/ECON DEVOPMENT |0|I|08/31/2001||99IRC00243||||||R|05/17/2002|09/05/2001|P|0|0
99CAC00211|KEEFE FOR PUBLIC DEFENDER|3223 SOUTH SUMMIT BLVD|LINCOLN|NE|68502|C|01/25/1978|01/25/1978|I||0||01/25/1978||||||||||11/07/2006|G|1|
08BQC00196|KEEP IMPROVING DISTRICT SCHOOLS (KIDS) (BROKEN BOW|80117 WEISSERT ROAD|BROKEN BOW|NE|68822|B|05/06/2008|05/05/2008|I|9.4 million bond issue district #25 elementary school|0||05/03/2008|||||||||02/23/2010|05/13/2008|P||
07BQC00173|KEEP IMPROVING DISTRICT SCHOOLS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|Valparaiso|NE|68565|B|09/07/2007|09/06/2007|I||||09/13/2007||||||||||09/12/2007|P||
09BQC00237|KEEP IMPROVING DISTRICT SCHOOLS TASK FORCE (NR)|NOT REGISTERED|VALPARAISO|NE|68065|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
99BQC00090|KEEP THE MONEY IN NEBRASKA COMMITTEE, INC|1299 FARNAM ST.  SUITE 1501|OMAHA|NE|68102|B|01/14/2004|01/14/2004|I|TO PERMIT COMMUNITIES TO AUTHORIZE GAMES OF CHANCE|0|C|01/09/2004|||||||||05/02/2006|11/02/2004|G||
99CAC00143|KEITH BARTELS FOR SCHOOL BOARD|3706 Wildbriar Lane,|LINCOLN|NE|68516|C|02/23/1987|02/23/1987|I||0|I|02/23/1987|       |          |||||||05/24/2001|05/04/2001|G|0|0
99CAC00380|KEITH HELMS FOR SHERIFF|2706 T,|AUBURN|NE|68305|C|11/23/1998|11/20/1998|I||0| |11/23/1998|       |          |||||||02/03/1999|11/04/1998|G|0|0
99CAC00208|KELLIE JOHN REGISTER OF DEEDS CAMPAIGN|19 SKYLINE DRIVE,|KEARNEY|NE|68847|C|06/23/1998|06/23/1998|I||0|I|06/23/1998|       |          |||||||10/12/1999|05/04/1998|P|0|0
09CAC01377|KELLY FOR COUNTY ATTORNEY|130-132 SOUTH 13TH STREET, SUITE 200|LINCOLN|NE|68508|C|07/02/2009|07/02/2009|I||||06/29/2009||||||||||05/11/2010|P||
99CAC00042|KELLY GUENZEL FOR CLERK OF THE DISTRICT COURT|2020 Calvert Street,|LINCOLN|NE|68502|C|04/16/1998|04/16/1998|I||0|I|04/16/1998|       |          |||||||02/01/2000|05/04/1998|P|0|0
06CAC00902|KELLY RENEE ROSBERG STATE AUDITOR (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|WAUSA|NE|68786|C|05/16/2006||||||12/31/9999|||||||||||||
11CAC01557|KELLY SELL FOR LAVISTA CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LA VISTA|NE|68128|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
07CAC01023|KEMNA FOR AIRPORT AUTHORITY (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68500-0000|C|12/31/9999||||||12/31/9999|||||||||||||
99CAC00390|KEN GNADT FOR MAYOR COMMITTEE|1610 GRETCHEN AVENUE|GRAND ISLAND|NE|68803|C|03/02/1994|03/01/1994|I||0|I|03/01/1994|       |99IRC00003|||||||12/13/1999|11/04/1998|P|0|0
08CAC01089|KEN HAAR FOR LEGISLATURE|13901 NW 126TH STREET|MALCOLM|NE|68402|C|02/19/2008|02/19/2008|I||||02/11/2008||||||||||05/04/2012|P||
99CAC00459|KEN JANSEN FOR NRD|123 ANYWHERE|OMAHA|NE|68130|C|01/01/1978|01/01/1978|I||0|I|01/01/1978||99IRC00103||||||R|01/01/1978|05/09/2000|P|0|0
08CAC01254|KEN SCHMIEDING FOR NPPD #7(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|Omaha|NE|68131|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|G||
08CAC01122|KEN TRINKLE FOR BELLEVUE CITY COUNCIL|818 BELLEVUE BLVD N. |BELLEVUE|NE|68005|C|04/15/2008|04/14/2008|I||||04/10/2008|||||||||01/05/2009|05/13/2008|P||
08CAC01193|KEN WALTER FOR DODGE COUNTY SUPERVISOR COMMITTEE|2195 N BROAD STREET|FREMONT|NE|68025|C|09/17/2008|09/16/2008|I||||09/15/2008|||||||||11/30/2009|11/04/2008|G||
10CAC01551|KENT EWING FOR MAYOR (NOT REGISTERED)|370 M STREET|GERING|NE|69341|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/02/2010|||
05CAC00760|KENT ROGERT FOR LEGISLATURE|242 S 13TH STREET|TEKAMAH|NE|68061|C|12/07/2005|12/07/2005|I||0||12/01/2005||||||||||11/02/2010|G||1
99CAC00035|KERMIT BRASHEAR FOR LEGISLATURE|NORTH OLD MILL, 711 NORTH 108TH CT.|OMAHA|NE|68154|C|12/20/1993|12/20/1993|I||0|I|12/20/1993|||||||||12/31/2006|11/05/2002|P||1
99CAC00359|KERMIT O. PEARSON RE-ELECTION COMMITTEE|321 W. 12th Street,|COZAD|NE|69130|C|09/18/1998|09/17/1998|I||0|I|09/18/1998|       |          |||||||04/28/1999|05/04/1998|P|0|0
09CAC01339|KERRI KRATINA FOR LEARNING COUNCIL #6 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68504|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01269|KERRI KRETINA FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00665|KEVIN COOKSLEY FOR LEGISLATURE|ROUTE 2 BOX 930|BERWYN|NE|68814|C|03/23/2004|03/22/2004|I||0|I|01/01/2005|||||||||12/31/2006|11/02/2004|G||1
11CAC01565|KEVIN FORNOFF FOR SWPPD (NR)|NOT  A REGISTERED COMMITTEE|GRANT|NE|69140|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
99CAC00643|KEVIN JOHNSON FOR CITY COUNCIL COMMITTEE|1832 PINEDALE AVE|LINCOLN|NE|68506|C|03/31/2003|03/28/2003|I||0|I|03/21/2003||99IRC00343||||||R|02/02/2004|04/08/2003|P|0|0
09CAC01365|KEVIN KELLER FOR LINCOLN BOARD OF EDUCATION |7200 GRAND OAKS DR|LINCOLN|NE|68516|C|03/09/2009|03/09/2009|I||||03/04/2009||||||||||05/05/2009|G|1|
10CAC01498|KEVIN POLLARD FOR NPPD BOARD|1501 S 3RD STREET|BEATRICE|NE|68310|C|10/25/2010|10/25/2010|I||||08/25/2010|||||||||12/07/2010|11/02/2010|G||
06CAC00795|KEVIN STUKENHOLTZ SAUNDERS COUNTY SHERIFF |755 NORTH WALNUT|WAHOO|NE|68066|C|04/06/2006|04/06/2006|I||||03/27/2006||||||||||11/07/2006|P||
08BQC00202|KIDS (VALENTINE) KEEP IMPROVING DIST. SCHOOLS (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68510|B|01/01/1900|01/01/1900|I||||09/15/2008||||||||||11/04/2008|G||
08BQC00231|KIDS (WAVERLY) KEEP IMPROVING DISTRICT SCHOOLS -NR|NOT A REGISTERED COMMKTTEE|LINCOLN|NE|68510|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99BQC00015|KIDS -SYRACUSE (KEEP IMPROVING DISTRICT SCHOOLS)|P.O. BOX 730,|Columbus|NE|68601|B|05/02/1994|05/02/1994|I||0| |05/02/1994|       |          |||||||01/19/1999|11/04/1994|G|0|0
10BQC00288|KIDS COMMITTEE - GRETNA|405 DEVONSHIRE DRIVE / PO BOX 94|Gretna|NE|68028-0000|B|10/26/2010|10/26/2010|I|Gretna School Bond Issue|0|I|10/12/2010|||||||||01/04/2011|11/02/2010|G||
08BQC00187|KIDS COMMITTEE -KENESAW (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68510|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/13/2008|P||
07BQC00174|KIDS COMMITTEE FOR NEBRASKA CITY PUBLIC SCHOOLS|NOT A REGISTERED COMMITTEE|OMAHA|NE|68114|B|09/27/2007|09/29/2007|I||||09/30/2007||||||||||05/13/2007|P||
07BQC00156|KIDS FIRST  ( NOT A REGISTERED COMMITTEE|56575 JADE ROAD|FAIRBURY|NE|68352|B|06/06/2007|06/06/2007|I||||06/01/2007|||||||||||||
11CAC01563|KIM HAWLEY FOR BELLEVUE SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68102|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00173|KIM PETERSON FOR STATE BOARD OF EDUCATION|1521 SW 14th Street,|LINCOLN|NE|68522|C|04/23/1996|04/23/1996|I||0|I|04/23/1996|||||||||05/19/2006|11/02/2004|G|1|1
99PPC00029|KIMBALL COUNTY REPUBLICAN PARTY|3767 LONGHORN RD|KIMBALL|NE|69145|T|06/02/1978|06/02/1978|I||0|I|06/02/1978|       |          |||||||02/28/2005|05/04/2000|P|0|0
10BQC00263|KIMBALL FOR ECONOMIC GROWTH & SUSTAINABILITY (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68510|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01182|KINDIG FOR MAYOR|7510 HARVEST HILL DRIVE|LA VISTA|NE|68128|C|08/04/2008|08/04/2008|I||||07/25/2008||||||||||11/04/2008|G||
99CAC00144|KLAUS BECKER FOR LEGISLATURE|3901 Dewey Avenue,|OMAHA|NE|68105|C|10/08/1996|10/08/1996|I||0|I|10/08/1996|       |          |||||||01/04/1999|05/04/1996|P|0|0
99CAC00519|KLEIN FOR LEGISLATURE|BOX 340|BATTLE CREEK|NE|68715|C|12/29/1995|12/28/1995|I||0|I|12/27/1995||99IRC00178||||||R|05/29/1997|11/07/1996|G|0|1
05CAC00728|KLEINE FOR DOUGLAS COUNTY ATTORNEY |9506 ADAMS ST|OMAHA|NE|68127|C|05/23/2005|05/23/2005|I||||06/16/2005||||||||||11/07/2006|G||
10CAC01466|KNABE FOR LEGISLATURE|49376 S 23RD ROAD|WYMORE|NE|68466|C|05/21/2010|05/20/2010|I||||05/05/2010||||||||||11/02/2010|G|1|1
99CAC00599|KOILE FOR LEGISLATURE|10409 WASHINGTON DR|OMAHA|NE|68127|C|04/29/2002|04/25/2002|I||0|I|04/23/2002||99IRC00283||||||R|05/20/2002|05/14/2002|P|0|0
99CAC00222|KOLASA FOR SCHOOL BOARD|2327 Hanscom Boulevard,|OMAHA|NE|68105|C|04/18/1994|04/18/1994|I||0|I|04/18/1994|       |          |||||||10/20/1999|05/04/1998|P|0|0
99CAC00716|KOLLER FOR CITY COUNCIL|300 S 68TH PLACE, #100|LINCOLN|NE|68503|C|01/21/2005|01/20/2005|I||0|I|01/15/2005|||||||||06/10/2005|04/05/2005|P||
11CAC01603|KOLOWSKI FOR LEGISLATURE|4815 SOUTH 158 CIRCLE|OMAHA|NE|68135|C|12/15/2011|12/14/2011|I||||12/14/2011||||||||||05/12/2012|P||
99CAC00687|KOPPLIN FOR LEGISLATURE|21760 HILLTOP AVENUE|GRETNA|NE|68028|C|05/18/2004|05/07/2004|I||0|I|05/07/2004|||||||||05/06/2009|11/07/2008|G||1
99CAC00223|KOTSIOPULOS FOR CITY COUNCIL|#7 Kings Court,|KEARNEY|NE|68845|C|10/03/1990|10/03/1990|I||0|I|10/03/1990|       |          |||||||01/09/2003|05/14/2002|P|0|0
99CAC00704|KOUKOL FOR NRD COMMITTEE|1313 CAMP GIFFORD ROAD|BELLEVUE|NE|68005|C|10/14/2004|10/12/2004|I||0|I|10/14/2004||99IRC00427||||||R|01/10/2005|11/02/2004|G|0|0
99CAC00574|KOVARIK FOR LEGISLATURE|620 S. 35TH ST. # 12|OMAHA|NE|68105|C|01/22/2002|01/18/2002|I||0|I|01/01/2002|||||||||06/09/2004|11/05/2002|G||1
06CAC00821|KOWAL FOR DOUGLAS COUNTY ASSESSOR|137 SOUTH 93RD AVENUE|OMAHA|NE|68114|C|03/31/2006|03/30/2006|I||||03/22/2006|||||||||04/03/2007|11/07/2006|G||1
99CAC00499|KRAJICEK FOR LEGISLATURE|123 ANYWHERE|OMAHA|NE|68114|C|01/01/1978|01/01/1978|I||0|I|01/01/1978||99IRC00149||||||R|01/01/1978|11/07/1996|G|0|1
99CAC00630|KRATKY SCHOOL BOARD COMMITTEE|1204 N. 101ST CIR|OMAHA|NE|68114|C|11/04/2002|11/01/2001|I||0|I|10/31/2002||99IRC00323||||||R|01/20/2004|11/05/2002|G|1|0
99CAC00226|KREMER FOR LEGISLATURE|186 DONEGAL ROAD|AURORA|NE|68818|C|03/18/1998|03/18/1998|I||0|I|03/18/1998|||||||||06/15/2007|11/05/2002|G|1|1
99CAC00276|KRISTENSEN FOR LEGISLATURE|219 N. Brown Avenue,|MINDEN|NE|68959|C|01/22/1988|01/22/1988|I||0|I|01/22/1988|||||||||06/15/2005|11/07/2000|G|1|1
99CAC00430|KRUSE FOR LEGISLATURE|5404 N 50TH AVE|OMAHA|NE|68104|C|02/29/2000|02/28/2000|I||0|I|02/25/2000|||||||||01/07/2009|11/02/2004|G|1|1
07CAC01047|KURT GESCHWENDER FOR LEGISLATURE|12345 N. 36TH STREET|OMAHA|NE|68112|C|12/21/2007|12/20/2007|I||||12/17/2007|||||||||01/30/2012|11/07/2008|G||1
08CAC01264|KURT KRUGENUD FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
09CAC01337|KURT KRUGERUD FOR LEARNING COUNCIL #4 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68506|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
06CAC00921|KURT POOLE FOR LEGISLATURE #2 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|ELMWOOD|NE|68349|C|05/16/2006||||||12/31/9999|||||||||||||
06CAC00911|KYLE KOPITKE FOR LEGISLATURE #38 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|NELSON|NE|68961|C|05/16/2006||||||12/31/9999|||||||||||||
07BQC00155|L.I.F.E. COMMITTEE/LAKEVIEW BOND CAMPAIGN|NOT A REGISTURED COMMITTEE|LINCOLN|NE|68510|B|05/30/2007||I||||12/31/9999|||||||||||||
10CAC01409|LAKERS FOR GOVERNOR|100 MILLENIUM PLAZA I, 15858 WEST DODGE RD, SUITE 100|OMAHA|NE|68118|C|02/26/2010|02/26/2010|I||||03/03/2010|||||||||02/01/2011|11/09/2010|G||1
11BQC00296|LAKEVIEW COMMUNITY SCHOOLS BOND|NOT REGISTERED|LINCOLN|NE|68508|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
07BQC00158|LAKEVIEW IMPROVING FUTURE EDUCATION|4622 CONNER DRIVE|Columbus|NE|68601|B|07/09/2007|07/09/2007|I||||07/30/2007|||||||||||||
11CAC01598|LAMBERT FOR LEGISLATURE COMMITTEE|1218 ECHO LANE|PLATTSMOUTH|NE|68048|C|12/09/2011|12/09/2011|I||||12/02/2011||||||||||05/12/2012|P||
99CAC00514|LAMBERTY FOR MAYOR|745 N. 120TH STREET|OMAHA|NE|68154|C|12/02/1996|12/02/1996|I||0|I|12/02/1996||99IRC00170||||||R|07/28/1997|06/30/1997|P|0|0
06CAC00868|LAMMERS FOR CITY COUNCIL COMMITTEE|2033 CENTRAL AVE|KEARNEY|NE|68848|C|04/25/2006|04/24/2006|I||||04/22/2006|||||||||01/07/2008|05/09/2006|P||
99PPC00055|LANCASTER COUNTY DEMOCRATS|P O BOX 83213|Lincoln|NE|68501|T|04/05/1978|04/05/1978|I||0|I|04/05/1978||||||||||11/02/2010|P||
99PPC00031|LANCASTER COUNTY REPUBLICAN PARTY|1610 N STREET|LINCOLN|NE|68508|T|07/27/1977|07/27/1977|I||0|I|07/27/1977||||||||||11/07/2006|G||
99CAC00277|LANDIS FOR PSC|3400 CALVERT|LINCOLN|NE|68506|C|02/25/1988|02/25/1988|I||0|I|02/25/1988||||||||||11/07/2006|G|1|1
99CAC00229|LANGAN FOR SCHOOL BOARD COMMITTEE|5627 Emile,|OMAHA|NE|68106|C|06/01/1990|06/01/1990|I||0|I|06/01/1990|       |          |||||||10/21/1999|05/04/1998|P|0|0
99CAC00549|LANGDON FOR CITY COUNCIL|6808 FOREST LAKE BLVD.|LINCOLN|NE|68516|C|02/20/2001|02/19/2001|I||0|I|02/15/2001||99IRC00222||||||R|12/17/2001|04/07/2001|P|0|0
99CAC00670|LANGEMEIER FOR LEGISLATURE|324 EAST 11TH STREET|SCHUYLER|NE|68661|C|03/30/2004|03/30/2004|I||0|I|03/30/2004||||||||||11/07/2008|G||1
06CAC00847|LARAE  EIFERT FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68503|C|04/11/2006||||||04/04/2006|||||||||||||
07CAC01012|LARAE EIFERT FOR CITY COUNCIL|7324 BALLARD PL|LINCOLN|NE|68507|C|01/24/2007|01/24/2007|I||||01/01/9999|||||||||06/02/2009|04/03/2007|P||
08CAC01231|LARRY BRADLEY FOR NRD|6068 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|10/24/2008|10/24/2008|A||||02/21/2012|||||||||02/21/2012|11/04/2008|G||
12CAC01616|LARRY BRADLEY FOR REGENT (2012)|6068 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|01/30/2012|01/30/2012|||||01/27/2012||||||||||05/15/2012|P||
08CAC01232|LARRY CARNEY G.I CITY COUNCIL(NOT REGISTERED)|621 W 10TH |GRAND ISLAND|NE|68801|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
06CAC00923|LARRY TESELLE FOR LEGISLATURE #24 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILFORD|NE|68405|C|05/16/2006||||||12/31/9999|||||||||||||
12CAC01619|LARRY ZIMMERMAN FOR LEGISLATURE (NOT REGISTERED)||LINCOLN|NE|68522|C|01/01/1900|01/01/1900|||||01/01/1900||||||||||05/12/2012|||
08CAC01165|LARSEN FOR METRO BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68502|C|01/01/1900|01/10/1900|I||||07/18/2008||||||||||11/04/2008|G||
05CAC00747|LATHROP FOR LEGISLATURE|11818 OAKAIR PLAZA|OMAHA|NE|68137|C|11/03/2005|11/03/2005|I||||10/25/2005||||||||||11/02/2010|G||1
08CAC01096|LAUTENBAUGH FOR LEGISLATURE|16407 TAYLOR STREET|OMAHA|NE|68116|C|03/04/2008|03/03/2008|I||||02/21/2008||||||||||11/02/2010|G||1
05CAC00742|LAWRENCE W.BRADLEY BOARD OF REGENTS CAMPAIGN -2006|6068 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|10/25/2005|10/25/2005|I||||10/23/2005|||||||||01/24/2007|05/09/2006|P||
10IRC00499|LEADERSHIP COMMITTEE, THE|6015 N 167TH TERRACE PLAZA|OMAHA|NE|68116|I|10/28/2010|10/27/2010|I||||10/25/2010||||||||||11/02/2010|G||
