Candidate First Name|Candidate Last Name|Candidate ID|Date Received|Income Source Name|Income Source Address|Income Reason|Type of Inocome
SUTTLE|DEBORAH|99FIS06614|03/31/2000|SMITH HAYES FINANCIAL         |1225 L ST # 200 LINCOLN NE              ||F
SUTTLE|DEBORAH|99FIS06614|03/31/2000|CONLEY/ SMITH INC             |444 REGENCY PKWY OMAHA NE               ||S
SUTTLE|DEBORAH|99FIS06614|03/31/2000|UNIVERSITY OF NE              |201 ADMINISTRATION LINCOLN NE           ||G
SUTTLE|DEBORAH|99FIS06614|04/06/2000|COUNCIL FOR STATE HEALTH      |SAN DIEGO, CA                           ||G
SUTTLE|DEBORAH|99FIS06614|01/07/2003|STATE OF NE                   |                                        ||I
SUTTLE|DEBORAH|99FIS06614|01/07/2003|PRIDE OMAHA                   |                                        ||B
SUTTLE|DEBORAH|99FIS06614|01/07/2003|LEAGUE OF WOMEN VOTERS        |                                        ||B
SUTTLE|DEBORAH|99FIS06614|01/07/2003|PTA\'S OF ALL SCHOOLS          |                                        ||B
SUTTLE|DEBORAH|99FIS06614|01/07/2003|AMERICAN NATIONAL BANK        |                                        ||F
SUTTLE|DEBORAH|99FIS06614|01/07/2003|CONLOY INVESTMENTS COUNSE     |                                        ||F
SUTTLE|DEBORAH|99FIS06614|01/07/2003|UNIVERSITY OF NE              |                                        ||G
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|JEDLICKA\'S HARDWARE BANK      |                                        ||I
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|NORTH CENTRAL PPD             |                                        ||I
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|VERDIGRE VOLUNTEER FIRE       |                                        ||I
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|VERDIGRE VOLUNTEE FIRE        |                                        ||B
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|VERDIGRE MAIN STREET COMM     |                                        ||B
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|FIRST UNITED BANK VERDIGR     |                                        ||F
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|BRUNSWICK STATE BANK          |                                        ||F
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|FIRST FEDERAL LINCOLN         |                                        ||F
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|PINNACLE BANK                 |                                        ||C
JEDLICKA|WILLIAM|99FIS06623|03/21/2001|VILLAGE OF VERDIGRE           |                                        ||C
SEANOR|ESTHER|99FIS06645|06/21/1999|GOTHENBURG STATE BANK         |P.O. BOX 81  GOTHENBURG, NE             ||I
SEANOR|ESTHER|99FIS06645|06/21/1999|PUBLIC EMP. RETIREMENT AS     |1300 LOGAN ST.  DENVER, CO              ||I
SEANOR|ESTHER|99FIS06645|06/21/1999|NE PUBLIC EMP. RET. SYSTE     |P.O. BOX 94816  LINCOLN, NE             ||I
SEANOR|ESTHER|99FIS06645|06/21/1999|UNITED OF OMAHA LIFE INS.     |MUTUAL OF OMAHA PLAZA  OMAHA,           ||I
SEANOR|ESTHER|99FIS06645|06/21/1999|SOCIAL SECURITY-PENSION       |                                        ||I
SEANOR|ESTHER|99FIS06645|06/21/1999|NE COMMISSION FOR DEAF &      |4600 VALLEY RD.  LINCOLN, NE            ||B
SEANOR|ESTHER|99FIS06645|06/21/1999|MID PLAINS COMM. COLLEGE      |416 N. JEFFERS  NORTH PLATTE,           ||B
SEANOR|ESTHER|99FIS06645|06/21/1999|SELF HELP FOR HARD OF HEA     |7910 WOODMONT AVE.  BETHESDA,           ||B
SEANOR|ESTHER|99FIS06645|06/21/1999|GOTHENBURG STATE BANK         |GOTHENBURG, NE  69138                   ||F
TIGHE|TRICIA|99FIS06646|05/10/1999|SOUTHEAST COMM. COLLEGE       |                                        ||I
TIGHE|TRICIA|99FIS06646|05/10/1999|NEDELCO INC. (NE RELAY SE     |                                        ||I
TIGHE|TRICIA|99FIS06646|05/10/1999|STATE OF NEBRASKA             |                                        ||I
TIGHE|TRICIA|99FIS06646|05/10/1999|MADISON COUNTY BANK           |                                        ||F
VAUGHAN|JERRY|99FIS06648|10/28/1999|PRAIRIE EYE CARE CENTER       |408 S. 8TH BROKEN BOW, NE               ||I
VAUGHAN|JERRY|99FIS06648|10/28/1999|ROBERT WHEELER - ATTY         |724 SO. D., BROKEN BOW, NE              ||I
VAUGHAN|JERRY|99FIS06648|10/28/1999|ST. JOHNS EPISCOPAL CHURC     |620 N. 10TH, BROKEN BOW, NE             ||B
VAUGHAN|JERRY|99FIS06648|10/28/1999|AMERICAN FUND-IRA             |                                        ||I
VAUGHAN|JERRY|99FIS06648|10/28/1999|EQUITY-RETIREMENT PLAN        |                                        ||I
VAUGHAN|JERRY|99FIS06648|10/28/1999|UNITED NEBRASKA BANK          |901 S. D ST BROKEN BOW NE               ||F
VAUGHAN|JERRY|99FIS06648|10/28/1999|EDWARD JONES CO               |827 S. D ST BROKEN BOW NE               ||F
VAUGHAN|JERRY|99FIS06648|10/28/1999|EDWARD JONES CO               |827 S. D ST BROKEN BOW NE               ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|PRAIRIE EYE CARE CENTER       |                                        ||I
VAUGHAN|JERRY|99FIS06648|03/26/2001|PRAIRIE EYE CARE CENTER       |                                        ||B
VAUGHAN|JERRY|99FIS06648|03/26/2001|NE STATE BANK                 |                                        ||F
VAUGHAN|JERRY|99FIS06648|03/26/2001|UNITED NE BANK                |                                        ||F
VAUGHAN|JERRY|99FIS06648|03/26/2001|EDWARD JONES                  |                                        ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|EURO PACIFIC                  |                                        ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|GOLDMAN SACHS                 |                                        ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|MOTOROLA                      |                                        ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|SMALL CAMP FUNDS              |                                        ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|VOYAGER FUNDS                 |                                        ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|SOLOMAN BROTHERS              |                                        ||S
VAUGHAN|JERRY|99FIS06648|03/26/2001|AMERICAN MUTUAL FUNDS         |                                        ||S
LAZURE|LINDA|99FIS06651|10/25/1999|CREIGHTON UNIVERSITY          |2500 CALIFORNIA, OMAHA, NE              ||I
LAZURE|LINDA|99FIS06651|10/25/1999|AMERICAN NURSE ASSOC.         |WASHINGTON, DC                          ||B
LAZURE|LINDA|99FIS06651|10/25/1999|NE NURSES ASSOC.              |715 S. 14TH, LINCOLN, NE                ||B
MUHAMMAD|MELVIN|99FIS06660|12/11/2000|NE HEALTH & HUMAN SERVICE     |1313 FARNAM STREET                      ||I
MUHAMMAD|MELVIN|99FIS06660|12/11/2000|RESPECT FOR LIFE, INC         |3003 N. 45TH STREET                     ||I
MUHAMMAD|MELVIN|99FIS06660|12/11/2000|NE ASSOC OF PUBLIC EMPLOY     |                                        ||B
MUHAMMAD|MELVIN|99FIS06660|12/11/2000|NE STATE EMPLOYEES CREDIT     |330 SO 16TH STREET                      ||F
MUHAMMAD|MELVIN|99FIS06660|12/11/2000|COMMERCIAL FEDERAL BANK       |5901 NW RADIAL HWY                      ||F
ALDY|LUKE|99FIS06662|05/11/1999|SWEET & ASSOCIATES, P.C.      |7130 PACIFIC STREET  OMAHA, NE          ||I
NEAL|ALOIS|99FIS07116|02/28/2000|VALLEY BANK & TRUST           |GERING NE                               ||C
NEAL|ALOIS|99FIS07116|02/28/2000|JOHN DEERE CREDIT             |SCOTTSBLUFF NE                          ||C
LOVE|GEORGE|99FIS07128|04/21/2000|CITY OF SCHUYLER              |1102 B ST SCHUYLER NE                   ||I
LOVE|GEORGE|99FIS07128|04/21/2000|COLFAX COUNTY                 |411 B 11TH ST SCHUYLER NE               ||I
LOVE|GEORGE|99FIS07128|04/21/2000|BOARD OF DIRECTORS            |3949 TENNYSON ST DENVER CO              ||B
LOVE|GEORGE|99FIS07128|04/21/2000|FIRST NATL BANK OF COLUMB     |2513 13TH ST COLUMBUS NE                ||F
LOVE|GEORGE|99FIS07128|04/21/2000|COLUMBUS BANK TRUST           |2301 13TH ST COLUMBUS NE                ||F
WILSON|ALFRED|99FIS07134|09/07/2000|BRANNAN HOMES LTD             |1520 E OVERLAND-SCOTTSBLUFF             ||I
WILSON|ALFRED|99FIS07134|09/07/2000|BEN WILSON LTD                |140-114 CRL-MITCHELL                    ||I
WILSON|ALFRED|99FIS07134|09/07/2000|BEN WILSON LTD                |140-114 CRL-MITCHELL                    ||B
WILSON|ALFRED|99FIS07134|09/07/2000|1ST NATL BANK                 |1740 10TH STREET GERING 69341           ||F
NEIMAN|WILLIAM|99FIS07146|05/12/1999|CITY OF COLUMBUS LEG. SER     |2424 14TH ST.  COLUMBUS, NE             ||I
NEIMAN|WILLIAM|99FIS07146|05/12/1999|ANDREA BUYGI                  |402 ALHAMBRA PLACE #7  MADISON          ||I
NEIMAN|WILLIAM|99FIS07146|05/12/1999|WILLIAM LEITSCHUCK, JR.       |269 ROBLEY ST., BOX 65  MONROE          ||I
NEIMAN|WILLIAM|99FIS07146|05/12/1999|FIRST NATIONAL BANK           |3225 23RD ST.  COLUMBUS, NE             ||F
NEIMAN|WILLIAM|99FIS07146|05/04/2000|COLFAX COUNTY                 |411 E 11TH ST SCHUYLER NE               ||I
NEIMAN|WILLIAM|99FIS07146|05/04/2000|CITY OF COLUMBUS              |2424 14TH ST COLUMBUS NE                ||I
NEIMAN|WILLIAM|99FIS07146|05/04/2000|PLATTE COUNTY                 |2410 14TH ST COLUMBUS NE                ||I
NEIMAN|WILLIAM|99FIS07146|05/04/2000|KATHLEEN LAUGHLIN             |13930 GOLD CIRCLE #201 OMAHA N          ||I
NEIMAN|WILLIAM|99FIS07146|05/04/2000|NEIMAN LAW OFFICE             |3100 23RD ST COLUMBUS NE                ||B
NEIMAN|WILLIAM|99FIS07146|05/04/2000|FIRST NEBRASKA BANK           |3225 23RD ST COLUMBUS NE                ||F
NEIMAN|WILLIAM|99FIS07146|05/04/2000|US BANK                       |COLUMBUS NE                             ||F
SOPER|RICHARD|99FIS07148|10/06/1999|SOPER PRODUTION               |P.O. BOX 190, KIMBALL, NE 6914          ||I
SOPER|RICHARD|99FIS07148|10/06/1999|DEBOARD OIL PRODUCTS          |LINCOLN, NE                             ||I
SOPER|RICHARD|99FIS07148|10/06/1999|HEARTLAND OIL & GAS           |                                        ||I
SOPER|RICHARD|99FIS07148|10/06/1999|KIMBALL COUNTRY CLUB          |EAST HWY 30                             ||B
SOPER|RICHARD|99FIS07148|10/06/1999|EVERTSON COMPANIES            |KIMBALL, NE                             ||G
SOPER|RICHARD|99FIS07148|10/06/1999|Z & S CONSTRUCTION            |KIMBALL, NE                             ||G
SOPER|RICHARD|99FIS07148|10/06/1999|FLO. ROBBINS                  |KIMBALL, NE                             ||G
BARTELS|LAVERN|99FIS07153|02/28/2000|LE ENTERPRISES                |286 N 9TH ST TECUMSEH NE                ||I
BARTELS|LAVERN|99FIS07153|02/28/2000|PRAIRIE HILLS RANCH           |TECUMSEH NE                             ||I
BARTELS|LAVERN|99FIS07153|02/28/2000|LAVERN BARTELS-RENTAL         |164 GREENLY ST TECUMSEH NE              ||I
BARTELS|LAVERN|99FIS07153|02/28/2000|ELOISE FASHION&DOLLAR STO     |185 S 3RD ST TECUMSEH NE                ||I
BARTELS|LAVERN|99FIS07153|02/28/2000|AMERICAN NATIONAL BANK        |310 BROADWAY TECUMSEH NE                ||F
BARTELS|LAVERN|99FIS07153|02/28/2000|FIRST FEDERAL LINCOLN BAN     |173 S 3RD ST TECUMSEH NE                ||F
BARTELS|LAVERN|99FIS07153|02/28/2000|LUTHERAN BROTHERHOOD INSU     |625 4TH AVE S MINNEAPOLIS MN            ||C
MCKENZIE|JAMES|99FIS07160|03/14/2000|STATE OF NEBRASKA             |PO BOX 94661 LINCOLN NE                 ||I
MCKENZIE|JAMES|99FIS07160|03/14/2000|NATIONAL BANK OF COMMERCE     |LINCOLN NE                              ||F
MCKENZIE|JAMES|99FIS07160|03/14/2000|NATIONAL BANK OF COMMERCE     |LINCOLN NE                              ||C
BEERMANN|LYNETTE|99FIS07171|01/18/2000|CLERK OF DISTRICT COURT       |PO BOX 66 DAKOTA CITY NE 68731          ||I
BEERMANN|LYNETTE|99FIS07171|01/18/2000|SIOUXLAND FED CREDIT UNIO     |SOUTH SIOUX CITY NE                     ||F
BEERMANN|LYNETTE|99FIS07171|01/18/2000|FIRSTAR BANK                  |SIOUX CITY IA                           ||F
BEERMANN|LYNETTE|99FIS07171|01/18/2000|SIOUXLAND BANK                |SOUTH SIOUX XITY NE                     ||F
BEERMANN|LYNETTE|99FIS07171|01/18/2000|LUTHERAN BROTHERHOOD          | IRA                                    ||S
BEERMANN|LYNETTE|99FIS07171|03/05/2001|CLERK OF DIST. COURT          |                                        ||I
BEERMANN|LYNETTE|99FIS07171|03/05/2001|SIOUXLAND FEDERAL CREDIT      |                                        ||F
BEERMANN|LYNETTE|99FIS07171|03/05/2001|FIRSTAR BANK                  |                                        ||F
BEERMANN|LYNETTE|99FIS07171|03/05/2001|SIOUXLAND BANK                |                                        ||F
GREGG|GENE|99FIS07188|03/02/2000|GREGG SAND GRAVEL & CONCR     |RR 1 BOX 149 AINSWORTH NE               ||I
GREGG|GENE|99FIS07188|03/02/2000|COMMUNITY SENIOR CENTER       |                                        ||B
GREGG|GENE|99FIS07188|03/02/2000|COMMERCIAL NATL BANK          |AINSWORTH NE                            ||F
GREGG|GENE|99FIS07188|03/02/2000|FIRST NATL BANK               |AINSWORTH NE                            ||F
HAINES|CARL|99FIS07191|03/01/2001|ADAMS BANK & TRUST            |375 N. SPRUCE ST                        ||F
HAINES|CARL|99FIS07191|03/01/2001|FARM CREDIT SRVC OF AMERI     |206 SOUTH 19TH STREET                   ||C
HAINES|CARL|99FIS07191|03/01/2001|UNITED STATE GOVERNMENT       |                                        ||I
HAINES|CARL|99FIS07191|03/01/2001|KEITH COUNTY                  |511 N. SPRUCE ST                        ||I
HAINES|CARL|99FIS07191|03/01/2001|USS INVESTMENT MANAGEMENT     |9800 FREDERICKSBURG RD                  ||I
HAINES|CARL|99FIS07191|03/01/2001|ST LUKE\'S CHURCH              |417 E 3RD ST                            ||B
HAINES|CARL|99FIS07191|03/01/2001|OGALLALA COUNTRY CLUB         |RR 1                                    ||B
HAINES|CARL|99FIS07191|03/01/2001|REGION II HHS                 |PO BOX 1208                             ||B
HAINES|CARL|99FIS07191|03/01/2001|SANDHILLS DISTRICT HEALTH     |55 E. RIVER ROAD                        ||B
HAINES|CARL|99FIS07191|03/01/2001|REGIONAL ECONOMIC DEVELOP     |411 E. 2ND STREET                       ||B
HAINES|CARL|99FIS07191|03/01/2001|W CENTRAL AREA AGENCY ON      |120 WEST SECOND STREET                  ||B
LARSON|MURRAY|99FIS07200|03/01/2000|SOCIAL SECURITY               |                                        ||I
LARSON|MURRAY|99FIS07200|03/01/2000|MID-AMERICAN PENISON          |                                        ||I
LARSON|MURRAY|99FIS07200|03/01/2000|DAKOTA CITY METHODIST CHU     |1520 LOCUST DAKOTA CITY NE              ||B
LARSON|MURRAY|99FIS07200|03/01/2000|NEBRASKA STATE BANK           |21ST & DAKOTA S SIOUX CITY NE           ||F
LARSON|MURRAY|99FIS07200|03/01/2000|MIDWEST CREDIT UNION          |2400 4TH SIOUX CITY IA                  ||F
LARSON|MURRAY|99FIS07200|03/01/2000|PIPER JAFFREY                 |                                        ||S
LARSON|MURRAY|99FIS07200|03/01/2000|WERNER GROUP                  |                                        ||S
SORENSEN|JAY|99FIS07228|03/01/2000|NELSON & ASSOC                |112 E 21ST S SIOUX CITY NE              ||I
SORENSEN|JAY|99FIS07228|03/01/2000|DAKOTA COUNTY BANK            |DAKOTA AVE S SIOUX CITY NE              ||F
GONKA|CHARLES|99FIS07251|02/28/2000|1ST NATIONAL BANK             |3225 23RD ST COLUMBUS NE                ||F
HAGGADONE|JERRY|99FIS06785|06/30/1999|RENTAL PROPERTY               |1023 PLATTE AVE.  YORK, NE              ||I
HAGGADONE|JERRY|99FIS06785|06/30/1999|MANUFACTURED HOUSING ASS.     |P.O. BOX 32309  OKLAHOMA CITY,          ||B
HAGGADONE|JERRY|99FIS06785|06/30/1999|MISSOURI MANUF. HOUSING       |INSTITUTE)  JEFFERSON CITY, MO          ||B
HAGGADONE|JERRY|99FIS06785|06/30/1999|NE MANUF. HOUSING INSTITU     |5300 WEST \"O\"  LINCOLN, NE              ||B
HAGGADONE|JERRY|99FIS06785|06/30/1999|1ST NATIONAL BANK OF YORK     |6TH & LINCOLN AVE.  YORK, NE            ||F
HAGGADONE|JERRY|99FIS06785|06/30/1999|AAL-AID ASSOC. FOR LUTHER     |                                        ||S
HAGGADONE|JERRY|99FIS06785|06/30/1999|AMERICAN EXP. FINANCIAL       |PLANNING)                               ||S
HAGGADONE|JERRY|99FIS06785|06/30/1999|FANTASTIC VENT                |                                        ||S
HAGGADONE|JERRY|99FIS06785|06/30/1999|CHAMPION ENTERPRISES          |                                        ||S
HAGGADONE|JERRY|99FIS06785|06/30/1999|YORK STATE BANK               |7TH & LINCOLN AVE.  YORK, NE            ||C
HAGGADONE|JERRY|99FIS06785|06/30/1999|CHAMPION HOME BUILDERS CO     |P.O. BOX 585  YORK, NE                  ||I
HAGGADONE|JERRY|99FIS06785|03/26/2001|CHAMPION HOME BLDRS.          |                                        ||I
HAGGADONE|JERRY|99FIS06785|03/26/2001|RENTAL PROPERTY               |406 E. 8TH, YORK                        ||I
HAGGADONE|JERRY|99FIS06785|03/26/2001|RENTAL PROPERTY               |406 NEBRASKA AVE, YORK                  ||I
HAGGADONE|JERRY|99FIS06785|03/26/2001|MANU. HOUSING OF OKLAHOMA     |                                        ||B
HAGGADONE|JERRY|99FIS06785|03/26/2001|MISSOURI MANU. HOUSING        |                                        ||B
HAGGADONE|JERRY|99FIS06785|03/26/2001|NE MANU. HOUSING INSTITUT     |                                        ||B
HAGGADONE|JERRY|99FIS06785|03/26/2001|RV/MH HERITAGE FOUNDATION     |                                        ||B
HAGGADONE|JERRY|99FIS06785|03/26/2001|1ST NATIONAL BANK OF YORK     |                                        ||F
HAGGADONE|JERRY|99FIS06785|03/26/2001|AAL                           |                                        ||S
HAGGADONE|JERRY|99FIS06785|03/26/2001|AMERICAN EXPRESS FIN. PLA     |                                        ||S
HAGGADONE|JERRY|99FIS06785|03/26/2001|FANTASTIC VENT                |                                        ||S
HAGGADONE|JERRY|99FIS06785|03/26/2001|CHAMPION ENTERPRISES          |                                        ||S
TINES|CHARLES|99FIS06797|03/21/2001|WESTERN NE FARM CO.           |                                        ||I
TINES|CHARLES|99FIS06797|03/21/2001|VENANGO FARM LLC              |                                        ||I
TINES|CHARLES|99FIS06797|03/21/2001|FARM SERVICE AGENCY           |                                        ||I
TINES|CHARLES|99FIS06797|03/21/2001|WASHINGTON MUTUAL FUNDS       |                                        ||I
TINES|CHARLES|99FIS06797|03/21/2001|NE WHEAT GROWERS              |                                        ||B
TINES|CHARLES|99FIS06797|03/21/2001|VENANGO LIONS                 |                                        ||B
TINES|CHARLES|99FIS06797|03/21/2001|ADAMS BANK-TRUST              |                                        ||F
LANG|LANCE|99FIS06801|05/13/1999|CITY OF KEARNEY               |18 E. 22ND ST.  KEARNEY, NE             ||I
LANG|LANCE|99FIS06801|05/13/1999|PLATTE VALLEY STATE BANK      |2222 1ST AVE.  KEARNEY, NE              ||F
REEVES|KATHLEEN|99FIS06806|05/17/1999|G.E.                          |                                        ||S
REEVES|KATHLEEN|99FIS06806|05/17/1999|LUCENT                        |                                        ||S
REEVES|KATHLEEN|99FIS06806|05/17/1999|FREMONT TRUST ACCOUNT         |                                        ||S
REEVES|KATHLEEN|99FIS06806|05/17/1999|LINSCO ACCOUNT                |                                        ||S
REEVES|KATHLEEN|99FIS06806|05/17/1999|THE COPY SHOP                 |222 W. MILITARY  FREMONT, NE            ||I
REEVES|KATHLEEN|99FIS06806|05/17/1999|STATE OF NEBRASKA             |PROPERTY TAX DIVISION                   ||I
REEVES|KATHLEEN|99FIS06806|05/17/1999|FREMONT NATIONAL BANK         |FREMONT, NE                             ||F
REEVES|KATHLEEN|99FIS06806|05/17/1999|TRAVELERS                     |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|FIRST STATE BANK OF HORDV     |P.O. BOX 65  HORDVILLE, NE              ||F
KING|ROBERT|99FIS06818|06/03/1999|FIRST STATE BANK OF LOOMI     |P.O. BOX 230  LOOMIS, NE                ||F
KING|ROBERT|99FIS06818|06/03/1999|FIRST NAT\'L. BANK OF WILC     |P.O. BOX 208  WILCOX, NE                ||F
KING|ROBERT|99FIS06818|06/03/1999|PLATTE VALLEY STATE BANK      |2222 1ST AVE.  KEARNEY, NE              ||F
KING|ROBERT|99FIS06818|06/03/1999|LINCOLN FEDERAL SAVINGS       |720 4TH AVE.  HOLDREGE, NE              ||F
KING|ROBERT|99FIS06818|06/03/1999|HOME FEDERAL SAVINGS/LOAN     |P.O. BOX 960  LEXINGTON, NE             ||F
KING|ROBERT|99FIS06818|06/03/1999|HARLAN COUNTY BANK            |P.O. BOX 140  ALMA, NE                  ||F
KING|ROBERT|99FIS06818|06/03/1999|MUNICIPAL BONDS               |                                        || 
KING|ROBERT|99FIS06818|06/03/1999|MERRICK CO. SCHOOL BOARD      |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|MUNICIPAL ENERGY AGENCY       |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|CITY OF HASTINGS BOND         |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|PHELPS CO. SCHOOL BOND        |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|OMAHA AUDITORIUM REVENUE      |BOND)                                   ||S
KING|ROBERT|99FIS06818|06/03/1999|WESTSIDE COMM. SCHOOLS        |BOND)                                   ||S
KING|ROBERT|99FIS06818|06/03/1999|COLFAX CO. SCHOOL BOND        |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|UNIVERSITY OF NE BOARD OF     |REGENTS BONDS)                          ||S
KING|ROBERT|99FIS06818|06/03/1999|CREIGHTON UNIVERSITY BOND     |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|PHELPS HOSPITAL AUTH.         |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|DOUGLAS CO. HOSPITAL REV.     |                                        ||S
KING|ROBERT|99FIS06818|06/03/1999|HOLDREGE DAILY CITIZEN        |P.O. BOX 344  HOLDREGE, NE              ||I
KING|ROBERT|99FIS06818|06/03/1999|ERICKSON FAMILY PARTNERSH     |HWY. 66  HORDVILLE, NE                  ||I
KING|ROBERT|99FIS06818|06/03/1999|ROBERT D. KING-FARM           |2203 HWY. 66  HORDVILLE, NE             ||I
KING|ROBERT|99FIS06818|06/03/1999|HERITAGE APARTMENTS           |HOLDREGE, NE  68949                     ||B
KING|ROBERT|99FIS06818|06/03/1999|FIRST NAT\'L. BANK OF HOLD     |401 E. AVE.  HOLDREGE, NE               ||F
KING|ROBERT|99FIS06818|06/03/1999|UNITED NEBRASKA BANK          |424 E. AVE.  HOLDREGE, NE               ||F
KING|ROBERT|99FIS06818|06/03/1999|NORWEST BANK OF NEBRASKA      |1919 DOUGLAS  OMAHA, NE                 ||F
LUNDBERG|RHONDA|99FIS06819|07/09/1999|SITEL CORPORATION             |OMAHA, NE                               ||I
LUNDBERG|RHONDA|99FIS06819|07/09/1999|WESTSIDE COMM. SCHOOLS        |                                        ||I
LUNDBERG|RHONDA|99FIS06819|07/09/1999|THE BENEFIT GROUP, INC.       |                                        ||I
LUNDBERG|RHONDA|99FIS06819|07/09/1999|AMERICAN NATIONAL BANK        |OMAHA, NE                               ||F
LUNDBERG|RHONDA|99FIS06819|07/09/1999|NORWEST BANK, N.A.            |OMAHA, NE                               ||F
SELLIN|DUANE|99FIS06825|04/04/2000|DUANE SELLIN DAIRY FARM       |                                        ||I
SELLIN|DUANE|99FIS06825|04/04/2000|NORTHEAST NE MILK PRODUCE     |                                        ||B
FLEMING|GORDON|99FIS06896|03/02/2000|MIDWEST BANK                  |DESHLER NE                              ||C
WARD|CHARLES|99FIS06901|10/24/2000|COMUNITY 1ST BANK             |CODY, NE                                ||F
WARD|CHARLES|99FIS06901|10/24/2000|WELLS FARGO                   |VALENTINE, NE                           ||F
WARD|CHARLES|99FIS06901|10/24/2000|FIRST NATIONAL BANK           |VALENTINE, NE                           ||F
WARD|CHARLES|99FIS06901|10/24/2000|DAIN RAUSCHER                 |1230 O ST, LINCOLN                      ||F
WARD|CHARLES|99FIS06901|10/24/2000|MCURTREY TRUST                |COMUNITY 1ST BANK                       ||I
WARD|CHARLES|99FIS06901|10/24/2000|DAIN RAUSCHER                 |1230 O STREET                           ||I
WARD|CHARLES|99FIS06901|10/24/2000|MORGAN STANLEY DEAN WITTE     |2900 S 70TH STREET                      ||I
WARD|CHARLES|99FIS06901|10/24/2000|WARD PLG & HEATING            |308 EAST HWY 20                         ||I
NUTT|THOMAS|99FIS06904|05/07/1999|STATE OF NE RETIREMENT SY     |301 CENTENNIAL MALL SOUTH  LIN          ||I
NUTT|THOMAS|99FIS06904|05/07/1999|EPPLEY EXPRESS                |3212 AVE. L  KEARNEY, NE                ||I
NUTT|THOMAS|99FIS06904|05/07/1999|FIRST NATIONAL BANK           |401 EAST AVE.  HOLDREGE, NE             ||F
NUTT|THOMAS|99FIS06904|05/07/1999|NEBRASKA CREDIT UNION         |330 S. 16TH STREET  LINCOLN, N          ||F
NUTT|THOMAS|99FIS06904|05/07/1999|U.S. SAVINGS BOND             |                                        ||S
NUTT|THOMAS|99FIS06904|05/07/1999|FIRST NATIONAL BANK           |401 E. AVE  HOLDREGE, NE                ||C
NUTT|THOMAS|99FIS06904|05/07/1999|UNION BANK & TRUST CO.        |P.O. BOX 6155  LINCOLN, NE              ||C
NUTT|THOMAS|99FIS06904|05/07/1999|GREAT LAKES HIGHER ED. CO     |P.O. BOX 2992  MILWAUKEE, WI            ||C
NUTT|THOMAS|99FIS06904|05/07/1999|UNIVERSAL CARD SERVICES C     |P.O. BOX 6018  THE LAKES, NV            ||C
NUTT|THOMAS|99FIS06904|05/07/1999|BYRON ANDERSON                |129 W. 7TH AVE.  HOLDREGE, NE           ||G
NUTT|THOMAS|99FIS06904|05/07/1999|W.J. CARPENTER TRUCKING I     |310 6TH STREET BOX 597  ARAPAH          ||G
KREMER|ROBERT|99FIS06918|03/16/2000|KREMER FARMS INC              |1602 E 11TH RD AURORA NE                ||I
KREMER|ROBERT|99FIS06918|03/16/2000|BLUE VALLEY FARM INC          |1602 E 11TH RD AURORA NE                ||I
KREMER|ROBERT|99FIS06918|03/16/2000|HAMILTON FEEDS INC            |1602 E 11TH RD AURORA NE                ||B
KREMER|ROBERT|99FIS06918|03/16/2000|NE ENERGY CO-OP INC           |AURORA NE                               ||B
KREMER|ROBERT|99FIS06918|03/16/2000|MINNESOTA CORN PROCESSOR      |MARSHALL MN                             ||B
KREMER|ROBERT|99FIS06918|03/16/2000|FIRST NATIONAL BANK           |1101 12TH ST AURORA NE                  ||F
KREMER|ROBERT|99FIS06918|03/16/2000|NEBRASKA CLUB                 |2000 FIRSTIER BANK BLDG LINCOL          ||G
KREMER|ROBERT|99FIS06918|03/20/2001|KREMER FARMS INC.             |1602 E 11TH ROAD                        ||I
KREMER|ROBERT|99FIS06918|03/20/2001|BLUE VALLEY FARM, INC.        |1602 E 11TH ROAD                        ||I
KREMER|ROBERT|99FIS06918|03/20/2001|KMM CATTLE                    |1602 E 11TH ROAD                        ||I
KREMER|ROBERT|99FIS06918|03/20/2001|STATE OF NEBRASKA             |LINCOLN, NE                             ||I
