Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description|unknownNumeric
ANNE BOYLE FOR PUBLIC SERVICE COMMISSION|99CAC00149|01/28/2004|03/26/2003|1300|C|DATE CASH REFUND TO NESTATETPEL FOR CFLA|1158
FRANK BROWN FOR CITY COUNCIL|99CAC00151|05/20/2009|04/27/2009|2000|A|Contributions from April fundraiser|4949
BRUNING FOR LEGISLATURE|99CAC00152|06/12/2001|06/12/2001|46991.78|O|MISC. ADDT FROM SALE OF INVESTMENTS     |1195
BRUNING FOR LEGISLATURE|99CAC00152|06/12/2001|06/12/2001|72483.68|O|TRANSFER TO BRUNING FOR ATTORNEY GENERAL|1195
BRUNING FOR LEGISLATURE|99CAC00152|04/10/2000|03/06/2000|38731|O|NE GENERAL OBLIGATION TAX FREE BONDS    |1189
BRUNING FOR LEGISLATURE|99CAC00152|04/10/2000|03/06/2000|10000|O|INVESTMENT 1000 UNITS NUVEEN SECTOR PORT|1189
BRUNING FOR LEGISLATURE|99CAC00152|01/19/2000|04/05/1999|1007|C|SALE OF 1/2 OF NEW COMPUTER FOR PERSONAL|1188
BRUNING FOR LEGISLATURE|99CAC00152|01/19/2000|04/01/1999|730|C|SALE OF OLD COMPUTERS                   |1188
BRUNING FOR LEGISLATURE|99CAC00152|01/19/2000|04/05/1999|2013.99|C|NE FURNITURE MART COMPUTER PURCHASE     |1188
MIKE CAVANAUGH FOR O.P.P.D.|99CAC00154|08/19/2004|08/12/2004|39.56|O|TRANSFER TO CITY COUNCIL COMMITTEE      |1206
DAN PITTMAN FOR SARPY COUNTY ASSESSOR|99CAC00354|02/12/2001|05/19/2000|26.5|O|FINE FOR LATE FILING FEE TO NADC        |2292
BOB TWISS FOR OPPD COMMITTEE|99CAC00368|01/28/2008|12/31/2007|47|A|transfer from Bob Twiss for Legislature|5028
FARMERS AND RANCHERS FOR TAX FAIRNESS|99BQC00027|02/23/2000|10/19/1999|2055|O|PAYABLE TO CENTER FOR RURAL AFFAIRS FORG|144
FARMERS AND RANCHERS FOR TAX FAIRNESS|99BQC00027|02/23/2000|10/19/1999|750|O|PLEDGE DETERMINED TO BE UNCOLLECTABLE   |144
QUANDAHL FOR LEGISLATURE|99CAC00384|01/30/2002|08/20/2001|779|C|EXCESS CFLA LIMIT RETURED TO STATE CHAMB|2136
QUANDAHL FOR LEGISLATURE|99CAC00384|10/31/2000|10/23/2000|-15|C|CHECK BOOK ERROR                        |2134
QUANDAHL FOR LEGISLATURE|99CAC00384|04/12/2000|04/04/2000|-25|C|CHECKBOOK ERROR                         |2130
ANNETTE MCROY FOR CITY COUNCIL|99CAC00385|05/04/2010|12/31/2009|-2|A|Overstated contribution on 2007 Post Gen|6758
ANNETTE MCROY FOR CITY COUNCIL|99CAC00385|05/04/2010|12/31/2009|-250|A|Expenditures omitted from 2007 Post Gen|6758
ANNETTE MCROY FOR CITY COUNCIL|99CAC00385|05/04/2010|12/31/2009|-2|A|Overstated contributions on 2nd Pri 2007|6758
ANNETTE MCROY FOR CITY COUNCIL|99CAC00385|05/04/2010|12/31/2009|-205.12|A|Expenditure omitted from 2004 Annual|6758
NEBRASKANS FOR LIMITED TERMS|99BQC00032|01/29/2002|10/29/2002|160.75|C|TO REFLECT ACTUAL CASH BALANCE          |167
NEBRASKANS FOR LIMITED TERMS|99BQC00032|05/31/2000|04/27/2000|100|O|LATE FILING FEE                         |160
NEBRASKANS FOR LIMITED TERMS|99BQC00032|05/31/2000|04/27/2000|44|O|POST OFFICE BOX RENT                    |160
NEBRASKANS FOR LIMITED TERMS|99BQC00032|11/01/1999|10/05/1999|150|O|PAYMENT FOR STORAGE OF PETITIONS        |153
ERROL WELLS FOR LEGISLATURE COMMITTEE|99CAC00404|01/09/2001|01/04/2000|.06|C|MISREAD CHECK AMOUNT WHEN ENTERING      |2171
ERROL WELLS FOR LEGISLATURE COMMITTEE|99CAC00404|01/09/2001|01/04/2000|100|C|ADJUSTMENT FROM NADC                    |2171
ERROL WELLS FOR LEGISLATURE COMMITTEE|99CAC00404|05/01/2000|04/24/2000|26.79|C|PURCHASED CHECKS FOR BANK ACCT.         |2167
CLIFF HERD FOR CITY COUNCIL DISTRICT 6|99CAC00406|03/06/2001|01/05/2001|6000|O|REF TO CONTRIB: GEORGE GROGAN           |2183
CLIFF HERD FOR CITY COUNCIL DISTRICT 6|99CAC00406|03/06/2001|01/04/2001|500|O|REF OF DEP TO THE LUND CO.              |2183
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/16/2002|01/08/2001|126|O|REFUND ON OVER CHARGE - KTCH WAYNE RADIO|2236
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/16/2002|01/31/2001|67.97|O|INTEREST ON CHECKING                    |2236
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/17/2001|11/30/2000|6.22|O|INTEREST, CHECKING ACCOUNT              |2235
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/17/2001|10/31/2000|24.92|O|INTEREST, COLERIDGE BANK                |2235
BOB DICKEY FOR LEGISLATURE|99CAC00407|10/11/2000|08/22/2000|78.98|O|INTEREST - COOLRIDGE BANK               |2233
BOB DICKEY FOR LEGISLATURE|99CAC00407|06/20/2000|05/30/2000|26.55|O|INTEREST COLERIDGE NATIONAL BANK        |2232
BOB DICKEY FOR LEGISLATURE|99CAC00407|06/20/2000|04/30/2000|28.13|O|INTEREST COLERIDGE NATIONAL BANK        |2232
BOB DICKEY FOR LEGISLATURE|99CAC00407|04/10/2000|03/28/2000|11.46|O|COLERIDGE NATIONAL BANK - INTEREST      |2230
BOB DICKEY FOR LEGISLATURE|99CAC00407|04/10/2000|02/29/2000|8.09|O|COLERIDGE NATIONAL BANK - INTEREST      |2230
BOB DICKEY FOR LEGISLATURE|99CAC00407|04/10/2000|01/31/2000|8.61|O|COLERIDGE NATIONAL BANK - INTEREST      |2230
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|12/31/1999|6.82|C|INTEREST                                |2229
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|11/30/1999|4.69|C|INTEREST                                |2229
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|10/30/1999|4.52|C|INTEREST                                |2229
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|09/30/1999|4.4|C|INTEREST                                |2229
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|08/30/1999|4.57|C|INTEREST                                |2229
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|07/30/1999|6.67|C|INTEREST                                |2229
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|06/30/1999|8.37|C|INTEREST                                |2229
BOB DICKEY FOR LEGISLATURE|99CAC00407|01/28/2000|05/30/1999|2.4|C|INTEREST                                |2229
FERLIC FOR REGENT|99CAC00408|10/26/2006|10/11/2006|127|A|REFUND FROM ADVERTISING AND SUPPLY FOR W|5446
RAY AGUILAR FOR LEGISLATURE|99CAC00411|01/22/2009|05/02/2008|114.35|A|Reimbursement for tuxedo rental in 2007|5987
RAY AGUILAR FOR LEGISLATURE|99CAC00411|01/28/2008|12/31/2007|1297.53|A|reimburse campaign account|5033
RAY AGUILAR FOR LEGISLATURE|99CAC00411|05/03/2004|01/01/1900|0|C|                                        |2321
RAY AGUILAR FOR LEGISLATURE|99CAC00411|04/13/2004|01/27/2004|500|C|DEDUCTION FROM SENATOR'S CHECKING ACCT  |2320
RAY AGUILAR FOR LEGISLATURE|99CAC00411|02/02/2004|01/27/2003|500|C|DEDUCTION FROM SENATOR'S ACCOUNT TO ADJU|2319
RAY AGUILAR FOR LEGISLATURE|99CAC00411|01/28/2003|02/25/2002|673.39|O|SEN. AGUILAR REIMBURSED CAMPAIGN ACCOUNT|2318
RAY AGUILAR FOR LEGISLATURE|99CAC00411|01/30/2002|10/15/2001|50|C|CHECK ERROR                             |2317
RAY AGUILAR FOR LEGISLATURE|99CAC00411|01/30/2002|01/12/2001|242.16|C|DUPLICATION OF CHECKS ADJUSTMENT        |2317
MATTHEW L. MONTAG|99CAC00416|02/01/2002|12/31/2002|226.48|C|RETURN OF CONTRIBUTION TO CANDIDATE     |2339
VOTE NO ON DOMA COMMITTEE|99BQC00046|12/20/2000|11/20/2000|936|C|REFUND FROM ZAISS & CO FOR UNUSED MEDIA |39
VOTE NO ON DOMA COMMITTEE|99BQC00046|12/20/2000|11/17/2000|200|C|UNUSED PETTY CASH RETURNED              |39
VOTE NO ON DOMA COMMITTEE|99BQC00046|12/20/2000|11/17/2000|250|C|SALE OF COMPUTER                        |39
VOTE NO TO SAVE LIVES|99BQC00048|02/19/2002|07/12/2001|738.67|O|REFUNDED TO LINCOLN FIREFIGHTERS ASSN 64|46
NE COALITION FOR THE PROTECTION OF MARRIAGE CORP.|99BQC00050|02/03/2004|05/28/2003|557.72|C|REFUND FROM POSTMASTER                  |55
ADAMS FOR MAYOR|99CAC00509|12/20/2000|11/29/2000|1500|O|REFUND MONIES FROM ST OF NE A&D COMM REQ|2817
ADAMS FOR MAYOR|99CAC00509|09/26/2000|03/24/2000|500|A|                                        |2815
NEBRASKANS AGAINST OUTSIDE INFLUENCE|99BQC00058|01/29/2002|11/06/2001|15|C|RETURN MAIL FROM UNION BANK OCT/NOV/DEC |64
PATRICK LEAHY FOR METRO COLLEGE (DISSOLVED)|99CAC00530|01/07/2005|11/06/2004|122.07|O|RETURN OF STAKE'S NOT USED TO LOWE'S    |2686
PATRICK LEAHY FOR METRO COLLEGE (DISSOLVED)|99CAC00530|02/02/2007|04/02/2007|180.65|A|dissolution of funds to commmittee's con|6358
CITIZENS FOR QUALITY GROWTH|99BQC00060|04/09/2001|03/20/2001|100|C|VOID CK TO CITY CLERK FOR SIGN PERMITS  |71
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|01/30/2012|12/14/2011|81099.11|O|cash in certificates of deposit|12105
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|01/12/2005|02/27/2004|-30532.92|C|DEPOSITED INTO TWO CERTIFICATES OF DEPOS|2836
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|02/03/2004|01/10/2003|14156.56|C|THIS AMOUNT WAS DEPOSITED INTO A C.D.   |2835
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|01/30/2003|12/31/2002|144.89|O|INTEREST ON CD ADDED BACK TO PRINCIPAL  |2834
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|02/04/2002|07/02/2001|6000|O|TRANSFER FROM CHECKING TO CD            |2833
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|01/29/2008|12/31/2007|1384.7|O|interest income to cd|5598
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|01/29/2008|12/21/2007|31105.22|O|transfer to cd|5598
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|01/29/2008|05/17/2007|35000|O|transfer to cd|5598
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|01/23/2006|06/13/2005|8000|A|CD PURCHASED FOR $8000|3552
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|03/05/2005|02/28/2005|30209.9|A|CASHED IN CERTIFICATE OF DEPOSIT|3524
THE COMMITTEE TO ELECT CHUCK SIGERSON|99CAC00547|03/05/2005|02/16/2005|20600.43|A|CASHED IN CERTIFICATE OF DEPOSIT|3524
LANGDON FOR CITY COUNCIL|99CAC00549|12/18/2001|05/11/2001|650.99|C|CARRY FORWARD ERR FROM 03-20-01 TO 05-08|2849
LANGDON FOR CITY COUNCIL|99CAC00549|05/14/2001|05/11/2001|100|C|ERROR ON SUMMARY OF RECEIPTS            |2848
LANGDON FOR CITY COUNCIL|99CAC00549|05/14/2001|05/11/2001|750|C|ERROR ON SUMMARY OF RECEIPTS            |2848
SIVICK FOR CITY COUNCIL|99CAC00550|05/08/2001|04/09/2001|506.53|C|REFUND FROM GOODKIND & GOODKIND         |2852
CITIZENS FOR GERNANDT|99CAC00552|01/26/2012|12/31/2011|4.38|A|total of interest from fn bank|12021
CITIZENS FOR GERNANDT|99CAC00552|01/26/2012|07/05/2011|300|A|return check #1734|12021
CITIZENS FOR GERNANDT|99CAC00552|01/31/2003|12/31/2002|-63.2|C|MATH ERROR                              |2863
CITIZENS FOR GERNANDT|99CAC00552|01/31/2003|12/31/2002|-15.13|C|BANK FEES & SERVICE CHARGES             |2863
CITIZENS FOR GERNANDT|99CAC00552|01/31/2003|12/29/2002|-150|A|OUTSTANDING CHECKS                      |2863
CITIZENS FOR GERNANDT|99CAC00552|06/26/2001|05/21/2001|226.72|C|REFUND FROM DCM                         |2862
CITIZENS FOR GERNANDT|99CAC00552|06/26/2001|05/01/2001|-100|C|RETURNED CHECK                          |2862
CITIZENS FOR GERNANDT|99CAC00552|03/26/2001|02/28/2001|10|C|BANK EARNINGS CREDIT                    |2860
CITIZENS FOR GERNANDT|99CAC00552|03/26/2001|02/28/2001|2.55|C|BANK FEE                                |2860
CITIZENS FOR GERNANDT|99CAC00552|03/26/2001|02/28/2001|50|C|RETURN CHECK                            |2860
CITIZENS FOR GERNANDT|99CAC00552|03/30/2009|03/15/2009|50|A|OCCC (outstanding check)|6137
CITIZENS FOR GERNANDT|99CAC00552|03/30/2009|03/04/2009|12|A|cleared br neighbor association|6137
CITIZENS FOR GERNANDT|99CAC00552|03/30/2009|03/05/2009|8918.45|A|cleared design 4 campaign signs|6137
CITIZENS FOR GERNANDT|99CAC00552|01/31/2008|12/31/2007|1000|A|outstanding check truman dinner|5613
CITIZENS FOR GERNANDT|99CAC00552|01/31/2008|12/31/2007|25|A|outstanding check nordquist for legislat|5613
CITIZENS FOR GERNANDT|99CAC00552|01/31/2008|12/31/2007|51.15|A|outstanding check mathew bender & co|5613
CITIZENS FOR GERNANDT|99CAC00552|01/31/2008|12/31/2007|75|A|outstanding check south omaha optimist c|5613
CITIZENS FOR GERNANDT|99CAC00552|01/31/2008|12/31/2007|25|A|outstanding check st. peter & paul churc|5613
CITIZENS FOR GERNANDT|99CAC00552|01/31/2008|12/31/2007|20|A|outstanding check q street merchants|5613
CITIZENS FOR GERNANDT|99CAC00552|05/05/2009|03/24/2009|50|A|occc(outstanding check)|4405
CITIZENS FOR GERNANDT|99CAC00552|03/30/2009|03/13/2009|73|A|clearedhdz annual dues|6137
CITIZENS FOR GERNANDT|99CAC00552|03/30/2009|03/06/2009|500|A|clearedjessica r campaign mgr fees|6137
CITIZENS FOR GERNANDT|99CAC00552|01/31/2011|03/31/2010|50|A|Return Check #1664|9506
CITIZENS FOR GERNANDT|99CAC00552|03/12/2009|03/02/2009|8918.45|A|Design 4 Campaign signs|4378
CITIZENS FOR GERNANDT|99CAC00552|03/12/2009|03/03/2009|73|A|HDZ annual dues|4378
CITIZENS FOR GERNANDT|99CAC00552|03/12/2009|03/02/2009|500|A|Jessica R; Campaign Mgr fees|4378
CITIZENS FOR GERNANDT|99CAC00552|03/12/2009|02/26/2009|12|A|BR Neighbor Association|4378
CITIZENS FOR GERNANDT|99CAC00552|01/27/2009|12/24/2008|40|A|Check # 1569|6395
CITIZENS FOR GERNANDT|99CAC00552|01/27/2009|11/10/2008|20|A|Check #1555|6395
CITIZENS FOR GERNANDT|99CAC00552|01/28/2010|12/21/2009|55.09|A|Outstanding ck |7064
CITIZENS FOR GERNANDT|99CAC00552|01/28/2010|11/23/2009|10|A|Outstanding ck |7064
CITIZENS FOR GERNANDT|99CAC00552|01/28/2010|09/02/2009|25|A|Outstanding ck |7064
CITIZENS FOR GERNANDT|99CAC00552|01/29/2007|12/31/2006|49.12|A|outstanding check|5260
CITIZENS FOR GERNANDT|99CAC00552|01/29/2007|12/31/2006|35.92|A|outstanding check|5260
GALE FOR SECRETARY OF STATE|99CAC00553|02/03/2012|12/31/2011|-14.33|A|transfer to savings|12343
GALE FOR SECRETARY OF STATE|99CAC00553|02/03/2012|12/09/2011|1300|A|transfer to checking|12343
GALE FOR SECRETARY OF STATE|99CAC00553|02/03/2012|03/30/2011|3000|A|transfer to checking|12343
GALE FOR SECRETARY OF STATE|99CAC00553|02/03/2012|02/28/2011|80.06|A|telephone refund - verizon|12343
GALE FOR SECRETARY OF STATE|99CAC00553|02/03/2012|02/28/2011|1192.52|A|advertising refund - radio media|12343
GALE FOR SECRETARY OF STATE|99CAC00553|02/03/2012|01/31/2011|2500|A|transfer to checking|12343
GALE FOR SECRETARY OF STATE|99CAC00553|01/21/2005|12/31/2004|20.61|O|TRANSFER SAVINGS                        |2876
GALE FOR SECRETARY OF STATE|99CAC00553|01/21/2005|03/03/2004|8000|O|TRANSFER SAVINGS                        |2876
GALE FOR SECRETARY OF STATE|99CAC00553|01/08/2003|12/31/2002|1888.47|O|TRANSFER FROM SAVINGS                   |2874
GALE FOR SECRETARY OF STATE|99CAC00553|01/08/2003|12/01/2002|-24.36|O|TRANSFER TO SAVINGS                     |2874
GALE FOR SECRETARY OF STATE|99CAC00553|10/24/2002|10/09/2002|-500|O|TRANSFER TO SAVINGS                     |2873
GALE FOR SECRETARY OF STATE|99CAC00553|10/24/2002|10/16/2002|3000|O|TRANSFER FROM SAVINGS                   |2873
GALE FOR SECRETARY OF STATE|99CAC00553|10/24/2002|10/10/2002|4000|O|TRANSFER FROM SAVINGS                   |2873
GALE FOR SECRETARY OF STATE|99CAC00553|10/24/2002|10/07/2002|8000|O|TRANSFER FROM SAVINGS                   |2873
GALE FOR SECRETARY OF STATE|99CAC00553|06/21/2002|04/13/2002|77.1|C|TRANSFER TO SAVINGS                     |2871
GALE FOR SECRETARY OF STATE|99CAC00553|05/02/2002|04/13/2002|1133.72|C|TRANSFER FROM SAVINGS                   |2870
GALE FOR SECRETARY OF STATE|99CAC00553|04/11/2002|01/15/2002|15776.85|C|TRANSFER FROM SAVINGS                   |2869
GALE FOR SECRETARY OF STATE|99CAC00553|02/01/2002|12/31/2001|31504|C|TRANSFER TO SAVINGS                     |2868
GALE FOR SECRETARY OF STATE|99CAC00553|01/31/2002|06/30/2001|7723|C|TRANSFER TO SAVINGS                     |2867
GALE FOR SECRETARY OF STATE|99CAC00553|04/12/2010|02/02/2010|206|A|reimburse campaign overpayment|6710
GALE FOR SECRETARY OF STATE|99CAC00553|01/30/2010|12/31/2009|5.18|A|transfer to savings|6677
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2008|03/30/2007|26.96|O|Refund from Windstream exp 2007|4440
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2008|01/03/2007|352|O|Refund from Continental Insur., exp 2006|4440
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2008|12/31/2007|-53.6|O|Interest income deposited in savings acc|4440
GALE FOR SECRETARY OF STATE|99CAC00553|01/16/2007|12/31/2006|17.59|A|INTEREST|5406
GALE FOR SECRETARY OF STATE|99CAC00553|01/27/2006|09/06/2005|8700|O|TRANSFER TO SAVINGS|3922
GALE FOR SECRETARY OF STATE|99CAC00553|06/21/2010|05/28/2010|-20.62|A|Transfer to savings|6831
GALE FOR SECRETARY OF STATE|99CAC00553|06/21/2010|04/30/2010|-21.72|A|Transfer to savings|6831
GALE FOR SECRETARY OF STATE|99CAC00553|04/12/2010|01/29/2010|-40000|A|transfer to savings|6710
GALE FOR SECRETARY OF STATE|99CAC00553|04/12/2010|04/06/2010|-23.8|A|transfer to savings|6710
GALE FOR SECRETARY OF STATE|99CAC00553|04/12/2010|04/01/2010|-22000|A|transfer to savings|6710
GALE FOR SECRETARY OF STATE|99CAC00553|10/27/2006|10/16/2006|192.6|O|VOIDED CHECK|5459
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2011|12/08/2010|187|A|overpayment of insurance|8914
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2011|12/06/2010|270.58|A|canceled insurance, reimb. premium|8914
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2011|12/31/2010|-2.09|A|transfer to savings|8914
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2011|11/30/2010|-2.16|A|transfer to savings|8914
GALE FOR SECRETARY OF STATE|99CAC00553|01/11/2011|10/29/2010|-1.95|A|transfer to savings|8914
GALE FOR SECRETARY OF STATE|99CAC00553|10/26/2010|09/30/2010|-17.04|A|Transfer to Savings|8028
GALE FOR SECRETARY OF STATE|99CAC00553|10/04/2010|09/24/2010|55000|A|Transfer to checking|7502
GALE FOR SECRETARY OF STATE|99CAC00553|10/04/2010|08/31/2010|-20.64|A|Transfer to Savings|7502
GALE FOR SECRETARY OF STATE|99CAC00553|10/04/2010|07/30/2010|-20.72|A|Transfer to Savings|7502
GALE FOR SECRETARY OF STATE|99CAC00553|10/04/2010|06/30/2010|-24.31|A|Transfer to Savings|7502
GALE FOR SECRETARY OF STATE|99CAC00553|04/12/2010|01/11/2010|.36|A|paypal verify|6710
GALE FOR SECRETARY OF STATE|99CAC00553|01/29/2010|06/30/2009|5.5|A|transfer to savings|6675
GALE FOR SECRETARY OF STATE|99CAC00553|10/10/2006|09/25/2006|9068.86|O|TRANSFER FROM SAVING TO CHECKING|4729
GALE FOR SECRETARY OF STATE|99CAC00553|10/10/2006|10/03/2006|210.77|O|INTEREST EARNED IN SAVINGS|4729
GALE FOR SECRETARY OF STATE|99CAC00553|10/10/2006|09/25/2006|26567.33|O|TRANSFER FROM SAVINGS TO CHECKING|4729
GALE FOR SECRETARY OF STATE|99CAC00553|01/29/2009|12/31/2008|-22.38|O|Interest Income deposited in savings acc|4795
GALE FOR SECRETARY OF STATE|99CAC00553|06/19/2006|05/10/2006|1.74|O|INTEREST EARNED IN SAVINGS|6308
GALE FOR SECRETARY OF STATE|99CAC00553|06/19/2006|05/31/2006|40.99|O|INTEREST EARNED IN SAVINGS|6308
GALE FOR SECRETARY OF STATE|99CAC00553|06/19/2006|04/28/2006|24.03|O|INTEREST EARNED IN SAVINGS|6308
GALE FOR SECRETARY OF STATE|99CAC00553|06/19/2006|05/17/2006|11000|O|TRANSFER TO SAVINGS|6308
GALE FOR SECRETARY OF STATE|99CAC00553|05/02/2006|04/24/2006|2.17|O|TRANSFER TO SAVINGS|3811
GALE FOR SECRETARY OF STATE|99CAC00553|04/10/2006|04/01/2006|83.12|O|TRANSFER TO SAVINGS|4217
GALE FOR SECRETARY OF STATE|99CAC00553|03/31/2006|12/13/2005|10000|O|TRANSFER TO SAVINGS|4139
GALE FOR SECRETARY OF STATE|99CAC00553|03/31/2006|12/31/2005|71.09|O|TRANSFER TO SAVINGS|4139
GALE FOR SECRETARY OF STATE|99CAC00553|01/27/2006|05/01/2005|1500|O|TRANSFER TO SAVINGS|3922
GALE FOR SECRETARY OF STATE|99CAC00553|01/27/2006|06/30/2005|16.55|O|TRANSFER TO SAVINGS|3922
DANEK FOR DISTRICT #1|99CAC00557|03/16/2005|01/20/2005|25|O|BANK INCENTIVE FOR NEW CHECKING ACCOUNT|3530
LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)|99BQC00064|05/22/2001|05/22/2001|130.22|C|CASHIERS CHECK TO UNITED WAY            |77
MAYHEW FOR SCHOOL BOARD|99CAC00560|01/31/2005|12/31/2004|119.4|C|BANK FEES - MONTHLY                     |3139
MAYHEW FOR SCHOOL BOARD|99CAC00560|02/10/2011|01/01/2010|-2.5|O|WELLS FARGO BANK FEE FOR MAY 2009.|9802
MAYHEW FOR SCHOOL BOARD|99CAC00560|02/10/2011|01/01/2010|-100|O|PAYMENT TO CHOCOLATE CAKE FOR INV #1309 - DIRECT MAIL PIECE.|9802
MAYHEW FOR SCHOOL BOARD|99CAC00560|02/10/2011|01/01/2010|-772.26|O|PAYMENT TO RICHTERS BRINKMAN FOR INV #334 FOR MAY 2009.|9802
MAYHEW FOR SCHOOL BOARD|99CAC00560|02/10/2011|01/01/2010|7.5|A|ON MY PREVIOUS FORM I CORRECTLY RECORDED AN EXPENSE AS 471.92 IN SECTION D, BUT THEN I INCORRECTLY WROTE THAT NUMBER AS 479.42 ON SECTION A.  THIS IS AN ADJUSTMENT TO CORRECT THAT ERROR.|9802
MAYHEW FOR SCHOOL BOARD|99CAC00560|02/10/2011|01/01/2010|-450|O|LATE FEE TO NE ACCOUNTABILITY AND DISCLOSURE.|9802
MAYHEW FOR SCHOOL BOARD|99CAC00560|02/10/2011|01/01/2010|-765.54|O|PAYMENT TO RICHTERS BRINKMAN FOR INV #325 FOR APRIL 2009.|9802
MAYHEW FOR SCHOOL BOARD|99CAC00560|02/10/2011|01/01/2010|-165|O|PAYMENT TO CHOCOLATE CAKE FOR INV #1302 - FLYER PHOTO.|9802
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/31/2012|02/22/2011|171.16|A|refund from windstream|12221
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/31/2012|04/05/2011|1331.5|A|Refund from Dresner, San Francisco, CA|12221
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/31/2012|03/07/2011|500|A|Rental Deposit Return from Enterprise Co|12221
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/09/2002|06/12/2001|72483.68|O|CLOSE BRUNING FOR LEGISLATURE COMM - TRA|3142
BRUNING FOR ATTORNEY GENERAL|99CAC00562|04/12/2010|01/06/2010|337.78|A|Credit from "The Hay Adams"|6703
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/30/2009|07/23/2008|38.53|A|credit for errroneous account charges|4356
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/30/2009|03/25/2008|32.09|A|credit for returned items|4356
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/16/2007|11/03/2006|20000|A|TRANSFER FROM MONEY MARKET TO CHECKING A|4836
BRUNING FOR ATTORNEY GENERAL|99CAC00562|06/19/2006|06/13/2006|196.93|O|INTEREST FROM CHECKING ACCOUNT|6327
BRUNING FOR ATTORNEY GENERAL|99CAC00562|04/12/2010|02/02/2010|95000|A|Redeem Deposit & transfer funds|6703
BRUNING FOR ATTORNEY GENERAL|99CAC00562|04/12/2010|02/01/2010|205.16|A|Credit from "Hertz"|6703
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/16/2007|12/11/2006|146485.13|A|TRANSFER FROM MONEY MARKET TO CHECKING A|4836
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/16/2007|11/24/2006|25000|A|TRANSFER FROM MONEY MARKET TO CHECKING A|4836
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/16/2007|12/31/2006|350.65|A|CHECKING ACCOUNT INTEREST|4836
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/16/2007|12/31/2006|866.49|A|MONEY MARKET INTEREST|4836
BRUNING FOR ATTORNEY GENERAL|99CAC00562|06/19/2006|06/09/2006|1000|O|NE BANKERS PAC CHECK NOT ACCEPTED, RETUR|6327
BRUNING FOR ATTORNEY GENERAL|99CAC00562|06/19/2006|05/18/2006|-1875.74|A|MONEY MARKET ACCOUNT INTEREST|6327
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/10/2011|12/03/2010|1100|A|Refund from Marriott Hotel|8781
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/10/2011|10/21/2010|470.74|A|Refund from The Prairie Club|8781
BRUNING FOR ATTORNEY GENERAL|99CAC00562|10/04/2010|09/09/2010|87.48|A|Reimb. to Bruning committee-expense pd|7387
BRUNING FOR ATTORNEY GENERAL|99CAC00562|10/04/2010|09/13/2010|610.6|A|Credit from Buy.com for returned item|7387
BRUNING FOR ATTORNEY GENERAL|99CAC00562|02/01/2010|05/14/2009|29.99|A|credit from content watch returned item|5790
BRUNING FOR ATTORNEY GENERAL|99CAC00562|01/30/2009|11/03/2008|38.22|A|credit for returned items|4356
