Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Microfilm Number|Contributor Name
STATE TITLE SERVICES, INC.|99CUA02607|03/10/1994|99CAC00170|02/25/1994|100|4130041|JIM PESCHONG SHERIFF COMMITTEE
STATE TITLE SERVICES, INC.|99CUA02607|06/06/1994|99CAC00170|05/02/1994|100|4270236|JIM PESCHONG SHERIFF COMMITTEE
STATE TITLE SERVICES, INC.|99CUA02607|09/02/1994|99CAC00170|08/15/1994|200|4310162|JIM PESCHONG SHERIFF COMMITTEE
STATE TITLE SERVICES, INC.|99CUA02607|10/11/1994|99CAC00283|09/13/1994|100|4340004|CAROL MCSHANE FOR CITY COUNCIL
STATE TITLE SERVICES, INC.|99CUA02607|03/03/1995|99CAC00506|01/18/1995|100|4430156|JOHANNS FOR MAYOR (NOW MIKE JOHANNS FOR GOVERNOR)
STATE TITLE SERVICES, INC.|99CUA02607|01/06/1998|99CAC00207|12/29/1997|500|5150104|MIKE JOHANNS FOR GOVERNOR
STATE TITLE SERVICES, INC.|99CUA02607|04/28/1998|99CAC00124|04/15/1998|500|5340217|STEVE WACKER FOR STATE AUDITOR
STATE TITLE SERVICES, INC.|99CUA02607|05/11/1998|99CAC00232|05/06/1998|100|5370150|LIGHTNER FOR NRD
STATE TITLE SERVICES, INC.|99CUA02607|05/11/1998|99CAC00132|05/08/1998|500|5370150|MARY 'COOKIE' WITTLER FOR CLERK OF DISTRICT COURT
STATE TITLE SERVICES, INC.|99CUA02607|05/11/1998|99CAC00207|05/01/1998|500|5370150|MIKE JOHANNS FOR GOVERNOR
STATE TITLE SERVICES, INC.|99CUA02607|05/11/1998|99CAC00119|05/01/1998|500|5370150|THORPE FOR CLERK OF THE DISTRICT COURT
STATE TITLE SERVICES, INC.|99CUA02607|09/01/1998|99CAC00119|08/22/1998|172.34|5440010|THORPE FOR CLERK OF THE DISTRICT COURT
STATE TITLE SERVICES, INC.|99CUA02607|01/19/1999|99CAC00119|10/29/1998|100|5570040|THORPE FOR CLERK OF THE DISTRICT COURT
STATE TITLE SERVICES, INC.|99CUA02607|02/26/1999|99CAC00007|02/09/1999|500|5600197|BOB STEPHENS FOR CITY COUNCIL
STATE TITLE SERVICES, INC.|99CUA02607|03/03/1999|99CAC00011|02/25/1999|500|5620065|JON CAMP FOR CITY COUNCIL COMMITTEE
STATE TITLE SERVICES, INC.|99CUA02607|04/23/1999|99CAC00011|04/12/1999|500|5700218|JON CAMP FOR CITY COUNCIL COMMITTEE
STATE TITLE SERVICES, INC.|99CUA02607|04/23/1999|99CAC00003|04/19/1999|500|5700218|SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
STATE TITLE SERVICES, INC.|99CUA02607|09/08/1999|99BQC00034|08/30/1999|1000|5750190|YES ON SCHOOLS COMMITTEE
STATE TITLE SERVICES, INC.|99CUA02607|01/18/2000|99PPC00003|01/14/2000|100|5790018|NE DEMOCRATIC PARTY
STATE TITLE SERVICES, INC.|99CUA02607|03/28/2001|99CAC00442|03/23/2001|500|6130178|MICHAEL G. FAHEY FOR MAYOR
STATE TITLE SERVICES, INC.|99CUA02607|04/09/2001|99CAC00542|04/05/2001|500|6160069|FRIENDT FOR OUR FUTURE
RAMADA PLAZA|99CUA02609|04/26/1999|99CAC00011|02/26/1999|1000|5710112|JON CAMP FOR CITY COUNCIL COMMITTEE
HAMPTON, LLC|99CUA02610|02/23/1999|99CAC00330|02/16/1999|250|5600186|COLEEN SENG FOR CITY COUNCIL (NOW SENG FOR MAYOR)
HAMPTON, LLC|99CUA02610|03/15/1999|99CAC00330|08/14/1998|100|5650021|COLEEN SENG FOR CITY COUNCIL (NOW SENG FOR MAYOR)
HAMPTON, LLC|99CUA02610|03/15/1999|99CAC00011|03/02/1999|250|5650021|JON CAMP FOR CITY COUNCIL COMMITTEE
HAMPTON, LLC|99CUA02610|03/15/1999|99CAC00134|07/20/1998|50|5650021|WORKMAN FOR COUNTY COMMISSIONER
HAMPTON, LLC|99CUA02610|03/22/1999|99CAC00002|03/19/1999|500|5660131|JOHNSON FOR MAYOR
HAMPTON, LLC|99CUA02610|04/12/1999|99CAC00002|04/09/1999|500|5700098|JOHNSON FOR MAYOR
HAMPTON, LLC|99CUA02610|04/19/1999|99CAC00015|04/16/1999|250|5700205|CURT DONALDSON FOR CITY COUNCIL
HAMPTON, LLC|99CUA02610|04/19/1999|99CAC00388|04/16/1999|150|5700205|KATT FOR SCHOOL BOARD
HAMPTON, LLC|99CUA02610|04/19/1999|99CAC00008|04/16/1999|150|5700205|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
HAMPTON, LLC|99CUA02610|03/16/2001|99CAC00542|03/08/2001|250|6090020|FRIENDT FOR OUR FUTURE
HAMPTON, LLC|99CUA02610|04/18/2003|99CAC00640|04/18/2003|250|6610005|DONALDSON FOR CITY COUNCIL
HAMPTON, LLC|99CUA02610|04/18/2003|99CAC00542|04/18/2003|250|6610005|FRIENDT FOR OUR FUTURE
AYARS & AYARS, INC.|99CUA02611|07/18/1997|99CAC00350|05/05/1997|250|5110155|ZIMMER FOR SCHOOL BOARD
AYARS & AYARS, INC.|99CUA02611|01/14/1998|99CAC00207|01/06/1998|1000|5160078|MIKE JOHANNS FOR GOVERNOR
AYARS & AYARS, INC.|99CUA02611|02/03/1998|99CAC00240|02/02/1998|1000|5210038|BRESLOW COMMITTEE, THE
AYARS & AYARS, INC.|99CUA02611|03/25/1998|99CAC00207|03/17/1998|100|5290228|MIKE JOHANNS FOR GOVERNOR
AYARS & AYARS, INC.|99CUA02611|01/22/1999|99CAC00010|01/20/1999|500|5570025|JERRY SELLENTIN FOR CITY COUNCIL
AYARS & AYARS, INC.|99CUA02611|01/22/1999|99CAC00007|01/20/1999|500|5570026|BOB STEPHENS FOR CITY COUNCIL
AYARS & AYARS, INC.|99CUA02611|04/29/1999|99CAC00006|04/27/1999|1000|5710100|CITIZENS FOR WESELY
AYARS & AYARS, INC.|99CUA02611|10/13/1999|99CAC00413|10/12/1999|100|5760048|HEWITT FOR LEGISLATURE
AYARS & AYARS, INC.|99CUA02611|11/24/1999|99BQC00034|11/05/1999|250|5760229|YES ON SCHOOLS COMMITTEE
AYARS & AYARS, INC.|99CUA02611|03/13/2000|99CAC00006|03/09/2000|25|5870034|CITIZENS FOR WESELY
AYARS & AYARS, INC.|99CUA02611|06/12/2000|99CAC00384|06/09/2000|527.87|5950147|QUANDAHL FOR LEGISLATURE
AYARS & AYARS, INC.|99CUA02611|08/31/2000|99CAC00327|08/29/2000|250|5970133|SCHIMEK FOR LEGISLATURE
AYARS & AYARS, INC.|99CUA02611|10/13/2000|99BQC00048|10/12/2000|1000|5990020|VOTE NO TO SAVE LIVES
AYARS & AYARS, INC.|99CUA02611|11/02/2001|99CAC00006|10/02/2001|1000|6220046|CITIZENS FOR WESELY
AYARS & AYARS, INC.|99CUA02611|09/22/2004|99CAC00461|09/17/2004|250|6840199|RON MELBYE
LARRY PRICES & ASSOCIATES, INC|99CUA02612|07/19/1999|99CAC00006|02/12/1999|1000|5740201|CITIZENS FOR WESELY
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|03/31/1999|99PPC00055|03/06/1999|350|5690034|LANCASTER COUNTY DEMOCRATS
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|04/06/1999|99PPC00055|02/20/1998|140|5690211|LANCASTER COUNTY DEMOCRATS
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|07/09/1999|99CAC00184|07/08/1999|250|5740122|HOPPNER FOR GOVERNOR, INC.
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|01/26/2000|99PPC00055|07/17/2000|315|5790241|LANCASTER COUNTY DEMOCRATS
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|10/13/2000|99BQC00048|10/05/2000|1000|5990025|VOTE NO TO SAVE LIVES
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|01/23/2001|99PPC00055|01/15/2001|280|6040062|LANCASTER COUNTY DEMOCRATS
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|02/03/2003|99PPC00055|01/20/2003|210|6510036|LANCASTER COUNTY DEMOCRATS
COMMUNICATIONS WORKERS OF AMERICA, LOCAL 7470|99CUA02613|02/03/2003|99PPC00055|01/27/2003|70|6510036|LANCASTER COUNTY DEMOCRATS
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/27/1997|99CAC00331|03/26/1997|500|5100018|CITIZENS FOR SHOECRAFT
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/27/1997|99CAC00319|03/26/1997|250|5100018|DAVID HUNTER FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/27/1997|99CAC00319|04/23/1997|250|5100018|DAVID HUNTER FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/27/1997|99CAC00261|04/24/1997|250|5100018|JEFF FORTENBERRY FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/27/1997|99CAC00507|02/27/1997|500|5100018|CINDY JOHNSON FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|03/05/1999|99CAC00007|02/16/1999|1000|5620061|BOB STEPHENS FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|03/05/1999|99CAC00006|02/15/1999|2500|5620061|CITIZENS FOR WESELY
RIDGE DEVELOPMENT COMPANY|99CUA02614|03/05/1999|99CAC00330|02/17/1999|500|5620061|COLEEN SENG FOR CITY COUNCIL (NOW SENG FOR MAYOR)
RIDGE DEVELOPMENT COMPANY|99CUA02614|03/05/1999|99CAC00015|03/01/1999|500|5620061|CURT DONALDSON FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|03/05/1999|99CAC00002|02/18/1999|3750|5620061|JOHNSON FOR MAYOR
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/07/1999|99CAC00015|03/01/1998|500|5690241|CURT DONALDSON FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/03/1999|99CAC00507|04/20/1999|2500|5720034|CINDY JOHNSON FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/03/1999|99CAC00006|04/20/1999|1500|5720034|CITIZENS FOR WESELY
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/03/1999|99CAC00011|04/20/1999|250|5720034|JON CAMP FOR CITY COUNCIL COMMITTEE
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/03/1999|99CAC00003|04/20/1999|500|5720034|SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
RIDGE DEVELOPMENT COMPANY|99CUA02614|05/03/1999|99CAC00008|04/20/1999|750|5720034|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
RIDGE DEVELOPMENT COMPANY|99CUA02614|07/14/1999|99CAC00385|04/26/1999|200|5740179|ANNETTE MCROY FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|09/17/1999|99BQC00034|08/26/1999|2500|5750218|YES ON SCHOOLS COMMITTEE
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/06/2001|99CAC00006|03/08/2001|500|6150209|CITIZENS FOR WESELY
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/06/2001|99BQC00063|03/26/2001|250|6150209|YES! FOR QUALITY SCHOOLS
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/04/2003|99CAC00641|04/02/2003|249|6600139|BECK FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/04/2003|99CAC00640|04/02/2003|249|6600139|DONALDSON FOR CITY COUNCIL
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/04/2003|99CAC00542|04/02/2003|1000|6600139|FRIENDT FOR OUR FUTURE
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/04/2003|99CAC00011|04/02/2003|249|6600139|JON CAMP FOR CITY COUNCIL COMMITTEE
RIDGE DEVELOPMENT COMPANY|99CUA02614|04/04/2003|99CAC00642|04/02/2003|249|6600139|SENG FOR MAYOR
INSPRO INCORPORATED|99CUA02615|09/15/1999|99BQC00034|08/27/1999|250|5750213|YES ON SCHOOLS COMMITTEE
INSPRO INCORPORATED|99CUA02615|09/03/2004|99BQC00096|09/01/2004|250|6840057|YES ON STREETS AND TRAILS
TJ OSBORN CONSTRUCTION|99CUA02616|09/16/1999|99BQC00034|08/06/1999|250|5750215|YES ON SCHOOLS COMMITTEE
AMERITAS LIFE INSURANCE CORP|99CUA02617|10/12/1999|99BQC00034|09/03/1999|10000|5760047|YES ON SCHOOLS COMMITTEE
AMERITAS LIFE INSURANCE CORP|99CUA02617|09/20/2000|99PPC00002|05/17/2000|5000|5970224|NE REPUBLICAN PARTY
AMERITAS LIFE INSURANCE CORP|99CUA02617|03/13/2001|99BQC00063|03/09/2001|5000|6090004|YES! FOR QUALITY SCHOOLS
AMERITAS LIFE INSURANCE CORP|99CUA02617|07/26/2001|99CAC00207|07/23/2001|5000|6210030|MIKE JOHANNS FOR GOVERNOR
AMERITAS LIFE INSURANCE CORP|99CUA02617|12/17/2001|99BQC00067|09/01/2001|1500|6220220|CITIZENS FOR FUTURE SCHOOL INVESTMENT
AMERITAS LIFE INSURANCE CORP|99CUA02617|01/04/2002|99CAC00207|07/23/2001|10000|6230036|MIKE JOHANNS FOR GOVERNOR
AMERITAS LIFE INSURANCE CORP|99CUA02617|03/01/2002|99CAC00006|09/20/2001|500|6300188|CITIZENS FOR WESELY
AMERITAS LIFE INSURANCE CORP|99CUA02617|02/07/2003|99CAC00542|02/05/2003|2500|6510032|FRIENDT FOR OUR FUTURE
AMERITAS LIFE INSURANCE CORP|99CUA02617|02/07/2003|99CAC00642|02/05/2003|2500|6510032|SENG FOR MAYOR
AMERITAS LIFE INSURANCE CORP|99CUA02617|11/26/2003|99BQC00030|11/20/2003|750|6640122|VOTE ON TOTAL EQUITY (V.O.T.E.)
WEST GATE BANK|99CUA02618|09/29/1999|99BQC00034|09/10/1999|1000|5760013|YES ON SCHOOLS COMMITTEE
WEST GATE BANK|99CUA02618|03/23/2001|99BQC00063|03/01/2001|250|6110005|YES! FOR QUALITY SCHOOLS
WEST GATE BANK|99CUA02618|10/06/2004|99BQC00074|09/03/2004|1000|6850225|GAMBLING WITH THE GOOD LIFE 
WEST GATE BANK|99CUA02618|01/06/2005|99CAC00712|12/02/2004|1000|6890181|ROBIN ESCHLIMAN FOR CITY COUNCIL
WOODMEN ACCIDENT & LIFE CO|99CUA02619|09/29/1999|99BQC00034|09/15/1999|1000|5760014|YES ON SCHOOLS COMMITTEE
KAWASAKI MOTORS MFG. CORP.|99CUA02620|11/30/1999|99BQC00034|09/27/1999|1000|5770014|YES ON SCHOOLS COMMITTEE
ACKLIE CHARITABLE FOUNDATION|99CUA02621|10/21/1999|99BQC00034|10/04/1999|1000|5760087|YES ON SCHOOLS COMMITTEE
SIMMONS, OLSEN, EDIGER, SILZER, FERGUSON & CARNEY|99CUA02622|10/13/1999|99BQC00035|09/02/1999|500|5760065|CITIZENS FOR 'MORE' NEW JOBS
KOSMAN INCORPORATED|99CUA02623|10/25/1999|99BQC00035|09/01/1999|1000|5760117|CITIZENS FOR 'MORE' NEW JOBS
KOSMAN INCORPORATED|99CUA02623|04/24/2000|99BQC00040|04/19/2000|1000|5920136|CITIZENS FOR OUR CHILDREN'S FUTURE
VAN STEENBERG LAW FIRM|99CUA02624|01/27/2000|99BQC00035|09/21/1999|250|5790244|CITIZENS FOR 'MORE' NEW JOBS
JOURNALSTAR PRINTING CO|99CUA02625|11/24/1999|99BQC00034|10/07/1999|10000|5760234|YES ON SCHOOLS COMMITTEE
PEGLER SYSCO FOOD SERVICE CO|99CUA02626|12/08/1999|99BQC00034|09/23/1999|2000|5770056|YES ON SCHOOLS COMMITTEE
SAINT ELIZABETH REGIONAL MEDICAL CENTER|99CUA02627|11/29/1999|99BQC00034|09/28/1999|500|5770018|YES ON SCHOOLS COMMITTEE
SAINT ELIZABETH REGIONAL MEDICAL CENTER|99CUA02627|11/29/2004|99BQC00099|10/29/2004|1000|6880141|YES FOR SMOKE FREE AIR COMMITTEE
UNITED AIRLINES CO|99CUA02628|11/29/1999|99BQC00034|10/04/1999|300|5770019|YES ON SCHOOLS COMMITTEE
UNITED AIRLINES CO|99CUA02628|03/29/2000|99CAC00207|11/24/1998|500|5890093|MIKE JOHANNS FOR GOVERNOR
UNITED AIRLINES CO|99CUA02628|09/29/2000|99PPC00003|06/23/1999|2500|5980014|NE DEMOCRATIC PARTY
ASBESTOS REMOVERS, INC.|99CUA02629|03/10/1998|99CAC00190|02/27/1998|100|5280036|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
ASBESTOS REMOVERS, INC.|99CUA02629|02/05/1999|99CAC00002|01/21/1999|500|5580119|JOHNSON FOR MAYOR
ASBESTOS REMOVERS, INC.|99CUA02629|03/22/1999|99CAC00007|01/21/1999|250|5660123|BOB STEPHENS FOR CITY COUNCIL
I.B.E.W.--C.O.P.E. (FEDERAL PAC)|99CUA02630|08/09/2000|99PPC00003|07/17/2000|5000|5970057|NE DEMOCRATIC PARTY
DON SHEA REFUSE, INC.|99CUA02631|03/31/1998|99CAC00207|03/14/1998|100|5310124|MIKE JOHANNS FOR GOVERNOR
DON SHEA REFUSE, INC.|99CUA02631|02/11/1999|99CAC00002|01/23/1999|100|5580250|JOHNSON FOR MAYOR
DON SHEA REFUSE, INC.|99CUA02631|04/08/1999|99CAC00002|03/19/1999|50|5690243|JOHNSON FOR MAYOR
US BANK NATIONAL ASSOCIATION|99CUA02632|01/06/2000|99BQC00035|10/06/1999|500|5770247|CITIZENS FOR 'MORE' NEW JOBS
US BANK NATIONAL ASSOCIATION|99CUA02632|05/15/2000|99BQC00040|04/25/2000|500|5940189|CITIZENS FOR OUR CHILDREN'S FUTURE
URIBE REFUSE SERVICES, INC.|99CUA02634|02/08/1999|99CAC00002|01/23/1999|100|5590007|JOHNSON FOR MAYOR
SYKES ENTERPRISES|99CUA02635|01/20/2000|99BQC00035|10/14/1999|500|5790019|CITIZENS FOR 'MORE' NEW JOBS
SCHWISOW CONSTRUCTION, INC.|99CUA02636|02/05/1999|99CAC00002|01/28/1999|200|5580138|JOHNSON FOR MAYOR
L & W GARBAGE SERVICE, INC.|99CUA02637|02/05/1999|99CAC00002|01/21/1999|100|5580129|JOHNSON FOR MAYOR
FIRST NATIONAL BANK SCOTTSBLUF|99CUA02638|01/06/2000|99BQC00035|10/26/1999|500|5770233|CITIZENS FOR 'MORE' NEW JOBS
ORCOM SOLUTIONS INC|99CUA02639|01/21/2000|99BQC00035|11/16/1999|500|5790017|CITIZENS FOR 'MORE' NEW JOBS
ORCOM SOLUTIONS INC|99CUA02639|05/29/2001|99CAC00276|06/12/2000|375|6190062|KRISTENSEN FOR LEGISLATURE
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|08/10/1989|99CAC00012|07/27/1989|0|2910244|EVANS FOR EDUCATION
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|06/02/1994|99CAC00301|03/10/1994|300.5|4270143|CITIZENS FOR ROBAK
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|09/19/1994|99CAC00290|08/18/1994|276.74|4320021|BEN NELSON FOR GOVERNOR
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|07/06/1998|99CAC00207|06/18/1998|500|5410157|MIKE JOHANNS FOR GOVERNOR
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|09/30/1998|99CAC00207|09/23/1998|2500|5450097|MIKE JOHANNS FOR GOVERNOR
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|10/21/1998|99CAC00207|10/14/1998|200|5480083|MIKE JOHANNS FOR GOVERNOR
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|02/10/1999|99CAC00002|01/27/1999|250|5580238|JOHNSON FOR MAYOR
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|11/05/1999|99BQC00034|10/01/1999|1000|5760138|YES ON SCHOOLS COMMITTEE
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|03/23/2004|99CAC00442|05/21/2003|1000|6740180|MICHAEL G. FAHEY FOR MAYOR
BAILEY LAUERMAN & ASSOCIATES|99CUA02640|08/19/2004|99CAC00442|08/19/2004|1000|6830231|MICHAEL G. FAHEY FOR MAYOR
LINCOLN SURGICAL GROUP PC|99CUA02641|01/21/2000|99CAC00405|07/07/1999|500|5790016|JAY MATZKE FOR REGENT
CONSULTANTS IN CARDIOLOGY|99CUA02642|09/11/2000|99CAC00405|09/01/1999|250|5970195|JAY MATZKE FOR REGENT
DOUBLE J FARMS & FEEDLOT, INC.|99CUA02116|04/27/1998|99CAC00113|03/27/1998|25|5340169|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
DOUBLE J FARMS & FEEDLOT, INC.|99CUA02116|10/30/1998|99CAC00113|10/04/1998|50|5500191|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
CAROLYN HALL AGENCY, INC.|99CUA02117|04/27/1998|99CAC00190|04/17/1998|20|5340178|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
RESIDENTIAL MORTGAGE SERVICES|99CUA02118|04/27/1998|99CAC00240|03/19/1998|150|5340210|BRESLOW COMMITTEE, THE
MARKET INNOVATORS, INC.|99CUA02119|05/01/1998|99CAC00190|04/01/1998|100|5340194|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
DISTRIBUTION, INC.|99CUA02121|05/04/1998|99CAC00240|04/04/1998|1000|5360086|BRESLOW COMMITTEE, THE
DISTRIBUTION, INC.|99CUA02121|05/04/1998|99CAC00240|04/02/1998|500|5360086|BRESLOW COMMITTEE, THE
SWEET & ASSOCIATES P.C.|99CUA02122|05/04/1998|99CAC00206|04/30/1998|100|5360141|CHRIS JERRAM FOR NRD
SWEET & ASSOCIATES P.C.|99CUA02122|11/12/1998|99CAC00206|10/30/1998|100|5530010|CHRIS JERRAM FOR NRD
SWEET & ASSOCIATES P.C.|99CUA02122|05/31/2000|99CAC00442|05/05/2000|1000|5950021|MICHAEL G. FAHEY FOR MAYOR
TWIN CITIES DEVELOPMENT ASSOCIATION, INC.|99CUA02123|05/04/1998|99BQC00014|04/22/1998|2964.62|5360148|GERING NEW HORIZONS
TWIN CITIES DEVELOPMENT ASSOCIATION, INC.|99CUA02123|01/04/2000|99BQC00035|09/30/1999|3000|5770246|CITIZENS FOR 'MORE' NEW JOBS
TWIN CITIES DEVELOPMENT ASSOCIATION, INC.|99CUA02123|03/29/2000|99BQC00040|03/01/2000|3000|5890092|CITIZENS FOR OUR CHILDREN'S FUTURE
INDUSTRIAL LABEL CORPORATION|99CUA02124|05/05/1998|99CAC00240|04/09/1998|100|5360098|BRESLOW COMMITTEE, THE
INDUSTRIAL LABEL CORPORATION|99CUA02124|07/17/2002|99CAC00582|04/19/2002|500|6420230|HOWARD HAWKS FOR REGENT
SHANAHAN FARMS, INC.|99CUA02125|05/05/1998|99CAC00113|04/30/1998|25|5360139|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
FREMONT NATIONAL BANK & TRUST COMPANY|99CUA02126|05/06/1998|99BQC00004|04/27/1998|5000|5360093|CITIZENS FOR NEBRASKA'S FUTURE
FREMONT NATIONAL BANK & TRUST COMPANY|99CUA02126|06/30/2000|99BQC00042|06/29/2000|5000|5960123|TASK FORCE FOR KIDS
FREMONT NATIONAL BANK & TRUST COMPANY|99CUA02126|06/30/2000|99BQC00042|06/15/2000|300|5960123|TASK FORCE FOR KIDS
STROMER FARMS INC.|99CUA02127|05/06/1998|99CAC00113|04/28/1998|25|5360140|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADAMS LAND TITLE COMPANY|99CUA02128|05/08/1998|99CAC00240|04/16/1998|100|5360072|BRESLOW COMMITTEE, THE
PENDER-THURSTON CHAMBER OF COMMERCE|99CUA02129|05/08/1998|99CAC00184|04/24/1998|500|5360127|HOPPNER FOR GOVERNOR, INC.
HEARTLAND REGIONAL COUNCIL OF|99CUA02761|11/09/2000|99CAC00203|10/19/2000|500|6010067|EDQUIST FOR COUNTY BOARD
JERRY RYAN, INC.|99CUA02762|11/22/2000|99CAC00442|11/02/2000|500|6010151|MICHAEL G. FAHEY FOR MAYOR
MARTIN MARIETTA CONSTRUCTION AGGREGATES - NO|99CUA02763|11/27/2000|99BQC00049|11/01/2000|2500|6010171|OMAHANS FOR STREETS AND SEWERS
HDR ARCHITECTURE INC|99CUA02764|11/10/1999|99CAC00175|10/21/1999|100|0      |CAROL MCBRIDE PIRSCH FOR DOUGLAS COUNTY BOARD
AMERICAN INTERNATIONAL GROUP|99CUA02766|11/29/2000|99PPC00003|11/02/2000|5000|6010210|NE DEMOCRATIC PARTY
LOCHER, CELLILLI, PAVEKJA & DO|99CUA02767|12/18/2000|99CAC00442|11/27/2000|500|6020026|MICHAEL G. FAHEY FOR MAYOR
LOCHER, CELLILLI, PAVEKJA & DO|99CUA02767|03/25/2002|99CAC00544|01/10/2001|250|6360080|COMMITTEE TO ELECT JIM VOKAL
LOCHER, CELLILLI, PAVEKJA & DO|99CUA02767|03/25/2002|99CAC00544|08/09/2001|250|6360080|COMMITTEE TO ELECT JIM VOKAL
VARD R. JOHNSON P.C.|99CUA02768|12/22/2000|99CAC00442|12/05/2000|250|6020021|MICHAEL G. FAHEY FOR MAYOR
RISEN SON BAPTIST CHURCH|99CUA02769|12/26/2000|99BQC00041|10/01/2000|300|6020061|DEFENSE OF MARRIAGE AMENDMENT COMMITTEE
AMBASSADORS CLUB OF NP CHA, |99CUA02773|01/22/2001|99BQC00060|01/13/2001|1000|6040060|CITIZENS FOR QUALITY GROWTH
T H ENTERPRISES|99CUA02774|01/26/2001|99CAC00442|01/15/2001|500|6040064|MICHAEL G. FAHEY FOR MAYOR
T H ENTERPRISES|99CUA02774|02/21/2001|99CAC00442|01/30/2001|4000|6050183|MICHAEL G. FAHEY FOR MAYOR
T H ENTERPRISES|99CUA02774|09/25/2001|99CAC00207|09/10/2001|500|6210204|MIKE JOHANNS FOR GOVERNOR
T H ENTERPRISES|99CUA02774|02/05/2002|99CAC00442|01/28/2002|1000|6270233|MICHAEL G. FAHEY FOR MAYOR
NE ADVOCATES FOR JUSTICE|99CUA02775|10/19/2000|99BQC00046|07/27/2000|100|5990086|VOTE NO ON DOMA COMMITTEE
NE ADVOCATES FOR JUSTICE|99CUA02775|10/19/2000|99BQC00046|09/12/2000|5000|5990086|VOTE NO ON DOMA COMMITTEE
ZYCH DRYWALL INC.|99CUA02777|01/31/2001|99CAC00442|01/19/2001|1000|6050003|MICHAEL G. FAHEY FOR MAYOR
NORTH PLATTE CHAMBER HOSTESSES|99CUA02778|02/23/2001|99BQC00060|02/15/2001|1000|6050179|CITIZENS FOR QUALITY GROWTH
U.S. GROUNDS MAINTENANCE, INC.|99CUA02779|02/26/2001|99CAC00251|02/21/2001|2000|6060091|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
SHERRETS & BOECKER LLC|99CUA02780|02/26/2001|99CAC00442|02/13/2001|300|6060088|MICHAEL G. FAHEY FOR MAYOR
SD ACQUISITION, INC.|99CUA02781|02/26/2001|99CAC00442|02/08/2001|500|6060085|MICHAEL G. FAHEY FOR MAYOR
SD ACQUISITION, INC.|99CUA02781|05/31/2001|99CAC00251|03/30/2001|500|6190063|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
COMSOFT, INC.|99CUA02782|02/28/2001|99CAC00442|02/06/2001|1000|6060061|MICHAEL G. FAHEY FOR MAYOR
