Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NE STATE EDUCATION ASSOCIATION PAC|08CFL002539|99PAC00069|05/08/2008|05/09/2008|0|Hudson Bay Company -MOATS|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|3774|07FIS10930|S |||07/17/2008|nadc06|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL002540|99PAC00069|05/08/2008|05/09/2008|7770045|Hudson Bay Company -HAAR|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|1887|08FIS11036|S |||07/18/2008|nadc05|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002541|99PAC00069|05/08/2008|05/09/2008|0|Hudson Bay Company -NEWELL|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|3774|99FIS08131|S |||07/17/2008|nadc06|DAVID R NEWELL
NE STATE EDUCATION ASSOCIATION PAC|08CFL002542|99PAC00069|05/08/2008|05/09/2008|0|Hudson Bay Company -KOPPLIN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|3774|99FIS09559|S |||07/17/2008|nadc06|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002551|99PAC00069|05/09/2008|05/09/2008|7770046|Hudson Bay Company  -SOPER|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|1887|07FIS10953|S |||07/18/2008|nadc05|TAMI C SOPER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002576|99PAC00069|05/12/2008|05/13/2008|7770153|Hudson Bay Company -GEORGE|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|08FIS11024|S |||07/17/2008|nadc06|JAMES F GEORGE
NE STATE EDUCATION ASSOCIATION PAC|08CFL002577|99PAC00069|05/12/2008|05/13/2008|7770154|Hudson Bay Company -GLOOR|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|07FIS10943|S |||07/17/2008|nadc06|MICHAEL R GLOOR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002578|99PAC00069|05/12/2008|05/13/2008|7770155|Hudson Bay Company -LORENZEN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|08FIS10973|S |||07/17/2008|nadc06|CARL A LORENZEN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002579|99PAC00069|05/12/2008|05/13/2008|7770156|Hudson Bay Company -MARVIN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|99FIS09822|S |||07/17/2008|nadc06|DANIEL K MARVIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002580|99PAC00069|05/12/2008|05/13/2008|7770157|Hudson Bay Company -MELLO|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|07FIS10952|S |||07/17/2008|nadc06|HEATH  MELLO
NE STATE EDUCATION ASSOCIATION PAC|08CFL002581|99PAC00069|05/12/2008|05/13/2008|7770158|Hudson Bay Company -NORDQUIST|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|07FIS10897|S |||07/17/2008|nadc06|JEREMIAH  NORDQUIST
NE STATE EDUCATION ASSOCIATION PAC|08CFL002582|99PAC00069|05/12/2008|05/13/2008|7770159|Hudson Bay Company -SHOEMAKER|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|08FIS11065|S |||07/17/2008|nadc06|DON   (CHUCK) C SHOEMAKER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002585|99PAC00069|05/14/2008|05/15/2008|7770160|Tyson Organization, Inc. -Elmshaeuser|1000 Macon Street, Ste 300|Fort Worth|TX|76102|8173356444|05/12/2008|598.26|07FIS10937|S |||07/15/2008|nadc05|KARL L ELMSHAEUSER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002586|99PAC00069|05/14/2008|05/15/2008|7770160|Tyson Organization, Inc. -Fehringer|1000 Macon Street, Ste 300|Fort Worth|TX|76102|8173356444|05/12/2008|598.26|99FIS03414|S |||07/15/2008|nadc05|BERNARD G FEHRINGER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002587|99PAC00069|05/14/2008|05/15/2008|7770162|Tyson Organization, Inc. -HAAR|1000 Macon Street, Ste 300|Fort Worth |TX|76102|8173356444|05/12/2008|1243.13|08FIS11036|S |||07/18/2008|nadc05|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002588|99PAC00069|05/14/2008|05/15/2008|7770163|Hudson Bay Company -Kopplin|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|05/12/2008|1243.13|99FIS09559|S |||07/17/2008|nadc06|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002589|99PAC00069|05/14/2008|05/15/2008|7770164|Hudson Bay Company -MOATS|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|05/12/2008|1243.12|07FIS10930|S |||07/17/2008|nadc06|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL002590|99PAC00069|05/14/2008|05/15/2008|7770165|Hudson Bay Company -SULLIVAN|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|05/12/2008|1243.12|07FIS10940|S |||07/17/2008|nadc06|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003153|99PAC00069|10/23/2008|10/23/2008|7820234|Clark Creative Services - Sullivan for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/22/2008|7500|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003154|99PAC00069|10/23/2008|10/23/2008|7820235|Hudson Bay Company - Sullivan for Legislature|2006 1st Avenue N Suite 206 |Anoka|MN|55303|7635958447|10/21/2008|5771.2|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003157|99PAC00069|10/23/2008|10/24/2008|0|Clark Creative Services - Sullivan for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/22/2008|7500|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003158|99PAC00069|10/23/2008|10/24/2008|0|Hudson Bay Company - Sullivan for Legislature|2006 1st Avenue N Suite 206|Anoka|MN|55303|7635958447|10/21/2008|5771.2|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003183|99PAC00069|10/28/2008|10/28/2008|7840036|Clark Creative Services - Sullivan for Legislature|514 south 13th Street|Omaha|NE|68102||10/27/2008|1996.31|07FIS10940|S |||11/04/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003215|99PAC00069|10/30/2008|10/31/2008|7840037|Food in the Door, Inc. - Kopplin for Legislature|3901 S. 27th #32|Lincoln|NE|68502||10/30/2008|728|99FIS09559|S |||11/04/2008|nadc01|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003216|99PAC00069|10/30/2008|10/31/2008|7840038|FieldWorks - Kopplin for Legislature|2852 Connecticut Avenue, NW|Washington|DC|20008||10/30/2008|3333.33|99FIS09559|S |||11/04/2008|nadc01|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003217|99PAC00069|10/30/2008|10/31/2008|7840039|FieldWorks - Lorenzen 2008|2852 Connecticut Avenue, NW|Washington|DC|20008||10/30/2008|3333.33|08FIS10973|S |||11/04/2008|nadc01|CARL A LORENZEN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003218|99PAC00069|10/30/2008|10/31/2008|7840040|FieldWorks- Rex Moats for Legislature|2852 Connecticut Avenue, NW|Washington|DC|20008||10/30/2008|3333.33|07FIS10930|S |||11/04/2008|nadc01|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL003220|99PAC00069|10/31/2008|11/03/2008|7840153|Clark Creative Group - Sullivan for Legislature|514 South 13th Street|Omaha|NE|68102||10/31/2008|1300|07FIS10940|S |||11/10/2008|nadc06|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004504|99PAC00069|05/12/2010|05/12/2010|8240038|Meyer Associates Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|880|05FIS10057|S |||06/01/2010|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004505|99PAC00069|05/12/2010|05/12/2010|8240039|Meyer Associates Teleservices - Bob Krist for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|1340|09FIS11519|S |||06/01/2010|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004506|99PAC00069|05/12/2010|05/12/2010|8240040|Meyer Associates Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|1600|05FIS10081|S |||06/01/2010|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004507|99PAC00069|05/12/2010|05/12/2010|8240041|Meyer Associates Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|2000|05FIS10091|S |||06/01/2010|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004578|99PAC00069|10/27/2010|10/28/2010|8300167|Clark Creative - Mark Christensen for Legislature - 8300167|514 So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|401.25|05FIS10041|S |||01/26/2011|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004579|99PAC00069|10/27/2010|10/28/2010|8300168|US Postal Service - Mark Christensen for Legislature||Omaha|NE|68131||10/27/2010|759.45|05FIS10041|S |||11/05/2010|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004580|99PAC00069|10/27/2010|10/28/2010|8300169|Clark Creative - Conrad for Legislature|514 S 13th Street|Omaha|NE|68102|4023455800|10/25/2010|4356|05FIS10057|S |||11/05/2010|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004581|99PAC00069|10/27/2010|10/28/2010|8300170|Clark Creative - Dierks for Legislature 2010|514 So 13th Street|Omaha|NE|68102|4023455800|10/25/2010|4461.61|99FIS00195|S |||11/05/2010|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004582|99PAC00069|10/27/2010|10/28/2010|8300171|Clark Creative - Dierks for Legislature 2010 - 8300171|514 So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|374.5|99FIS00195|S |||01/26/2011|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004583|99PAC00069|10/27/2010|10/28/2010|8300172|US Postal Service - Dierks for Legislature 2010||Omaha|NE|68102||10/27/2010|881.56|99FIS00195|S |||11/05/2010|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004584|99PAC00069|10/27/2010|10/28/2010|8300173|Clark Creative - Burke Harr for Legislature - 8300173|514  So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|347.75|10FIS11588|S |||01/26/2011|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004585|99PAC00069|10/27/2010|10/28/2010|8300174|US Postal Service - Burke Harr for Legislature||Omaha|NE|68102||10/27/2010|900.67|10FIS11588|S |||11/05/2010|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004586|99PAC00069|10/27/2010|10/28/2010|8300175|Clark Creative - Bob Krist for Legislature - 8300175|514 So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|347.75|09FIS11519|S |||01/26/2011|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004587|99PAC00069|10/27/2010|10/28/2010|8300176|US Postal Service - Bob Krist for Legislature||Omaha|NE|68102||10/27/2010|722.77|09FIS11519|S |||11/05/2010|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004588|99PAC00069|10/27/2010|10/28/2010|8300177|Clark Creative - Kent Rogert for Legislature||Omaha|NE|68102||10/25/2010|4822.39|05FIS10081|S |||11/05/2010|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004589|99PAC00069|10/27/2010|10/28/2010|8300178|Clark Creative - Wallman for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/25/2010|2514|05FIS10091|S |||11/05/2010|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004590|99PAC00069|10/27/2010|10/28/2010|8300179|Clark Creative - Teresa Whitehead for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/25/2010|7846|10FIS11837|S |||11/05/2010|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004594|99PAC00069|10/28/2010|10/29/2010|8300180|Zata 3 Consulting, LLC - Mark Christensen for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3926|05FIS10041|S |||11/05/2010|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004595|99PAC00069|10/28/2010|10/29/2010|8300181|Zata 3 Consulting, LLC - Conrad for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|2082|05FIS10057|S |||02/04/2011|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004596|99PAC00069|10/28/2010|10/29/2010|8300182|Zata 3 Consulting, LLC - Dierks for Legislature 2010|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3926|99FIS00195|S |||11/05/2010|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004597|99PAC00069|10/28/2010|10/29/2010|8300183|Zata 3 Consulting, LLC - Burke Harr for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3253.57|10FIS11588|S |||11/05/2010|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004598|99PAC00069|10/28/2010|10/29/2010|8300184|Zata 3 Consulting, LLC - Bob Krist for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3926|09FIS11519|S |||11/05/2010|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004599|99PAC00069|10/28/2010|10/29/2010|8300185|Zata 3 Consulting, LLC - McIntyre for State Board of Education|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|5700|10FIS11684|S |||11/05/2010|nadc06|DENNIS J MCINTYRE
NE STATE EDUCATION ASSOCIATION PAC|10CFL004600|99PAC00069|10/28/2010|10/29/2010|8300186|Zata 3 Consulting, LLC - Kent Rogert for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|2082|05FIS10081|S |||11/05/2010|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004601|99PAC00069|10/28/2010|10/29/2010|8300187|Zata 3 Consulting, LLC - Teresa Whitehead for Legislature|458 New Jersey Avenue, SE|Washington |DC|20003|2023866024|10/28/2010|3253.57|10FIS11837|S |||11/05/2010|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004609|99PAC00069|10/29/2010|11/01/2010|8310034|Unionist Printing - Burke Haar for Legislature|1309 NW Radial Hwy|Omaha|NE|68132|4025589500|10/29/2010|1035.9|10FIS11588|S |||01/26/2011|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004610|99PAC00069|10/29/2010|11/01/2010|8310035|Hudson Bay Company - Burke Haar for Legislature|11032 Vera Cruz Avenue N|Champlin|MN|55316|7636577066|10/29/2010|1410.94|10FIS11588|S |||01/26/2011|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004611|99PAC00069|10/29/2010|11/01/2010|8310036|Hudson Bay Company - Teresa Whitehead for Legislature - 8310036|11032 Vera Cruz Avenue N|Champlin|MN|55316|7636577066|10/29/2010|1117.06|10FIS11837|S |||01/26/2011|nadc06|TERESA L WHITEHEAD
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|10CFL004612|06PAC00150|10/29/2010|11/01/2010|0|Three Eagles Communications - Schumacher for Legislature|1418 25th Street|Columbus|NE|68601|4025642866|10/29/2010|1823.76|99FIS00325|O |||11/01/2010|nadc06|PAUL M SCHUMACHER
NE VOTER EDUCATION PROJECT|06CFL000392|99PAC00137|05/08/2006|05/08/2006|7300146|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024766583|05/08/2006|3434|05FIS10085|S |||05/15/2006|nadc06|LYNNE S ANDERSON
NE VOTER EDUCATION PROJECT|06CFL000393|99PAC00137|05/08/2006|05/08/2006|7300147|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024766583|05/08/2006|3434|05FIS10037|S |||05/15/2006|nadc06|ANNETTE  DUBAS
NE VOTER EDUCATION PROJECT|06CFL000394|99PAC00137|05/08/2006|05/08/2006|7300148|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024766583|05/08/2006|1717|05FIS09988|S |||05/15/2006|nadc06|MARK   MUNGER 
NE VOTER EDUCATION PROJECT|06CFL000395|99PAC00137|05/08/2006|05/08/2006|7300149|goldenrod printing|2801 cornhusker hwy|lincoln|NE|68504||05/04/2006|1487.3|99FIS05659|O |||05/15/2006|nadc06|KATHERINE F WILMOT
NE VOTER EDUCATION PROJECT|06CFL000396|99PAC00137|05/08/2006|05/08/2006||Hudson Bay|941 o street suite 625|lincoln|NE|68508||05/08/2006|1717|05FIS09994|S |||05/10/2006|nadc06|BILL   AVERY
NE VOTER EDUCATION PROJECT|06CFL000397|99PAC00137|05/08/2006|05/08/2006|7300150|United States Postal Service|700 r street|lincoln|NE|68508||05/04/2006|1554.66|99FIS05659|O |||05/15/2006|nadc06|KATHERINE F WILMOT
NE VOTER EDUCATION PROJECT|06CFL000413|99PAC00137|05/11/2006|05/11/2006|7300161|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|05/09/2006|2298|05FIS10085|S |||05/15/2006|nadc06|LYNNE S ANDERSON
NE VOTER EDUCATION PROJECT|06CFL000414|99PAC00137|05/11/2006|05/11/2006|7300162|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|05/09/2006|2298|05FIS10037|S |||05/15/2006|nadc06|ANNETTE  DUBAS
NE VOTER EDUCATION PROJECT|06CFL000415|99PAC00137|05/11/2006|05/11/2006|7300163|Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|05/09/2006|1149|05FIS09988|S |||05/15/2006|nadc06|MARK   MUNGER 
NE VOTER EDUCATION PROJECT|06CFL000416|99PAC00137|05/11/2006|05/11/2006||Hudson Bay|941 o street suite 625|lincoln|NE|68508|4024761645|05/09/2006|1149|05FIS09994|S |||05/12/2006|nadc06|BILL   AVERY
NEBRASKA-PAC|06CFL002172|99PAC00092|10/30/2006|10/30/2006|0|United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||11/01/2006|2663.19|06FIS10429|S |||11/06/2006|nadc06|JOHN E NELSON
NEBRASKA-PAC|06CFL002173|99PAC00092|10/30/2006|10/30/2006||United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||11/01/2006|2102.86|06FIS10239|S |||11/06/2006|nadc06|STEPHEN J GUITTAR
NEBRASKA-PAC|06CFL002174|99PAC00092|10/30/2006|10/30/2006||United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||10/27/2006|2102.86|06FIS10239|S |||11/06/2006|nadc06|STEPHEN J GUITTAR
NEBRASKA-PAC|06CFL002175|99PAC00092|10/30/2006|10/30/2006||United Enterprises, Creative Reservoir, US Post Office||Omaha|NE|68108||10/27/2006|1562.88|99FIS03072|S |||11/06/2006|nadc06|BRAD 'JOHN'  ASHFORD
NEBRASKA-PAC|06CFL002183|99PAC00092|11/02/2006|11/02/2006||Creative Reservoir, USPS, United Enterprises Mail Marketing|||AL|||10/27/2006|1995.85|06FIS10429|S |||11/06/2006|nadc06|JOHN E NELSON
NEBRASKA-PAC|06CFL002206|99PAC00092|11/07/2006|11/07/2006||CARDINAL COMMUNICATIONS STRATEGIES, INC|925 UNIVERSITY AVE #A|SACRAMENTO|CA|95825||11/05/2006|2880.76|06FIS10429|S |||11/13/2006|nadc06|JOHN E NELSON
NEBRASKA-PAC|08CFL002534|99PAC00092|05/09/2008|05/09/2008|0|Creative Reservoir|7551 Main Street|Ralston|NE|68127|4024928631|05/09/2008|374|06FIS10767|S |||08/12/2008|nadc01|ANTHONY W FULTON
NEBRASKA-PAC|08CFL002535|99PAC00092|05/09/2008|05/09/2008|0|Leading Edge Printing|4303 S 90th Street|Omaha|NE|68127|4023390400|05/09/2008|1070|07FIS10883|S |||08/12/2008|nadc01|CHARLIE  JANSSEN
NEBRASKA-PAC|08CFL002536|99PAC00092|05/09/2008|05/09/2008|0|Creative Reservoir|7551 Main Street|Ralston|NE|68127|4024928631|05/09/2008|374|07FIS10883|S |||08/12/2008|nadc01|CHARLIE  JANSSEN
NEBRASKA-PAC|08CFL002537|99PAC00092|05/09/2008|05/09/2008|0|Leading Edge Printing|4303 S 90th Street|Omaha|NE|68127|4023390400|05/09/2008|1070|06FIS10767|S |||08/12/2008|nadc01|ANTHONY W FULTON
NEBRASKANS FOR A BETTER TOMORROW|08CFL003152|08IRC00490|10/22/2008|10/22/2008|7820236|Axiom Strategies, LLC|2345 Grand Blvd, Suite 250|Kansas City |MO|64107|8164071222|10/22/2008|5000|07FIS10921|S |||10/28/2008|nadc06|COLBY J COASH
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004558|08IRC00491|10/22/2010|10/22/2010|0|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||10/22/2010|2716.39|05FIS10081|O |||10/22/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004559|08IRC00491|10/22/2010|10/22/2010|0|Nebraska Strategy Group - Conrad for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||10/22/2010|1272.91|05FIS10057|O |||10/22/2010|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004570|08IRC00491|10/27/2010|10/27/2010|8300188|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street Suite 306|Lincoln|NE|68508||10/25/2010|2716.39|05FIS10081|O |||11/05/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004571|08IRC00491|10/27/2010|10/27/2010|8300189|Nebraska Strategy Group - Committee to Elect Chad Wright|1001 O Street, Suite 306|Lincoln|NE|68508||10/25/2010|1573.8|10FIS11703|S |||11/05/2010|nadc06|CHAD W WRIGHT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004591|08IRC00491|10/28/2010|10/28/2010|8300190|Nebraska Strategy Group - Conrad for Legislature|1001 O Street, Suite 306|LIncoln|NE|68508||10/27/2010|1301.93|05FIS10057|O |||11/05/2010|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004607|08IRC00491|10/29/2010|10/29/2010|8300191|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||10/28/2010|3000|05FIS10081|S |||11/05/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004613|08IRC00491|11/01/2010|11/01/2010|0|Nebraska Stratgegy Group - Conrad for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||10/28/2010|1301.93|05FIS10057|O |||11/01/2010|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004614|08IRC00491|10/29/2010|11/01/2010|0|Nebraska Strategy Group - Committee to Elect Chad Wright|1001 O Street, Suite 306|Lincoln|NE|68508||10/29/2010|1119.08|10FIS11703|S |||11/01/2010|nadc06|CHAD W WRIGHT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004615|08IRC00491|11/01/2010|11/01/2010|0|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508|0000000000|10/28/2010|3000|05FIS10081|O |||11/01/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004616|08IRC00491|11/01/2010|11/01/2010|0|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||10/29/2010|2687.37|05FIS10081|O |||11/01/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004617|08IRC00491|11/01/2010|11/01/2010|0|Nebraska Strategy Group - Committee to Elect Chad Wright|1001 O Street, Suite 306|Lincoln|NE|68508||10/29/2010|1119.08|10FIS11703|S |||11/01/2010|nadc06|CHAD W WRIGHT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004618|08IRC00491|10/28/2010|11/01/2010|0|Nebraska Strategy Group - Conrad for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||10/27/2010|1301.93|05FIS10057|O |||11/01/2010|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004632|08IRC00491|11/03/2010|11/03/2010|0|Nebraska Strategy Group - Vote Kleeb Committee|1001 O Street, Suite 306|Lincoln|NE|68508||11/01/2010|1537.2|10FIS12093|O |||11/04/2010|nadc06|JANE F KLEEB
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|08CFL002548|06IRC00475|05/09/2008|05/12/2008|7770166|Mack Crounse Group|4900 Seminary Road|Alexandria|VA|22311|7033414462|05/07/2008|2880.44|07FIS10960|O |||05/21/2008|nadc06|JAMES A JEFFERS
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|08CFL002549|06IRC00475|05/09/2008|05/12/2008|7770167|Mack Crounse Group|4900 Seminary Road|Alexandria|VA|22311|4033414462|05/07/2008|8777.06|07FIS10951|O |||05/21/2008|nadc06|PAUL  EUREK
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|08CFL002550|06IRC00475|05/09/2008|05/12/2008|7770168|Mack Crounse Group|4900 Seminary Group|Alexandria|VA|22311|7033414462|05/07/2008|8159.5|07FIS10919|O |||05/21/2008|nadc06|BEAU R MCCOY
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004572|06IRC00475|10/25/2010|10/26/2010|8300192|NextGen Persuasion - Knabe for Legislature|2452 18th St. NW, 2nd Floor|Washington|DC|20009||10/21/2010|14086|10FIS11595|O |||11/05/2010|nadc06|JOHN W KNABE
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004573|06IRC00475|10/25/2010|10/26/2010|8300193|NextGen Persuasion - Brasch for Legislature|2452 18th St. NW, 2nd Floor|Washington|DC|20009||10/21/2010|12476|10FIS11753|O |||11/05/2010|nadc06|LYDIA N BRASCH
