Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
99CAC00201|02/16/1994|99FIS05624|DUNNING|TIMOTHY|F|0|COUNTY SHERIFF-DOUGLAS                            |COUNTY SHERIFF|DOUGLAS
99CAC00619|09/12/2002|99FIS05636|STUTHMAN|ARNOLD|E|0|22-LEGISLATURE                                    |22|LEGISLATURE
99CAC00373|10/28/1998|99FIS05659|WILMOT|KATHERINE|F|0|DISTRICT #07-STATE BOARD OF EDUCATION             |07|STATE BOARD OF EDUCATION
99CAC00622|09/20/2002|99FIS05659|WILMOT|KATHERINE|F|0|07-STATE BOARD OF EDUCATION                       |07|STATE BOARD OF EDUCATION
07CAC01011|04/23/2010|99FIS05740|REIBER|GARY|W|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
07CAC01011|01/04/2007|99FIS05740|REIBER|GARY|W|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
99CAC00714|08/25/2004|99FIS05831|ADAMS|GORDON|D|0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00509|09/26/2000|99FIS05831|ADAMS|GORDON|D|0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00124|09/29/1997|99FIS06839|WACKER|HOWARD|S|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00124|09/29/1997|99FIS06839|WACKER|HOWARD|S|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
06CAC00838|04/07/2006|99FIS06847|KRAMER|JEROME|J|0|COUNTY SHERIFF|COUNTY SHERIFF|LINCOLN
99CAC00497|10/10/2006|99FIS06886|POTTER|TIMOTHY|G|0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
99CAC00083|03/09/1998|99FIS06886|POTTER|TIMOTHY|G|0|LEGISLATURE - DISTRICT 20-LEGISLATIVE COUNCIL     |20|LEGISLATURE
99CAC00077|06/04/1998|99FIS06904|NUTT|THOMAS|L|0|COUNTY SHERIFF-PHELPS                             |COUNTY SHERIFF|PHELPS
99CAC00580|02/15/2002|99FIS06916|BYRD|LORELEE|H|0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
99CAC00226|03/18/1998|99FIS06918|KREMER|ROBERT|M|0|34-LEGISLATURE                                    |34|LEGISLATURE
99CAC00089|03/09/1998|99FIS06919|RICHARDS|LINDA|J|0|LEGISLATURE - DISTRICT 12-LEGISLATIVE COUNCIL     |12|LEGISLATURE
99CAC00354|09/03/1998|99FIS06940|PITTMAN|DANNY|L|0|COUNTY ASSESSOR-SARPY                             |COUNTY ASSESSOR|SARPY
99CAC00356|09/09/1998|99FIS06953|YOCUM|JOSEPH|O|0|COUNTY SHERIFF-SEWARD                             |COUNTY SHERIFF|SEWARD
99CAC00202|05/15/1998|99FIS06981|ECCLES|ROBERT|J|0|COUNTY COMMISSIONER - DIST 02-DOUGLAS             |COUNTY COMMISSIONER DIST. #02|DOUGLAS
99CAC00269|04/18/1996|99FIS06254|HALL|GEOFFREY (GEOFF)|C|0|NORTH SUBDIVISION-OMAHA PUBLIC POWER DISTRICT     |NORTH SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00524|04/01/1996|99FIS06255|HEINTZMAN|KIM (MIMI)|B|0|LEGISLATURE - DISTRICT 31-LEGISLATIVE COUNCIL     |31|LEGISLATURE
99CAC00499|01/01/1978|99FIS06258|KRAJICEK|PAUL|T|0|LEGISLATURE - DISTRICT 05-LEGISLATIVE COUNCIL     |05|LEGISLATURE
99CAC00620|09/17/2002|99FIS06263|MCGUIRE|ANNE|L|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00173|04/23/1996|99FIS06268|PETERSON|KIMBERLY|J|0|01-STATE BOARD OF EDUCATION                       |01|STATE BOARD OF EDUCATION
09CAC01360|03/12/2009|99FIS06314|PEFFER|WALTER|E|0|CITY COUNCIL DISTRICT #06|CITY COUNCIL DISTRICT #06|OMAHA
99CAC00410|11/04/1999|99FIS06389|HEIER|BERNARD|E|0|COUNTY COMMISSIONER - DIST 04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
99CAC00290|10/30/1989|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
10CAC01554|12/31/2009|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR|GOVERNOR|GOVERNOR
10CAC01554|12/31/9999|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00080|09/12/1998|99FIS06565|PEDERSON|DON|W|0|LEGISLATURE - DISTRICT 42-LEGISLATIVE COUNCIL     |42|LEGISLATURE
99CAC00144|10/08/1996|99FIS06566|BECKER|JOHN|N|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00692|06/30/2004|99FIS06578|SANDERS|RICK|R|0|SUBURBAN SUBDIVISION-OMAHA PUBLIC POWER DISTRICT  |SUBURBAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00096|09/08/1993|99FIS06614|SUTTLE|DEBORAH|S|0|10-LEGISLATURE                                    |10|LEGISLATURE
99PAC00133|11/06/2002|99FIS06614|SUTTLE|DEBORAH|S|0|10-LEGISLATURE                                    |10|LEGISLATURE
99CAC00503|08/25/2000|99FIS06630|MARBLE|BOB|A|0|02-METRO TECH COMMUNITY COLLEGE                   |02|METRO TECH COMMUNITY COLLEGE
99CAC00066|05/11/1998|99FIS06644|MEREDITH|RONALD|S|0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
99CAC00597|04/19/2002|99FIS05890|HIGGINS|JOSEPH|B|0|08-STATE BOARD OF EDUCATION                       |08|STATE BOARD OF EDUCATION
99PAC00128|11/06/2002|99FIS05890|HIGGINS|JOSEPH|B|0|08-STATE BOARD OF EDUCATION                       |08|STATE BOARD OF EDUCATION
99CAC00414|01/31/1996|99FIS06148|BARRETT|MARY|K|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
99CAC00477|04/26/2000|99FIS06162|MACTIER|ANN| |0|DISTRICT #02-STATE BOARD OF EDUCATION             |02|STATE BOARD OF EDUCATION
99CAC00430|02/29/2000|99FIS06164|KRUSE|LOWEN|V|0|13-LEGISLATURE                                    |13|LEGISLATURE
99CAC00430|02/29/2000|99FIS06164|KRUSE|LOWEN|V|0|13-LEGISLATURE                                    |13|LEGISLATURE
99CAC00458|01/01/1978|99FIS06170|NEKUDA|JAMES|L|0|COUNTY COMMISSIONER DIST. #04-SARPY               |COUNTY COMMISSIONER DIST. #04|SARPY
12CAC01611|01/20/2012|99FIS06182|OSTRANDER|CASH|O|0|43|43|LEGISLATURE
99CAC00515|10/24/1996|99FIS06188|WHITEFOOT|DELMAR|J|0|DIRECTOR/SUBDIVISION #07-NEBRASKA PUBLIC POWER DIS|SUBDIVISION #07|NEBRASKA PUBLIC POWER DISTRICT
99CAC00333|03/11/1996|99FIS06229|STOJ|GREGORY|M|0|COUNTY COMMISSIONER - DIST 01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00522|04/08/1996|99FIS06230|YOAKUM|CAROL|M|0|LEGISLATURE - DISTRICT 21-LEGISLATIVE COUNCIL     |21|LEGISLATURE
99CAC00520|04/17/1996|99FIS06239|SIVICK|ROBERT|J|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00464|01/01/1978|99FIS06239|SIVICK|ROBERT|J|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00550|02/22/2001|99FIS06239|SIVICK|ROBERT|J|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00293|04/04/1997|99FIS06742|O'CONNOR|KATHLEEN|S|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00086|08/22/1997|99FIS06788|RAIKES|RONALD|E|0|25-LEGISLATURE                                    |25|LEGISLATURE
99CAC00428|02/25/2000|99FIS06811|BOYLE|MIKE| |0|COUNTY COMMISSIONER DIST. #01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00442|04/06/2000|99FIS08285|FAHEY|MICHAEL|G|0|MAYOR-OMAHA                                       |MAYOR|OMAHA
99CAC00646|09/19/2003|99FIS08288|DORNAN|STU| |0|COUNTY ATTORNEY-DOUGLAS                           |COUNTY ATTORNEY|DOUGLAS
99CAC00436|03/21/2000|99FIS08288|DORNAN|STU| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
99CAC00570|11/08/2001|99FIS08291|POLIKOV|LEON|K|0|COUNTY ATTORNEY-SARPY                             |COUNTY ATTORNEY|SARPY
99CAC00473|04/24/2000|99FIS08295|MAUK|DAN| |0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00474|04/25/2000|99FIS08296|ODOM|PHIL| |0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00486|05/16/2000|99FIS08300|TRIMBLE|CLEVE|H|0|LEGISLATURE - DISTRICT 43-LEGISLATIVE COUNCIL     |43|LEGISLATURE
99CAC00481|05/01/2000|99FIS08301|MUMGAARD|TOM| |0|CITY COUNCIL, WARD IV-PAPILLION                   |CITY COUNCIL, WARD IV|PAPILLION
99CAC00219|05/21/1998|99FIS07016|KENNEDY|MICHAEL|S|0|METROPOLITAN COMM COLLEGE-METROPOLITAN COMMUNITY C|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
99CAC00085|04/16/1998|99FIS07024|PRICE|MARIAN|L|0|26-LEGISLATURE                                    |26|LEGISLATURE
99CAC00022|04/07/1998|99FIS07025|ANDREWS|DEBORAH|L|0|DISTRICT #08-STATE BOARD OF EDUCATION             |08|STATE BOARD OF EDUCATION
99CAC00380|11/23/1998|99FIS07027|HELMS|ROBERT KEI| |0|COUNTY SHERIFF-NEMAHA                             |COUNTY SHERIFF|NEMAHA
99CAC00088|04/10/1998|99FIS07030|REDFIELD|PAMELA|A|0|12-LEGISLATURE                                    |12|LEGISLATURE
99CAC00130|03/13/1998|99FIS07032|WITEK|CHARLES|S|0|COUNTY COMMISSIONER - DIST 06-DOUGLAS             |COUNTY COMMISSIONER DIST. #06|DOUGLAS
99CAC00108|04/27/1998|99FIS07092|SCHROEDER|KENT|A|0|BOARD OF REGENTS - DISTRICT 06-UNIVERSITY OF NEBRA|06|BOARD OF REGENTS
99CAC00126|03/23/1998|99FIS07105|WATSON|JEROME|J|0|COUNTY SHERIFF-HALL                               |COUNTY SHERIFF|HALL
99CAC00026|03/06/1998|99FIS07108|BATAILLON|PAMELA|D|0|LIEUTENANT GOVERNOR-LIEUTENANT GOVERNOR           |LIEUTENANT GOVERNOR|LIEUTENANT GOVERNOR
99CAC00351|02/25/1998|99FIS07124|CERNY|TRACI|L|0|COUNTY REGISTER OF DEEDS-PLATTE                   |COUNTY REGISTER OF DEEDS|PLATTE
99CAC00110|09/30/1997|99FIS07133|SMITH|STEVEN|D|0|44-LEGISLATURE                                    |44|LEGISLATURE
99CAC00119|04/22/1998|99FIS07149|THORPE|GWENDOLYN|K|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
99CAC00700|09/28/2004|99FIS07151|STODDARD|JAY|C|0|06|06|BOARD OF REGENTS
06CAC00900|10/27/2006|99FIS07151|STODDARD|JAY|C|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
99CAC00614|07/29/2002|99FIS07151|STODDARD|JAY|C|0|SECRETARY OF STATE-SECRETARY OF STATE             |SECRETARY OF STATE|SECRETARY OF STATE
99CAC00071|07/20/1998|99FIS07196|JOHNSON|JANICE|D|0|COUNTY REGISTER OF DEEDS-ADAMS                    |COUNTY REGISTER OF DEEDS|ADAMS
08CAC01137|05/02/2008|99FIS07236|TWISS|ROBERT|W|0|03|03|LEGISLATURE
99CAC00081|05/08/1998|99FIS07514|PLACKE|JANET|L|0|COUNTY TREASURER-MERRICK                          |COUNTY TREASURER|MERRICK
99CAC00188|06/02/1998|99FIS07532|CAMPBELL|RICHARD|J|0|COUNTY ASSESSOR-SARPY                             |COUNTY ASSESSOR|SARPY
05CAC00734|08/05/2005|99FIS07607|ROSS|RON|D|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
06CAC00795|04/06/2006|99FIS07722|STUKENHOLTZ|KEVIN|L|0|COUNTY SHERIFF|COUNTY SHERIFF|SAUNDERS
11CAC01599|12/06/2011|99FIS07782|SHEEHY|RICHARD|J|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00405|07/07/1999|99FIS07804|MATZKE, JR.|GERALD 'J'|E|0|BOARD OF REGENTS - DISTRICT 05-UNIVERSITY OF NEBRA|05|BOARD OF REGENTS
99PAC00126|11/15/2000|99FIS07804|MATZKE, JR.|GERALD 'J'|E|0|05-BOARD OF REGENTS                               |05|BOARD OF REGENTS
99CAC00411|11/12/1999|99FIS07837|AGUILAR|RAYMOND|M|0|35-LEGISLATURE                                    |35|LEGISLATURE
99CAC00433|03/07/2000|99FIS07840|POSTLEWAIT|JACK|H|0|COUNTY COMMISSIONER - DIST 01-SARPY               |COUNTY COMMISSIONER DIST. #01|SARPY
99CAC00502|08/02/2000|99FIS07869|MCDONALD|RICHARD|N|0|LEGISLATURE - DISTRICT 41-LEGISLATIVE COUNCIL     |41|LEGISLATURE
99CAC00639|01/28/2003|99FIS07876|NEWMAN|PATRICIA|L|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00413|11/15/1999|99FIS07891|HEWITT|JAMES| |0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
99PAC00122|11/01/2000|99FIS07891|HEWITT|JAMES| |0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
99CAC00042|04/16/1998|99FIS07288|GUENZEL-HANDLOS|KELLY|M|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
05CAC00721|03/30/2005|99FIS07363|RUBY|JAMES|E|0|24|24|LEGISLATURE
99CAC00261|02/26/1997|99FIS06672|FORTENBERRY|JEFFREY|L|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
06CAC00802|03/10/2006|99FIS06715|BARRETT|THOMAS|S|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
99CAC00404|06/30/1999|99FIS08009|WELLS|ERROL|A|0|LEGISLATURE - DISTRICT 41-LEGISLATIVE COUNCIL     |41|LEGISLATURE
99CAC00439|04/03/2000|99FIS08010|BATTIATO|DIANE|L|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
06CAC00789|02/08/2006|99FIS08011|WHITEHOUSE|ROBERT|L|0|04|04|BOARD OF REGENTS
06CAC00865|04/24/2006|99FIS08030|HURLEY|RICHARD|L|0|03|03|PUBLIC SERVICE COMMISSION
99CAC00504|09/11/2000|99FIS08030|HURLEY|RICHARD|L|0|COMMISSIONER, DISTRICT #03-PUBLIC SERVICE COMMISSI|03|PUBLIC SERVICE COMMISSION
99CAC00505|09/22/2000|99FIS08036|BAUER|JOHN|W|0|02-STATE BOARD OF EDUCATION                       |02|STATE BOARD OF EDUCATION
99CAC00432|03/07/2000|99FIS08041|KNUDSEN|SCOTT|S|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00437|03/22/2000|99FIS08058|HIBBS|JANET|K|0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00475|04/26/2000|99FIS08060|CARROLL|EUGENE|W|0|COUNTY COMMISSIONER - DIST 04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
09CAC01362|02/10/2009|99FIS08060|CARROLL|EUGENE|W|0|CITY COUNCIL DISTRICT #01|CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00470|04/21/2000|99FIS08063|FOLEY|MICHAEL|D|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00470|04/21/2000|99FIS08063|FOLEY|MICHAEL|D|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00472|04/24/2000|99FIS08076|MEYER|CHARLES|M|0|18-LEGISLATURE                                    |18|LEGISLATURE
99CAC00429|02/28/2000|99FIS08084|ERDMAN|PHILIP| |0|LEGISLATURE - DISTRICT 47-LEGISLATIVE COUNCIL     |47|LEGISLATURE
06CAC00942|09/08/2006|99FIS08095|FRIEND|DAVID|J|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00525|10/13/2000|99FIS08095|FRIEND|DAVID|J|0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00690|06/01/2004|99FIS08095|FRIEND|DAVID|J|0|MAYOR-OMAHA                                       |MAYOR|OMAHA
99CAC00469|04/19/2000|99FIS08098|KELLY|BOB|Q|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00438|03/24/2000|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|09-LEGISLATURE                                    |09|LEGISLATURE
99CAC00659|02/20/2004|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|DOUGLAS
09CAC01336|01/12/2009|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
99CAC00485|05/16/2000|99FIS08108|WELLENSTEIN|FRANK|C|0|DISTRICT #04-STATE BOARD OF EDUCATION             |04|STATE BOARD OF EDUCATION
99CAC00476|04/26/2000|99FIS08111|DAVIS|JOHN|T|0|04-STATE BOARD OF EDUCATION                       |04|STATE BOARD OF EDUCATION
99CAC00448|04/11/2000|99FIS08120|CUNNINGHAM|DOUGLAS|D|0|40-LEGISLATURE                                    |40|LEGISLATURE
08CAC01184|08/25/2008|99FIS08121|ARGYRAKIS|VAN|A|0|MAYOR|MAYOR|OMAHA
99CAC00479|05/01/2000|99FIS08131|NEWELL|DAVID|R|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
08CAC01100|04/14/2008|99FIS08131|NEWELL|DAVID|R|0|13|13|LEGISLATURE
99CAC00624|10/16/2002|99FIS08145|SCHEIERMAN|SCOTT|R|0|38-LEGISLATURE                                    |38|LEGISLATURE
99CAC00431|03/03/2000|99FIS08157|SIELER|JOHN|H|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
08CAC01105|04/01/2008|99FIS08157|SIELER|JOHN|H|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00648|11/18/2003|99FIS08173|FISCHER|DEBRA|S|0|43-LEGISLATURE                                    |43|LEGISLATURE
99CAC00501|07/20/2000|99FIS08225|BOYD|INEZ|M|0|COUNTY COMMISSIONER DIST. #03-SARPY               |COUNTY COMMISSIONER DIST. #03|SARPY
99CAC00595|04/16/2002|99FIS09177|KREMER|CAROL|A|0|COUNTY CLERK OF DISTRICT COURT-SARPY              |COUNTY CLERK OF DISTRICT COURT|SARPY
99CAC00606|05/28/2002|99FIS09200|JACOBSON|NANCY| |0|SCHOOL BOARD DISTRICT #05-OMAHA                   |SCHOOL BOARD DISTRICT #05|OMAHA
99CAC00623|10/10/2002|99FIS09208|JOHNSON|JOEL|T|0|37-LEGISLATURE                                    |37|LEGISLATURE
99CAC00618|09/09/2002|99FIS09235|LOUDEN|LEROY|J|0|49-LEGISLATURE                                    |49|LEGISLATURE
99CAC00621|09/18/2002|99FIS09260|MARTINEZ|MARK| |0|SCHOOL BOARD DISTRICT #07-OMAHA                   |SCHOOL BOARD DISTRICT #07|OMAHA
99CAC00627|10/21/2002|99FIS09264|GREEN|CAROLYN| |0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00629|10/21/2002|99FIS09265|BLINN|JAMES| |0|MAYOR-PAPILLION                                   |MAYOR|PAPILLION
99CAC00632|11/12/2002|99FIS09273|WAITE|NANCY| |0|CITY COUNCIL 2ND WARD-NORTH PLATTE                |CITY COUNCIL 2ND WARD|NORTH PLATTE
99CAC00633|11/14/2002|99FIS09275|ALLYN|CAL| |0|CITY COUNCIL-NORFOLK                              |CITY COUNCIL|NORFOLK
99CAC00636|12/24/2002|99FIS09277|MOSSEY|RAYMOND|F|0|03-LEGISLATURE                                    |03|LEGISLATURE
99CAC00634|11/20/2002|99FIS09278|STRAWN|JOHN| |0|CITY COUNCIL, WARD IV-PAPILLION                   |CITY COUNCIL, WARD IV|PAPILLION
99CAC00635|12/16/2002|99FIS09284|STRAND|JIM| |0|CITY COUNCIL DISTRICT #03-LINCOLN                 |CITY COUNCIL DISTRICT #03|LINCOLN
99PAC00132|05/05/2003|99FIS09284|STRAND|JIM| |0|CITY COUNCIL DISTRICT #03-LINCOLN                 |CITY COUNCIL DISTRICT #03|LINCOLN
99CAC00643|03/31/2003|99FIS09298|JOHNSON|KEVIN| |0|CITY COUNCIL DISTRICT #02-LINCOLN                 |CITY COUNCIL DISTRICT #02|LINCOLN
99PAC00132|05/05/2003|99FIS09306|BECK|SANINE|S|0|CITY COUNCIL DISTRICT #04-LINCOLN                 |CITY COUNCIL DISTRICT #04|LINCOLN
08CAC01111|04/08/2008|99FIS09358|HADLEY|GALEN|D|0|37|37|LEGISLATURE
99CAC00645|09/03/2003|99FIS09389|SHANNON|PATRICK|M|0|45-LEGISLATURE                                    |45|LEGISLATURE
99CAC00612|07/02/2002|99FIS09396|GROLLMES|TIM| |0|SCHOOL BOARD DISTRICT #07-OMAHA                   |SCHOOL BOARD DISTRICT #07|OMAHA
99CAC00609|06/21/2002|99FIS09399|CAVANAUGH|TIM| |0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00647|11/06/2003|99FIS09421|FLOOD|MICHAEL|J|0|19-LEGISLATURE                                    |19|LEGISLATURE
99CAC00579|02/04/2002|99FIS08639|FRIEND|MICHAEL|J|0|10-LEGISLATURE                                    |10|LEGISLATURE
99CAC00577|01/28/2002|99FIS08655|LEAHY|MIKE| |0|COUNTY COMMISSIONER DIST. #02-DOUGLAS             |COUNTY COMMISSIONER DIST. #02|DOUGLAS
99CAC00583|02/25/2002|99FIS08671|OJEDA|TONY|J|0|30|30|LEGISLATURE
99CAC00578|01/30/2002|99FIS08678|SCHORR|DEBRA| |0|COUNTY COMMISSIONER DIST. #03-LANCASTER           |COUNTY COMMISSIONER DIST. #03|LANCASTER
99CAC00600|05/02/2002|99FIS08699|THORSON|DONNIE|C|0|COUNTY SHERIFF-MADISON                            |COUNTY SHERIFF|MADISON
99CAC00604|05/13/2002|99FIS08709|JAKSICH|REJEAN|M|0|COUNTY CLERK OF DISTRICT COURT-SARPY              |COUNTY CLERK OF DISTRICT COURT|SARPY
99CAC00602|05/08/2002|99FIS08715|COMBS|JEANNE|M|0|32-LEGISLATURE                                    |32|LEGISLATURE
99CAC00617|08/29/2002|99FIS08728|SULLIVAN|BRICE|J|0|26-LEGISLATURE                                    |26|LEGISLATURE
10CAC01419|01/01/1900|99FIS08736|MARTENS|THOMAS|L|0|COUNTY SUPERVISOR DISTRICT #01|COUNTY SUPERVISOR DISTRICT #01|PLATTE
99CAC00628|10/28/2002|99FIS08748|ROSBERG|PAUL|A|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
08CAC01194|09/22/2008|99FIS08756|SYNOWIECKI|JOHN|F|0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
99CAC00584|02/28/2002|99FIS08756|SYNOWIECKI|JOHN|F|0|07-LEGISLATURE                                    |07|LEGISLATURE
99CAC00605|05/21/2002|99FIS08771|PENDRELL|TIM|C|0|06-LEGISLATURE                                    |06|LEGISLATURE
99CAC00594|04/04/2002|99FIS08777|BIBA|DAVID|J|0|32-LEGISLATURE                                    |32|LEGISLATURE
99CAC00598|04/29/2002|99FIS08788|IMES|KANDRA|S|0|07-STATE BOARD OF EDUCATION                       |07|STATE BOARD OF EDUCATION
99CAC00582|02/25/2002|99FIS08821|HAWKS|HOWARD|L|0|02-BOARD OF REGENTS                               |02|BOARD OF REGENTS
08CAC01141|05/06/2008|99FIS08863|HARDING|MARY|A|0|SUBDIVISION #02|SUBDIVISION #02|NEBRASKA PUBLIC POWER DISTRICT
99CAC00589|03/20/2002|99FIS08874|HENDRICKSEN|ROBIN|L|0|COUNTY ASSESSOR-LANCASTER                         |COUNTY ASSESSOR|LANCASTER
99CAC00586|03/01/2002|99FIS08929|WILKEN|DAVID|A|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00586|03/01/2002|99FIS08929|WILKEN|DAVID|A|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00599|04/29/2002|99FIS08957|KOILE|WILLIAM|A|0|12-LEGISLATURE                                    |12|LEGISLATURE
99CAC00613|07/26/2002|99FIS08969|MENDENHALL|FRANCES|G|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
06CAC00854|04/11/2006|99FIS08976|RITNOUR|RANDALL|R|0|COUNTY ATTORNEY|COUNTY ATTORNEY|GAGE
10CAC01448|04/29/2010|99FIS08976|RITNOUR|RANDALL|R|0|COUNTY ATTORNEY|COUNTY ATTORNEY|GAGE
99CAC00613|07/26/2002|99FIS08993|FOSTER|THOMAS|M|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00416|11/30/1999|99FIS07901|MONTAG|MATTHEW| |0|COUNTY COMMISSIONER - DIST 01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00471|04/24/2000|99FIS07912|BYORTH|ANGELIKA|T|0|29-LEGISLATURE                                    |29|LEGISLATURE
99CAC00490|06/01/2000|99FIS07918|JOHNSON|JEFFERY|A|0|BOARD OF REGENTS - DISTRICT 03-UNIVERSITY OF NEBRA|03|BOARD OF REGENTS
