Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Nature Of Contribution|Support/Oppose|Description|Microfilm Number|Contributor Name
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|03/31/2006|99CAC00585|03/21/2006|2570|I|0|Production Cost and Posters from Lamar Outdoor Adv|7240056|COMMITTEE TO RE-ELECT JERRY RYAN
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|09/28/2006|99CAC00585|09/25/2006|2675|I|0|advertising for campaign|7350204|COMMITTEE TO RE-ELECT JERRY RYAN
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|08/28/2006|99CAC00585|08/22/2006|1965|I|0|advertising for campaign|7340215|COMMITTEE TO RE-ELECT JERRY RYAN
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|05/25/2006|99CAC00585|05/04/2006|615.43|I|0|employee\'s hours working on campaign|7310092|COMMITTEE TO RE-ELECT JERRY RYAN
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|10/12/2006|99CAC00585|10/09/2006|500|I|0|Advertising for campaign|7370071|COMMITTEE TO RE-ELECT JERRY RYAN
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|11/03/2004|99CAC00698|10/26/2004|2050.45|P|0|                                                  |6870200|COMMITTEE TO ELECT JERRY RYAN LEGISLATIVE DIST.45
ORIENTAL TRADING COMPANY, INC.|99CUA00542|03/20/2006|99CAC00651|03/10/2006|683.1|I|0|plastic racing flags|7220093|NEBRASKANS FOR NABITY
ROSEN AUTO LEASING, INC.|99CUA00545|02/17/1998|99CAC00240|02/11/1998|260.06|I|0|                                                  |5230248|BRESLOW COMMITTEE, THE
SCHAEFFER\'S INC.|99CUA00546|03/09/1998|99CAC00240|02/28/1998|75|I|0|                                                  |5280066|BRESLOW COMMITTEE, THE
SCHAEFFER\'S INC.|99CUA00546|03/09/1998|99CAC00240|02/06/1998|50|I|0|                                                  |5280066|BRESLOW COMMITTEE, THE
SCHAEFFER\'S INC.|99CUA00546|03/09/1998|99CAC00240|02/18/1998|50|I|0|                                                  |5280066|BRESLOW COMMITTEE, THE
SIEGLER\'S CATERING SERVICE, INC.|99CUA00547|05/29/1998|99CAC00240|05/12/1998|200|I|0|                                                  |5380138|BRESLOW COMMITTEE, THE
SIEGLER\'S CATERING SERVICE, INC.|99CUA00547|04/27/1998|99CAC00240|03/19/1998|250|I|0|                                                  |5340215|BRESLOW COMMITTEE, THE
TIMMERMAN & SONS FEEDING CO., INC.|99CUA00550|07/26/2006|05CAC00722|07/04/2006|2066.8|I|0|AIRPLANE TRIP FROM NORFOLK TO OMAHA|7340040|GOVERNOR HEINEMAN COMMITTEE
TIMMERMAN & SONS FEEDING CO., INC.|99CUA00550|10/05/2006|05CAC00722|09/19/2006|4908.8|I|0|FAIR MARKET VALUE ON AIRPLANE TRIP TO SCOTTSBLUFF |7360122|GOVERNOR HEINEMAN COMMITTEE
TIMMERMAN & SONS FEEDING CO., INC.|99CUA00550|04/16/1998|99CAC00240|04/02/1998|67|I|0|                                                  |5330179|BRESLOW COMMITTEE, THE
WERNER ENTERPRISES, INC.|99CUA00553|08/11/2008|99PPC00002|07/12/2008|7750|I|0|Sponsored Republican Party Rally|7800110|NE REPUBLICAN PARTY
WERNER ENTERPRISES, INC.|99CUA00553|09/10/2008|99PPC00002|08/20/2008|264|I|0|Sponsored Republican Party Rally held 7/12/2008|7800241|NE REPUBLICAN PARTY
WERNER ENTERPRISES, INC.|99CUA00553|05/07/2001|99CAC00251|04/27/2001|300|I|0|LIVE ENTERTAINMENT FOR FUNDRAISER                 |6180089|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|03/04/1999|99BQC00009|09/01/1998|321.2|I|0|                                                  |5620038|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|11/12/1998|99BQC00009|10/01/1998|445.73|I|0|                                                  |5520153|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|11/12/1998|99BQC00009|10/01/1998|30|I|0|                                                  |5520153|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|11/12/1998|99BQC00009|10/01/1998|1064.29|I|0|                                                  |5520153|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|11/12/1998|99BQC00009|10/01/1998|441.6|I|0|                                                  |5520153|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|11/12/1998|99BQC00009|10/01/1998|431.4|I|0|                                                  |5520153|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|10/15/1998|99BQC00009|09/30/1998|10|I|0|                                                  |5470097|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|10/15/1998|99BQC00009|09/30/1998|100|I|0|                                                  |5470097|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|10/15/1998|99BQC00009|09/30/1998|1477|I|0|                                                  |5470097|NEBRASKANS TO PROTECT OUR PHONE SERVICE
BENKELMAN TELEPHONE COMPANY, INC.|99CUA00564|10/15/1998|99BQC00009|09/30/1998|571.39|I|0|                                                  |5470097|NEBRASKANS TO PROTECT OUR PHONE SERVICE
AMWAY CORPORATION|99CUA00574|02/10/1998|99CAC00190|01/22/1998|10949.7|I|0|                                                  |5220105|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
CHRISTENSEN MANAGEMENT SERVICES INC.        D/B/A CHRISTENSEN INSURANCE|99CUA00576|01/12/1998|99CAC00190|01/02/1998|150|I|0|                                                  |5160080|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
COMMERCIAL FEDERAL CORPORATION|99CUA00578|04/13/1988|99PPC00002|04/11/1988|600|I|0|                                                  |2610038|NE REPUBLICAN PARTY
EAKES OFFICE PLUS INC.|99CUA00584|03/31/1999|99CAC00230|04/15/1999|52.47|I|0|                                                  |5690035|COMMITTEE TO ELECT GALE LARSON
EAKES OFFICE PLUS INC.|99CUA00584|04/01/1998|99CAC00190|03/01/1998|294.15|I|0|                                                  |5310089|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
FURNITURE ON CONSIGNMENT, INC.|99CUA00585|12/12/2000|99CAC00251|11/14/2000|3426|I|0|CARPET FOR CAMP OFC AT 11341 DAVENPORT            |6010230|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
PHYSICIANS MUTUAL INSURANCE COMPANY|99CUA00599|06/03/1991|99CAC00290|05/24/1991|670.78|I|0|                                                  |3500025|BEN NELSON FOR GOVERNOR
TURNER & ASSOCIATES|99CUA00605|06/05/1998|99CAC00190|05/01/1998|25|I|0|                                                  |5380232|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
TURNER & ASSOCIATES|99CUA00605|05/08/1998|99CAC00190|04/01/1998|87.5|I|0|                                                  |5360147|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
TURNER & ASSOCIATES|99CUA00605|04/07/1998|99CAC00190|03/01/1998|387.5|I|0|                                                  |5320146|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
TURNER & ASSOCIATES|99CUA00605|03/09/1998|99CAC00190|02/28/1998|892.5|I|0|                                                  |5280073|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
TURNER & ASSOCIATES|99CUA00605|02/05/1998|99CAC00190|01/31/1998|50|I|0|                                                  |5210079|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
TURNER & ASSOCIATES|99CUA00605|02/05/1998|99CAC00190|12/31/1997|215|I|0|                                                  |5210079|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
VILLAGER MOTOR INN|99CUA00607|03/06/1998|99CAC00184|02/27/1998|750|I|0|                                                  |5270050|HOPPNER FOR GOVERNOR, INC.
VILLAGER MOTOR INN|99CUA00607|02/05/1998|99CAC00190|01/22/1998|150|I|0|                                                  |5210082|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
VILLAGER MOTOR INN|99CUA00607|04/29/1996|99CAC00507|08/30/1995|388.6|I|0|                                                  |4760001|CINDY JOHNSON FOR CITY COUNCIL
WAAM, INC.|99CUA00608|10/21/2002|99CAC00207|10/13/2002|1400|I|0|                                                  |6460008|MIKE JOHANNS FOR GOVERNOR
WAAM, INC.|99CUA00608|11/04/1998|99CAC00236|10/26/1998|756|I|0|                                                  |5520090|SCOTT MOORE COMMITTEE
WAAM, INC.|99CUA00608|11/04/1998|99CAC00131|10/29/1998|337.5|I|0|                                                  |5520090|WITEK FOR AUDITOR
WAAM, INC.|99CUA00608|11/04/1998|99CAC00131|10/26/1998|756|I|0|                                                  |5520090|WITEK FOR AUDITOR
WAAM, INC.|99CUA00608|11/04/1998|99CAC00048|10/29/1998|337.5|I|0|                                                  |5520090|DAVE HEINEMAN FOR STATE TREASURER
WAAM, INC.|99CUA00608|11/04/1998|99CAC00048|10/26/1998|756|I|0|                                                  |5520090|DAVE HEINEMAN FOR STATE TREASURER
WAAM, INC.|99CUA00608|11/04/1998|99CAC00113|10/29/1998|337.5|I|0|                                                  |5520090|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
WAAM, INC.|99CUA00608|11/04/1998|99CAC00113|10/26/1998|756|I|0|                                                  |5520090|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
WAAM, INC.|99CUA00608|11/04/1998|99CAC00236|10/29/1998|337.5|I|0|                                                  |5520090|SCOTT MOORE COMMITTEE
WAAM, INC.|99CUA00608|10/15/1998|99CAC00113|07/11/1998|303.75|I|0|                                                  |5470166|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
WAAM, INC.|99CUA00608|10/15/1998|99CAC00131|07/11/1998|303.75|I|0|                                                  |5470166|WITEK FOR AUDITOR
WAAM, INC.|99CUA00608|10/15/1998|99CAC00048|07/11/1998|303.75|I|0|                                                  |5470166|DAVE HEINEMAN FOR STATE TREASURER
WAAM, INC.|99CUA00608|10/15/1998|99CAC00236|07/11/1998|303.75|I|0|                                                  |5470166|SCOTT MOORE COMMITTEE
WAAM, INC.|99CUA00608|05/04/1998|99CAC00190|04/21/1998|2092.5|I|0|                                                  |5360156|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
WAAM, INC.|99CUA00608|03/25/1998|99CAC00190|02/28/1998|607.5|I|0|                                                  |5290250|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
WAAM, INC.|99CUA00608|03/25/1998|99CAC00190|02/19/1998|2700|I|0|                                                  |5290250|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
HEALTH CARE SUPPLIERS INC.|99CUA00615|12/18/2000|99CAC00406|11/01/2000|2031|P|0|STAFF WORK, PLANNING, MANAGEMENT                  |6020019|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
HEALTH CARE SUPPLIERS INC.|99CUA00615|11/13/2000|99CAC00406|10/31/2000|2031.04|P|0|STAFF WORK, PLANNING, MANAGEMENT                  |6010114|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
HEALTH CARE SUPPLIERS INC.|99CUA00615|10/10/2000|99CAC00406|09/29/2000|1938.72|P|0|PROJECT WORK FOR CAMPAIGN, WRITING, PLANNING      |5990032|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
HEALTH CARE SUPPLIERS INC.|99CUA00615|09/11/2000|99CAC00406|08/01/2000|1246.32|P|0|PROJECT WORK FOR CAMPAIGN, WRITING, PLANNING      |5970199|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
HEALTH CARE SUPPLIERS INC.|99CUA00615|08/11/2000|99CAC00406|07/31/2000|1136.19|P|0|PROJECT WORK FOR CAMPAIGN, WRITING, PLANNING      |5970055|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
HEALTH CARE SUPPLIERS INC.|99CUA00615|07/10/2000|99CAC00406|06/30/2000|461.6|I|0|PROJECT WORK FOR CAMPAIGN, WRITING, PLANNING      |5960199|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|01/09/1995|99CAC00290|12/01/1994|2850|I|0|                                                  |4410005|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|12/08/1994|99CAC00290|11/01/1994|2850|I|0|                                                  |4370241|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|11/01/1994|99CAC00290|10/31/1994|2850|I|0|                                                  |4360073|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|10/07/1994|99CAC00290|09/30/1994|2850|I|0|                                                  |4320189|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|09/07/1994|99CAC00290|08/01/1994|2850|I|0|                                                  |4310194|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|08/08/1994|99CAC00290|07/31/1994|2850|I|0|                                                  |4310017|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|07/07/1994|99CAC00290|06/01/1994|2850|I|0|                                                  |4300017|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|06/07/1994|99CAC00290|05/01/1994|2850|I|0|                                                  |4270225|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|05/06/1994|99CAC00290|04/01/1994|2850|I|0|                                                  |4250190|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|04/08/1994|99CAC00290|03/31/1994|2850|I|0|                                                  |4210187|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (NEBRASKA OFFICE)|99CUA00618|03/10/1994|99CAC00290|02/28/1994|2850|I|0|                                                  |4130024|BEN NELSON FOR GOVERNOR
HOEGEMEYER HYBRIDS, INC.|99CUA01152|01/09/1992|99CAC00113|12/30/1991|1524.66|I|0|                                                  |3540149|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
CAMPBELL\'S NURSERIES & GARDEN CENTER, INC.|99CUA01175|04/15/1986|99CAC00041|04/01/1986|100|I|0|                                                  |2080086|CAMPBELL FOR LANCASTER COUNTY COMMISSIONER
CASH-WA DISTRIBUTING CO. OF KEARNEY, INC.|99CUA01211|05/09/1994|99CAC00193|04/28/1994|125|I|0|                                                  |4260094|JIM D. CUDABACK FOR LEGISLATURE
OMAHA NEON SIGN CO., INC.|99CUA01216|03/01/2001|99CAC00251|12/06/2000|1450|I|0|LIGHTED SIGN                                      |6060081|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
SAMPSON CONSTRUCTION CO., INC.|99CUA01228|09/11/2009|09BQC00243|08/08/2009|1738.75|I|0|promotional video|8030224|CITIZENS ACTIVELY RESPONDING TO EDUCATIONAL NEEDS
SECURITY EQUIPMENT INC.|99CUA01229|03/02/2001|99CAC00251|12/08/2000|745|I|0|SECURITY SYSTEM FOR CAMPAIGN OFFICE               |6060086|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
STERLING DISTRIBUTING COMPANY|99CUA01241|10/10/2007|05CAC00722|09/22/2007|706|I|0|BEVERAGES FOR TAILGATE PARTIES|7600024|GOVERNOR HEINEMAN COMMITTEE
STERLING DISTRIBUTING COMPANY|99CUA01241|12/18/2007|05CAC00722|12/07/2007|240|I|0|Contributed beverages for Governor\'s Holiday Party|7610053|GOVERNOR HEINEMAN COMMITTEE
STERLING DISTRIBUTING COMPANY|99CUA01241|09/30/2005|05CAC00722|09/03/2005|462|I|0|beverages for tailgate 2005 football season|7080190|GOVERNOR HEINEMAN COMMITTEE
STERLING DISTRIBUTING COMPANY|99CUA01241|01/31/2006|05CAC00722|01/20/2006|407.24|I|0|Beverages for Campaign party|7150184|GOVERNOR HEINEMAN COMMITTEE
STERLING DISTRIBUTING COMPANY|99CUA01241|08/19/2004|99CAC00321|08/09/2004|300|I|0|GOLF PRIZES FOR FUNDRAISER                        |6830241|RAMON JANSSEN FOR STATE LEGISLATURE
STERLING DISTRIBUTING COMPANY|99CUA01241|08/25/2003|99CAC00321|08/04/2003|300|I|0|                                                  |6630212|RAMON JANSSEN FOR STATE LEGISLATURE
SURFSIDE CLUB, INC.|99CUA01246|04/10/1990|99CAC00176|10/04/1989|478.28|I|0|                                                  |3120078|PIRSCH FOR LEGISLATURE (OLD, DON\'T USE)
NORTHWESTERN BELL TELEPHONE COMPANY|99CUA01271|04/03/1990|99PAC00087|03/30/1990|0|I|0|                                                  |3110088|CENTURYLINK NEBRASKA PAC
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|04/01/2005|99CAC00716|03/21/2005|111.95|I|0|PRINTING CHARGES|7010141|KOLLER FOR CITY COUNCIL
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/05/2005|99CAC00716|04/15/2005|89.21|I|0|Printed material to hand out |7040084|KOLLER FOR CITY COUNCIL
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/05/2005|99CAC00712|04/15/2005|89.22|I|0|Printed material to hand out |7040084|ROBIN ESCHLIMAN FOR CITY COUNCIL
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/05/2005|99CAC00008|04/15/2005|89.22|I|0|printed material to hand out |7040084|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|07CAC01018|04/07/2007|32.93|E|0|mailing|7570069|JOHN ERICKSON FOR CITY COUNCIL
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|99CAC00011|04/07/2007|32.93|E|0|mailing|7570069|JON CAMP FOR CITY COUNCIL COMMITTEE
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|07CAC01012|04/07/2007|32.93|E|0|mailing|7570069|LARAE EIFERT FOR CITY COUNCIL
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|06CAC01009|04/07/2007|32.93|E|0|mailing|7570069|JOHN SPATZ FOR CITY COUNCIL 
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|07CAC01021|04/07/2007|32.93|E|0|mailing|7570069|EMERY FOR CITY COUNCIL
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|07CAC01021|05/07/2007|1866.31|E|0|mailing|7570069|EMERY FOR CITY COUNCIL
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|06CAC00937|05/07/2007|1866.31|E|0|Mailings|7570069|SVOBODA FOR MAYOR
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|05/14/2007|06CAC00937|04/07/2007|32.93|E|0|Mailings|7570069|SVOBODA FOR MAYOR
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|04/01/2005|99CAC00008|03/21/2005|111.94|I|0|PRINTING CHARGES|7010141|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
HOME BUILDERS ASSOCIATION OF LINCOLN|99CUA01277|04/01/2005|99CAC00712|03/21/2005|111.95|I|0|PRINTING CHARGES|7010141|ROBIN ESCHLIMAN FOR CITY COUNCIL
MID-CITY JEWELRY & LOAN, INC.|99CUA01292|10/10/1990|99CAC00290|06/20/1990|600|I|0|                                                  |0000000|BEN NELSON FOR GOVERNOR
MID-CITY JEWELRY & LOAN, INC.|99CUA01292|01/10/1990|99CAC00290|12/10/1989|600|I|0|                                                  |2960053|BEN NELSON FOR GOVERNOR
NORTH JACOB PRINTING CO., INC.|99CUA01295|10/17/1986|99PPC00002|10/10/1986|358.41|I|0|                                                  |2200168|NE REPUBLICAN PARTY
SHEPPARD\'S BUSINESS INTERIORS, INC.|99CUA01298|12/11/1989|99CAC00290|11/04/1989|4500|I|0|                                                  |2940081|BEN NELSON FOR GOVERNOR
AK-SAR-BEN TELEVISION SERVICE CO.|99CUA01312|05/17/2000|99BQC00038|05/09/2000|300|I|0|                                                  |5940170|BUILD IT OMAHA COMMITTEE
CONTINENTAL PRINT & PHOTO CO.|99CUA01327|05/29/1991|99CAC00290|05/24/1991|1000|I|0|                                                  |3490213|BEN NELSON FOR GOVERNOR
LINCOLN RIGHT TO LIFE|99CUA01916|04/07/1997|99CAC00261|03/27/1997|80|I|0|                                                  |5050088|JEFF FORTENBERRY FOR CITY COUNCIL
EPS TECHNOLOGIES INC.|99CUA01931|04/24/1997|99CAC00251|12/21/1996|1200|I|0|                                                  |5060155|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
FUREY HEATING AND AIR CONDITIONING, INC.|99CUA01934|09/12/1997|99CAC00251|03/31/1997|369.97|I|0|                                                  |5120172|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
LAWLESS DISTRIBUTING COMPANY|99CUA01935|07/10/2000|99BQC00038|05/09/2000|537.4|I|0|BEER                                              |5960202|BUILD IT OMAHA COMMITTEE
CAPITAL DEVELOPMENT PROGRAMS, INC.|99CUA01959|12/11/1989|99CAC00290|11/12/1989|1165|I|0|                                                  |2940064|BEN NELSON FOR GOVERNOR
HALL COUNTY LIVESTOCK IMPROVEMENT ASSOCIATION|99CUA01987|06/13/1997|99CAC00172|05/22/1997|227.48|I|0|                                                  |5100148|CHRIS PETERSON FOR STATE LEGISLATURE
SCOTT ANDERSON GROUP|99CUA01991|06/18/1997|99CAC00341|03/12/1997|3593|I|0|                                                  |5100243|VANKAT FOR CITY COUNCIL
AHRENS, INC.                                D/B/A EDDIE\'S CATERING|99CUA01995|06/23/1997|99CAC00341|04/01/1997|580|I|0|                                                  |5110062|VANKAT FOR CITY COUNCIL
AHRENS, INC.                                D/B/A EDDIE\'S CATERING|99CUA01995|06/23/1997|99CAC00341|03/16/1997|425|I|0|                                                  |5110062|VANKAT FOR CITY COUNCIL
SOUTH PACIFIC, INC.|99CUA02000|07/03/1997|99CAC00337|06/18/1997|405.21|I|0|                                                  |5110103|LEE TERRY FOR CITY COUNCIL
PIONEER LOCK COMPANY, INC.                  D/B/A CARL JARL|99CUA02003|08/08/1997|99CAC00251|07/02/1997|101.39|I|0|                                                  |5110249|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
FIRST NEBRASKA TITLE AND ESCROW COMPANY|99CUA02004|10/30/2000|99CAC00439|10/07/2000|276.47|I|0|                                                  |6000186|DIANE BATTIATO FOR REGISTER OF DEEDS
FIRST NEBRASKA TITLE AND ESCROW COMPANY|99CUA02004|05/03/2000|99CAC00439|04/25/2000|160.23| |0|MEETING ROOM, REFRESHMENTS                        |5930133|DIANE BATTIATO FOR REGISTER OF DEEDS
THOUSAND ADVENTURES, INC.|99CUA01528|03/23/1994|99CAC00113|02/08/1994|750|I|0|                                                  |0000000|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
PROFESSIONAL LEASING, INC.|99CUA01546|01/29/1992|99CAC00290|12/12/1990|625|I|0|                                                  |3560115|BEN NELSON FOR GOVERNOR
PROFESSIONAL LEASING, INC.|99CUA01546|10/03/1990|99CAC00290|04/26/1990|3500|I|0|                                                  |3240248|BEN NELSON FOR GOVERNOR
PROFESSIONAL LEASING, INC.|99CUA01546|10/03/1990|99CAC00290|04/26/1990|2100|I|0|                                                  |3240248|BEN NELSON FOR GOVERNOR
PROFESSIONAL LEASING, INC.|99CUA01546|02/14/1990|99CAC00290|01/26/1990|2000|I|0|                                                  |3010079|BEN NELSON FOR GOVERNOR
HAHN LAW OFFICE, A PROFESSIONAL CORPORATION|99CUA01553|07/27/1988|99PPC00002|07/14/1988|100|I|0|                                                  |2660228|NE REPUBLICAN PARTY
BEHLEN MFG. CO.|99CUA01555|04/07/2006|05CAC00722|03/18/2006|2389.16|I|0|air transportation|7250207|GOVERNOR HEINEMAN COMMITTEE
BEHLEN MFG. CO.|99CUA01555|09/19/2006|05CAC00722|08/27/2006|3035.3|I|0|USE OF CORPORATE PLANE BY GOVERNOR HEINEMAN|7350167|GOVERNOR HEINEMAN COMMITTEE
ADVENT II, INC.|99CUA01567|11/05/1990|99CAC00113|10/02/1990|7.73|I|0|                                                  |3300011|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|11/05/1990|99CAC00113|10/03/1990|3.43|I|0|                                                  |3300011|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|10/05/1990|99CAC00113|09/03/1990|120.83|I|0|                                                  |3240222|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|09/07/1990|99CAC00113|08/17/1990|114.94|I|0|                                                  |3230119|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|09/07/1990|99CAC00113|08/07/1990|15.44|I|0|                                                  |3230119|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|09/07/1990|99CAC00113|08/02/1990|174.23|I|0|                                                  |3230119|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|08/14/1990|99CAC00113|07/26/1990|48.34|I|0|                                                  |3220196|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|07/06/1990|99CAC00113|06/12/1990|88|I|0|                                                  |3210006|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|05/07/1990|99CAC00113|04/17/1990|7.58|I|0|                                                  |3160208|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|05/07/1990|99CAC00113|04/10/1990|31.04|I|0|                                                  |3160208|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|04/04/1990|99CAC00113|03/13/1990|15.34|I|0|                                                  |3110048|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|04/04/1990|99CAC00113|03/21/1990|16.6|I|0|                                                  |3110048|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|03/06/1990|99CAC00113|02/01/1990|25.89|I|0|                                                  |3050122|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
ADVENT II, INC.|99CUA01567|02/09/1990|99CAC00113|01/12/1990|101.95|I|0|                                                  |2990194|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
DECAMP LEGAL SERVICES, P.C.|99CUA01577|10/09/1990|99CAC00236|09/07/1990|30.16|I|0|                                                  |0000000|SCOTT MOORE COMMITTEE
DECAMP LEGAL SERVICES, P.C.|99CUA01577|05/07/1990|99CAC00345|03/13/1990|59.64|I|0|                                                  |3160214|RON WITHEM FOR LEGISLATURE COMMITTEE
DECAMP LEGAL SERVICES, P.C.|99CUA01577|04/05/1990|99CAC00176|02/15/1990|38.37|I|0|                                                  |3110060|PIRSCH FOR LEGISLATURE (OLD, DON\'T USE)
DECAMP LEGAL SERVICES, P.C.|99CUA01577|04/05/1990|99CAC00192|02/13/1990|26.7|I|0|                                                  |3110060|GEORGE COORDSEN FOR LEGISLATURE
DECAMP LEGAL SERVICES, P.C.|99CUA01577|03/02/1990|99CAC00176|02/15/1990|0|I|0|                                                  |3040077|PIRSCH FOR LEGISLATURE (OLD, DON\'T USE)
